segment	fivePrime	threePrime	counts
PB1_vRNA	696	1769	37
PB1_vRNA	445	1995	11
PB2_vRNA	538	2234	29
PB2_vRNA	245	2220	7
PA_vRNA	261	2082	0
PA_vRNA	313	1941	41
PA_vRNA	403	1867	15
PB2_vRNA	414	2039	3
PB2_vRNA	454	2039	5
PB2_vRNA	242	2194	15
PA_vRNA	302	336	1
PA_vRNA	261	333	40
NA_vRNA	191	1302	0
PB2_vRNA	437	2000	0
PB1_vRNA	513	1896	0
PB2_vRNA	409	2037	0
PB2_vRNA	277	1220	4
NA_vRNA	308	1077	92
PB1_vRNA	276	2100	0
PB1_vRNA	415	1952	0
PB1_vRNA	365	1916	1
PA_vRNA	314	2042	3
PB2_vRNA	148	2135	8
PA_vRNA	351	2073	0
PA_vRNA	253	2115	7
PB2_vRNA	255	1856	319
PA_vRNA	180	2118	172
PA_vRNA	227	2106	0
PB2_vRNA	197	2180	2
NP_vRNA	383	1199	26
PA_vRNA	236	2072	0
PB2_vRNA	634	1777	6
PA_vRNA	358	1802	221
PB2_vRNA	455	1982	6
NA_vRNA	345	1256	0
PA_vRNA	262	2053	57
PA_vRNA	263	2034	25
PB1_vRNA	300	2226	1
PB2_vRNA	515	1777	127
PA_vRNA	785	1841	50
PB1_vRNA	377	2094	0
PB2_vRNA	563	1920	0
PB1_vRNA	315	2131	5
PA_vRNA	302	1888	29
PA_vRNA	266	2065	0
PA_vRNA	528	2091	158
PB1_vRNA	487	1933	0
PA_vRNA	370	1983	1
PB2_vRNA	592	1777	0
PA_vRNA	72	2097	887
NA_vRNA	324	1225	0
NP_vRNA	229	1423	19
PA_vRNA	241	253	284
PB1_vRNA	444	2007	40
PA_vRNA	484	1902	7
PA_vRNA	495	1802	33
PB2_vRNA	399	1987	0
PB2_vRNA	561	1857	1
PB1_vRNA	287	2172	16
PB1_vRNA	271	2016	53
PA_vRNA	240	2048	9
PA_vRNA	292	2075	151
PB2_vRNA	390	2047	0
NA_vRNA	184	1256	4
PA_vRNA	252	2025	25
PB1_vRNA	324	2097	0
PA_vRNA	400	1828	0
PA_vRNA	448	1858	122
PB2_vRNA	277	305	3
PB1_vRNA	195	2145	3
PB2_vRNA	454	1627	5
PA_vRNA	373	1999	35
PB1_vRNA	642	1604	1
PB2_vRNA	248	2192	2
PA_vRNA	407	1861	0
PA_vRNA	270	2101	400
PA_vRNA	362	1729	3
PA_vRNA	283	1956	14
PB2_vRNA	216	2183	467
PB1_vRNA	2205	2279	1
PA_vRNA	409	1866	16
PB2_vRNA	551	1890	5
PA_vRNA	453	1971	0
PA_vRNA	349	2028	0
PB2_vRNA	582	1896	14
PA_vRNA	172	2140	10
NA_vRNA	45	1190	0
PA_vRNA	308	1941	8
PB1_vRNA	443	501	4
PB2_vRNA	351	2042	1
PB1_vRNA	183	2252	19
PB2_vRNA	275	2223	0
PB2_vRNA	342	2156	0
PA_vRNA	287	2010	93
PA_vRNA	246	2097	0
PA_vRNA	318	2053	1
PA_vRNA	536	1877	18
PA_vRNA	377	2076	4
PB2_vRNA	381	2023	0
PB1_vRNA	252	2141	39
PB1_vRNA	253	461	1
PB1_vRNA	103	1452	3
PA_vRNA	438	1919	66
PA_vRNA	619	1684	0
PA_vRNA	235	2075	0
PB2_vRNA	289	2202	0
PA_vRNA	392	1891	0
PA_vRNA	396	2042	0
PB1_vRNA	179	235	323
PB1_vRNA	778	1683	0
PA_vRNA	386	1880	0
PB2_vRNA	376	2061	173
PA_vRNA	453	1914	6
PA_vRNA	314	2076	0
PB1_vRNA	383	2082	9
PB2_vRNA	358	2074	52
PB2_vRNA	337	2101	0
PA_vRNA	254	2019	58
PB1_vRNA	319	2201	10
PA_vRNA	170	219	2
PB1_vRNA	520	1818	0
PA_vRNA	537	1807	8
PA_vRNA	293	1965	1
PB2_vRNA	476	1961	13
PA_vRNA	298	1961	5
PA_vRNA	356	2032	0
PA_vRNA	536	1862	0
PB2_vRNA	706	1926	8
PA_vRNA	210	1977	0
PA_vRNA	246	2114	26
PA_vRNA	221	2050	2
PB2_vRNA	189	302	2
PA_vRNA	335	2008	0
PA_vRNA	257	1976	16
PA_vRNA	1890	2065	5
PB2_vRNA	245	2112	0
NA_vRNA	468	1097	6
NA_vRNA	1316	1338	0
PA_vRNA	405	1984	65
PB2_vRNA	233	2239	37
PB1_vRNA	499	2005	13
PB2_vRNA	227	2196	79
PA_vRNA	504	1815	361
PA_vRNA	319	2058	3
PB1_vRNA	469	2004	3
PA_vRNA	330	1987	63
PA_vRNA	316	2010	228
PB1_vRNA	268	2161	4
PA_vRNA	273	2026	184
PB1_vRNA	248	2151	0
PB1_vRNA	296	2161	0
PA_vRNA	453	1790	0
PA_vRNA	283	2057	1
PB2_vRNA	170	2113	1
NA_vRNA	312	1173	10
PA_vRNA	453	1880	0
PB2_vRNA	149	2165	43
PB1_vRNA	237	2181	4
PB1_vRNA	446	466	1
NA_vRNA	195	1266	0
PB1_vRNA	618	1938	4
PA_vRNA	248	2032	1
PB1_vRNA	334	2208	0
PB1_vRNA	528	2019	0
PB2_vRNA	202	2219	10
PB2_vRNA	364	2125	83
PB1_vRNA	179	2231	219
PB2_vRNA	702	1830	0
PB2_vRNA	246	2146	3
PB2_vRNA	260	2200	607
PA_vRNA	313	1984	0
PB1_vRNA	445	2058	36
PA_vRNA	253	2037	324
PA_vRNA	802	1698	1
PB1_vRNA	326	2121	0
PA_vRNA	378	413	0
PB2_vRNA	329	2086	0
PA_vRNA	266	1894	3
PB1_vRNA	271	1869	32
PA_vRNA	235	2033	4
PB1_vRNA	240	2041	2
PA_vRNA	211	1935	4
PA_vRNA	511	1759	0
PB1_vRNA	450	2013	5
PA_vRNA	254	2104	0
PB2_vRNA	438	2101	6
PA_vRNA	348	1962	428
PB1_vRNA	318	2052	4
PA_vRNA	183	1951	0
PA_vRNA	242	2086	10
PA_vRNA	482	1700	17
PA_vRNA	333	2054	0
NA_vRNA	106	1008	7
PA_vRNA	283	2036	5
PB2_vRNA	265	2215	0
PA_vRNA	378	1870	44
PB1_vRNA	331	2130	24
PB2_vRNA	278	2104	4
PA_vRNA	269	2076	11
PA_vRNA	358	1968	2176
PB2_vRNA	447	481	0
PA_vRNA	318	2001	1
PB2_vRNA	1893	1911	2
PB1_vRNA	363	2021	16
PB2_vRNA	254	1891	0
PA_vRNA	359	1988	1
PA_vRNA	318	2018	0
PA_vRNA	329	2025	68
PA_vRNA	335	2052	0
PA_vRNA	225	1991	0
PB2_vRNA	263	2227	0
NA_vRNA	86	102	397
PB2_vRNA	572	1924	1014
PA_vRNA	376	1963	0
PB1_vRNA	272	298	0
PB1_vRNA	293	2128	13
PB2_vRNA	547	1925	0
PB1_vRNA	206	2208	28
PA_vRNA	236	2104	1
PA_vRNA	72	1955	4
PA_vRNA	308	2028	0
PB2_vRNA	237	2157	0
PB2_vRNA	582	1865	1
PB2_vRNA	402	2044	40
PA_vRNA	251	2140	3
PA_vRNA	225	2042	182
PA_vRNA	238	2104	350
PB2_vRNA	455	1993	10
PB2_vRNA	250	2183	0
PB1_vRNA	337	2006	0
PA_vRNA	252	2055	0
PA_vRNA	356	2155	0
PB1_vRNA	177	2077	0
PA_vRNA	396	1938	40
PB1_vRNA	354	2136	0
PA_vRNA	329	2093	0
PB2_vRNA	283	2062	13
PA_vRNA	614	1691	1
PB2_vRNA	261	2196	0
PB2_vRNA	342	2014	0
PB1_vRNA	350	2004	7
PB1_vRNA	853	1646	7
PA_vRNA	210	2108	731
PB1_vRNA	2274	2289	200
PA_vRNA	318	1973	3
PA_vRNA	409	2044	51
PA_vRNA	196	2149	0
PB1_vRNA	230	2244	0
PB1_vRNA	309	2051	0
PA_vRNA	261	1922	150
PA_vRNA	264	2071	1
PA_vRNA	326	1985	0
PB2_vRNA	179	2149	3
PA_vRNA	375	1985	2858
PB2_vRNA	550	1908	12
PA_vRNA	67	583	3
PA_vRNA	316	1993	2
PA_vRNA	309	324	23
PA_vRNA	1989	2097	2
PB2_vRNA	363	2036	1
M_vRNA	551	639	0
PB1_vRNA	467	491	1
PB1_vRNA	220	2185	9
PB1_vRNA	220	2156	1
PB2_vRNA	388	2064	0
PB2_vRNA	538	2090	0
NA_vRNA	193	1335	25
PB1_vRNA	203	2233	1
PB1_vRNA	328	2116	2
PB1_vRNA	225	2144	0
PA_vRNA	497	1801	1239
PB1_vRNA	362	2131	3
PB2_vRNA	259	2180	384
PA_vRNA	65	1966	22
