segment	fivePrime	threePrime	counts
PA_vRNA	304	2050	389
PB2_vRNA	198	2220	2
PB1_vRNA	529	1905	65
PB2_vRNA	424	2102	0
PB1_vRNA	316	2013	0
PB1_vRNA	173	2221	14803
PB2_vRNA	342	2147	15
PB2_vRNA	409	2129	0
PB2_vRNA	342	2038	0
PA_vRNA	227	1826	1
PB2_vRNA	288	2102	0
PA_vRNA	238	2073	17
PB1_vRNA	273	2174	82
PB2_vRNA	567	1890	1
PB2_vRNA	407	2008	4
PB2_vRNA	212	2188	51
PA_vRNA	222	1995	17
PB2_vRNA	1855	1887	14
PA_vRNA	526	1771	138
PA_vRNA	318	2048	0
PB2_vRNA	861	2128	0
PA_vRNA	299	1995	0
PA_vRNA	1876	1920	6
HA_vRNA	1571	1686	1
PB1_vRNA	437	2029	587
PA_vRNA	289	1879	24
PA_vRNA	257	2099	15
PA_vRNA	406	2041	0
PB1_vRNA	258	2195	103
PB2_vRNA	451	1959	3
NA_vRNA	341	1225	0
PB2_vRNA	227	2198	111
PA_vRNA	232	2002	0
PB1_vRNA	385	2021	11
PA_vRNA	225	2089	4
PB2_vRNA	740	1729	3
PB2_vRNA	515	527	10
PB2_vRNA	543	1822	7
PA_vRNA	379	1962	1
PB1_vRNA	284	2158	7
PA_vRNA	321	2005	0
PB1_vRNA	415	2140	2
NA_vRNA	181	1306	34
PB1_vRNA	183	201	298
PA_vRNA	293	2046	112
PB1_vRNA	316	2093	10
PB2_vRNA	453	1876	1
PA_vRNA	228	2055	16
PB1_vRNA	304	2151	11
PB2_vRNA	256	2172	32
PA_vRNA	260	2014	2
PA_vRNA	257	2122	0
PB1_vRNA	433	1899	16
PB1_vRNA	202	2249	2
PB1_vRNA	338	385	0
PB1_vRNA	383	2068	1
PB1_vRNA	310	2186	0
PA_vRNA	369	1922	1
PB2_vRNA	445	2130	0
PA_vRNA	325	2091	10
PB1_vRNA	370	2017	1
PB2_vRNA	2225	2249	34
PB2_vRNA	449	1950	9
PB2_vRNA	445	2019	129
PA_vRNA	303	2027	1
NA_vRNA	385	1063	7
PA_vRNA	226	406	1
PB1_vRNA	311	2189	1
PA_vRNA	293	2065	3
PA_vRNA	284	2032	558
PA_vRNA	237	2050	30
PA_vRNA	196	2147	12
NA_vRNA	468	1095	1
PA_vRNA	318	2049	599
PA_vRNA	261	2113	20
PB2_vRNA	506	1859	11
PA_vRNA	351	1997	0
PA_vRNA	265	2029	2
PA_vRNA	538	1825	50
PA_vRNA	317	2050	2
PA_vRNA	583	1663	1
PB2_vRNA	204	2177	15
PB2_vRNA	455	2017	4
PA_vRNA	333	1986	0
PA_vRNA	221	2074	10
PB1_vRNA	383	2115	4
PB1_vRNA	228	2190	21
PB2_vRNA	562	1908	4
PB2_vRNA	485	2010	16
PA_vRNA	355	2051	0
PB1_vRNA	413	2082	5
PA_vRNA	344	1948	8
PA_vRNA	462	1865	5
PB2_vRNA	455	1971	28
PA_vRNA	402	1865	100
PA_vRNA	189	612	0
PB2_vRNA	322	2046	35
PA_vRNA	310	1332	1
PA_vRNA	292	1991	0
PB2_vRNA	397	2110	1
NA_vRNA	904	1350	43
PB2_vRNA	445	1933	0
PB1_vRNA	434	2093	20
PB2_vRNA	650	1865	15
PA_vRNA	287	2027	1
PA_vRNA	393	1936	11
PA_vRNA	316	2048	4
NP_vRNA	367	1202	5
PA_vRNA	399	1985	28
PA_vRNA	403	1874	266
PB1_vRNA	474	1921	6
PB2_vRNA	345	2040	10
NA_vRNA	162	1327	0
PA_vRNA	562	1645	0
PB2_vRNA	117	2047	0
PB1_vRNA	405	2081	2
PA_vRNA	476	1857	33
PA_vRNA	469	1769	0
PB2_vRNA	215	2142	1641
PA_vRNA	283	1996	1837
PB2_vRNA	454	1952	3
PA_vRNA	426	2049	3
NP_vRNA	227	1420	23
PB2_vRNA	370	2109	0
PB1_vRNA	261	2147	7
PB2_vRNA	541	1831	8
PA_vRNA	211	1990	0
PA_vRNA	266	2018	20
PA_vRNA	1933	2097	91
PA_vRNA	253	2119	4
PB2_vRNA	80	227	9
PA_vRNA	217	2065	20
PA_vRNA	250	2090	9
PB2_vRNA	242	2109	2
PA_vRNA	305	2026	10
PB2_vRNA	355	2067	35
PB2_vRNA	185	2201	6
PB2_vRNA	351	2076	2
PB1_vRNA	447	1992	8
PA_vRNA	169	2142	37
PB2_vRNA	282	2127	2
PA_vRNA	382	1995	3
PA_vRNA	315	2027	2
PA_vRNA	431	1849	95
PB2_vRNA	551	1828	4
PB1_vRNA	413	2004	0
PA_vRNA	2140	2149	15
PA_vRNA	321	1956	4
PA_vRNA	218	2083	20
PB2_vRNA	200	1838	14
PA_vRNA	357	2008	2
PB1_vRNA	296	2152	0
PA_vRNA	223	2014	2
PB2_vRNA	156	2194	5
M_vRNA	579	624	1
PA_vRNA	349	2107	13
PA_vRNA	278	312	2
PB1_vRNA	243	2162	0
PA_vRNA	408	2024	0
PB1_vRNA	268	2154	18
PA_vRNA	390	1970	1930
PB2_vRNA	437	1985	56
NA_vRNA	1239	1280	37
PA_vRNA	460	2098	29
PA_vRNA	207	1959	2
PB1_vRNA	262	2214	75
PB2_vRNA	249	2144	2
NA_vRNA	248	1324	2
PA_vRNA	253	1986	3
PA_vRNA	256	1999	13
PB1_vRNA	214	2216	0
PA_vRNA	362	1729	0
PA_vRNA	402	1802	46
PA_vRNA	321	1988	1
PB2_vRNA	294	2251	0
PB2_vRNA	297	2109	1
NA_vRNA	1304	1378	29
PB1_vRNA	417	2062	1
PA_vRNA	494	1856	32
PB1_vRNA	289	2115	1
PB2_vRNA	237	2145	80
PA_vRNA	227	2059	8
PA_vRNA	351	2019	32
PA_vRNA	452	1816	8
PB1_vRNA	229	2156	22
PB1_vRNA	458	2004	13
NA_vRNA	306	1168	2
PA_vRNA	334	1955	78
PA_vRNA	640	1604	23
PB2_vRNA	553	1872	4
PB1_vRNA	405	2013	0
PB2_vRNA	438	1971	1
PA_vRNA	419	2136	1
NA_vRNA	953	1230	2
PB1_vRNA	289	2182	57
NA_vRNA	306	1160	1
PB2_vRNA	318	2049	8
PA_vRNA	358	1963	6
PB2_vRNA	318	2279	2
PB2_vRNA	276	2187	26
PB2_vRNA	1642	2187	3
PA_vRNA	454	2052	4
PB1_vRNA	364	2060	0
PB1_vRNA	405	1910	3
PA_vRNA	496	1842	0
PB1_vRNA	394	2062	3
PB2_vRNA	220	2194	79
PB2_vRNA	222	2186	7
PA_vRNA	246	2112	2
PB2_vRNA	233	2140	6
PA_vRNA	301	2038	12
PB2_vRNA	464	2023	12
PB2_vRNA	507	1921	34
PB2_vRNA	195	2223	2
PB1_vRNA	383	2131	21
PB2_vRNA	325	2058	1
PB2_vRNA	325	2052	6
PA_vRNA	350	1825	483
PA_vRNA	416	1998	15
PA_vRNA	503	1776	7
PB2_vRNA	389	2076	10
PB1_vRNA	245	2155	1
PA_vRNA	274	2074	6
PB1_vRNA	514	1939	9
PA_vRNA	451	1947	0
PA_vRNA	517	1831	28
PA_vRNA	290	2047	16
PA_vRNA	165	1896	104
PB1_vRNA	415	2032	26
PA_vRNA	2089	2152	27
PB2_vRNA	186	568	3
PB2_vRNA	1141	2279	1
PB2_vRNA	261	2193	146
PA_vRNA	375	2012	2
PB1_vRNA	908	2250	2087
PB2_vRNA	1910	2079	2
NA_vRNA	308	1176	3
PA_vRNA	394	2194	0
PA_vRNA	292	2046	4
PA_vRNA	258	1806	2
PB1_vRNA	304	2129	0
PB2_vRNA	545	622	25
PA_vRNA	369	1941	2
PA_vRNA	487	1874	0
HA_vRNA	547	1690	1
PA_vRNA	421	1976	2
NA_vRNA	158	1161	0
PB1_vRNA	331	2023	8
PA_vRNA	330	2028	0
PB2_vRNA	1242	1280	11
PB1_vRNA	435	2032	0
PA_vRNA	246	1998	346
PA_vRNA	406	2023	1
PA_vRNA	320	2056	171
PB1_vRNA	317	364	25
PB1_vRNA	646	1817	7
PA_vRNA	297	362	935
PA_vRNA	367	2027	1
NA_vRNA	247	1108	1
PA_vRNA	252	2067	6
PA_vRNA	364	1999	41
PB1_vRNA	318	2106	0
PA_vRNA	251	2145	5
PB2_vRNA	483	2015	27
PB1_vRNA	512	1884	0
PB2_vRNA	374	2007	6
PB1_vRNA	514	2082	13
PB1_vRNA	513	2051	0
PA_vRNA	318	1977	7443
PB2_vRNA	333	2064	0
PB1_vRNA	397	2067	0
NA_vRNA	117	1320	12
PA_vRNA	1964	1999	2
NA_vRNA	402	1116	19
PA_vRNA	302	1994	5209
PB1_vRNA	214	2164	5
PB1_vRNA	233	2151	23
PB1_vRNA	458	1993	10
PB2_vRNA	191	2195	2
PB2_vRNA	277	2145	0
NA_vRNA	172	1324	0
PA_vRNA	295	2047	4
PB2_vRNA	442	1908	11
PB1_vRNA	2095	2154	2
PA_vRNA	193	2155	0
PB1_vRNA	463	1974	654
PB1_vRNA	447	1899	219
PA_vRNA	304	1953	15
PB1_vRNA	228	263	4
PB2_vRNA	291	2128	225
PA_vRNA	187	1979	5
PB1_vRNA	447	2024	7
PA_vRNA	525	1978	2
PB1_vRNA	625	1796	100
PB1_vRNA	256	2037	0
PB2_vRNA	438	1875	19
PA_vRNA	352	2070	1
PB2_vRNA	244	2165	4
NA_vRNA	178	1324	49
PA_vRNA	373	2036	19
PA_vRNA	474	2035	1
PB2_vRNA	236	2147	114
PB1_vRNA	451	2037	3
PA_vRNA	230	2061	4
PA_vRNA	386	1892	0
PB1_vRNA	2205	2217	24
PA_vRNA	242	2105	33
PA_vRNA	525	1816	2
PA_vRNA	266	2052	11
PB1_vRNA	264	2250	13
PB2_vRNA	286	2201	0
PB2_vRNA	449	1910	12
PB2_vRNA	619	1863	1
PA_vRNA	1119	1636	0
PB1_vRNA	314	2059	24
PB1_vRNA	370	1966	25
PA_vRNA	335	1991	0
NA_vRNA	274	1159	1
PB1_vRNA	375	2212	34
PB1_vRNA	341	2044	357
PB2_vRNA	98	2111	126
PA_vRNA	236	1979	20
PA_vRNA	284	2157	0
PB1_vRNA	430	2013	0
PB1_vRNA	471	2035	14
PB2_vRNA	319	2126	7
PA_vRNA	714	1589	0
PA_vRNA	424	1979	1006
PB2_vRNA	343	2009	13
PB1_vRNA	631	1775	2
PB2_vRNA	181	2196	15
PB1_vRNA	1984	2009	4482
PB2_vRNA	248	2196	47
PB2_vRNA	496	2173	24
PB1_vRNA	462	2001	1
PA_vRNA	220	2072	42
PB1_vRNA	295	2214	9
PB2_vRNA	454	2020	0
PB2_vRNA	484	1885	1
PB1_vRNA	688	1790	0
PA_vRNA	253	2117	123
PA_vRNA	523	1801	0
PB1_vRNA	413	1975	17
PA_vRNA	230	2074	146
PA_vRNA	275	2042	6174
PA_vRNA	284	2073	1
PA_vRNA	374	2050	1605
PB1_vRNA	2247	2287	16
PB1_vRNA	230	2194	105
PA_vRNA	289	1995	2
PB2_vRNA	266	2127	23
PB2_vRNA	390	2058	930
PB2_vRNA	375	2025	2
PB2_vRNA	611	1831	3
PA_vRNA	306	1995	260
PB1_vRNA	728	1733	1584
PB1_vRNA	451	2019	6
PB1_vRNA	985	1455	3
PB2_vRNA	222	2181	1589
PA_vRNA	351	1889	0
PA_vRNA	285	2008	12
PB2_vRNA	387	2057	11
PA_vRNA	265	1998	345
PB2_vRNA	248	2197	6
PA_vRNA	276	2050	5
PA_vRNA	309	2045	21
PB1_vRNA	317	2146	9
PB2_vRNA	739	1702	2
PA_vRNA	334	1993	12
PA_vRNA	319	2054	4
PA_vRNA	254	2106	0
PB2_vRNA	167	370	334
PB2_vRNA	449	2017	0
PB2_vRNA	550	1879	3
PA_vRNA	250	2048	2
PB2_vRNA	219	2166	467
PA_vRNA	301	2039	1
PB1_vRNA	310	2101	5
PA_vRNA	221	2111	25
NA_vRNA	190	1283	16
PA_vRNA	334	1996	2
PB1_vRNA	213	2121	0
PB1_vRNA	299	2177	2109
PB2_vRNA	139	2117	0
PB1_vRNA	252	2186	2514
PB1_vRNA	245	2219	5
PA_vRNA	219	2053	3
PA_vRNA	242	2024	2
PB2_vRNA	280	2138	9
PA_vRNA	235	2061	13
PA_vRNA	362	1929	0
PB1_vRNA	398	2063	540
PA_vRNA	473	1872	1
PB2_vRNA	236	2172	225
PB2_vRNA	563	1918	1
PB2_vRNA	323	2043	8
PA_vRNA	320	1925	41
PA_vRNA	296	370	101
PB2_vRNA	187	2172	72
PB2_vRNA	167	2119	297
PB2_vRNA	470	1887	19
PA_vRNA	485	1814	25
PB1_vRNA	445	1986	2
NA_vRNA	341	1187	0
PB1_vRNA	249	2185	4
PB2_vRNA	387	2070	1011
PA_vRNA	631	1770	45
PB1_vRNA	286	2177	6
PA_vRNA	1988	2090	19
PA_vRNA	291	2026	32
PB1_vRNA	271	2120	15
PA_vRNA	1995	2004	11
PB2_vRNA	455	2099	1
PA_vRNA	538	1776	0
PB1_vRNA	258	2138	3
PB1_vRNA	326	2169	2
NA_vRNA	650	1327	100
PA_vRNA	284	2065	8
PA_vRNA	351	2065	5
PB1_vRNA	342	2040	2
PB1_vRNA	2144	2177	0
PB2_vRNA	612	1880	2
PB1_vRNA	485	1938	79
PB2_vRNA	166	2135	16
PB1_vRNA	217	2118	88
PA_vRNA	367	1882	50
PB2_vRNA	714	1689	5
PA_vRNA	333	1960	19
PB2_vRNA	188	2229	0
PB1_vRNA	290	2284	7
PB2_vRNA	358	2033	37
PA_vRNA	258	1989	3
PB2_vRNA	477	2036	9
PA_vRNA	193	2130	22
PA_vRNA	356	1893	0
PA_vRNA	251	1980	6097
PA_vRNA	424	1941	46
PA_vRNA	537	1813	3
PA_vRNA	334	1916	2
PA_vRNA	65	1966	20
PB2_vRNA	263	2146	20
PB2_vRNA	187	2120	5
PB2_vRNA	265	2184	1
PB1_vRNA	86	98	16
PA_vRNA	430	1941	22
PB1_vRNA	317	2047	1
PA_vRNA	291	1978	669
PA_vRNA	308	2120	30
PA_vRNA	395	2041	164
PB1_vRNA	185	2169	88
PB2_vRNA	643	1729	2
PB1_vRNA	230	2171	3
PB1_vRNA	314	2149	499
PB2_vRNA	634	1847	0
PA_vRNA	196	2076	24
PB2_vRNA	198	2226	835
PA_vRNA	348	1985	8
PB2_vRNA	248	2133	11
NA_vRNA	150	1350	4
PA_vRNA	504	1889	15
PB1_vRNA	249	2180	8
PB2_vRNA	259	2096	54
PA_vRNA	335	1989	33
PA_vRNA	538	1763	13
PB1_vRNA	253	2211	2
PB1_vRNA	444	2064	11
PA_vRNA	257	2025	5
PA_vRNA	577	1847	4
PB1_vRNA	446	2023	764
PB1_vRNA	239	2190	4
PB2_vRNA	1296	1369	0
PA_vRNA	391	1867	285
M_vRNA	301	993	0
PB1_vRNA	289	2217	6
PA_vRNA	231	2068	0
PA_vRNA	318	1987	11
PB1_vRNA	338	2110	262
PB2_vRNA	455	2049	4
PA_vRNA	269	2065	24
PA_vRNA	266	2061	0
PB2_vRNA	187	2129	208
PA_vRNA	281	2072	16
PA_vRNA	320	2011	38
PB2_vRNA	252	2195	2
PA_vRNA	542	1672	2
PB1_vRNA	345	2015	17
PB1_vRNA	360	2141	0
PB1_vRNA	366	1976	31
PA_vRNA	301	1998	19
PB1_vRNA	245	2082	58
PB1_vRNA	745	1643	0
PB2_vRNA	197	611	2
PB2_vRNA	424	1980	1
PB2_vRNA	592	1826	30
PA_vRNA	621	1741	1061
PB2_vRNA	216	2221	0
PB2_vRNA	472	1984	0
PA_vRNA	268	2122	11
PB1_vRNA	499	577	0
PB2_vRNA	455	2015	0
PB2_vRNA	356	2015	10
PB1_vRNA	132	1766	1
PB2_vRNA	516	1900	5
NA_vRNA	1314	1345	6
NP_vRNA	292	1405	11
PB1_vRNA	554	1827	1
PB1_vRNA	355	2029	14
PB1_vRNA	399	2173	0
PB2_vRNA	121	2083	5
PB1_vRNA	395	2060	1
PB2_vRNA	378	2028	1483
NA_vRNA	235	1230	25
PB1_vRNA	375	2026	15
PB1_vRNA	465	1976	3
PB1_vRNA	319	2147	12
PB2_vRNA	188	2181	0
HA_vRNA	237	1673	17
PA_vRNA	284	2023	1
PB1_vRNA	218	2235	10
NP_vRNA	210	272	3
PA_vRNA	400	1910	23
PA_vRNA	453	1972	1
PB1_vRNA	272	1958	38
PB1_vRNA	234	2154	7
PB2_vRNA	197	2219	79
PA_vRNA	356	1998	0
PB1_vRNA	418	2024	226
PA_vRNA	43	1932	5
PB1_vRNA	471	2052	28
PA_vRNA	538	1858	238
PB2_vRNA	248	2138	23
PB1_vRNA	293	2134	1170
PB2_vRNA	226	2156	2
PB2_vRNA	269	2214	24
PB1_vRNA	451	1708	64
PB1_vRNA	320	2015	0
PB1_vRNA	259	2176	0
PB1_vRNA	310	2173	3
NA_vRNA	1283	1327	2
PA_vRNA	152	1980	214
PB1_vRNA	442	2021	62
PA_vRNA	173	2135	1
PA_vRNA	428	2098	5
PB1_vRNA	439	2005	532
PB1_vRNA	620	1836	17
PA_vRNA	194	2069	0
PB2_vRNA	244	2203	185
PB1_vRNA	275	2159	1
PA_vRNA	356	1953	14
PB1_vRNA	275	2067	2
PB2_vRNA	471	1965	11
PB2_vRNA	1198	1223	4
PB1_vRNA	439	1913	3
PB2_vRNA	389	2083	21
PB1_vRNA	262	2095	0
PA_vRNA	317	2029	87
PA_vRNA	227	2041	910
PA_vRNA	257	2062	6
PB2_vRNA	410	2089	3
PA_vRNA	378	1939	3
PB2_vRNA	274	2136	0
PB1_vRNA	244	2022	248
PB1_vRNA	248	2160	2
PA_vRNA	321	1919	3
PA_vRNA	210	2086	1
PA_vRNA	391	1926	0
PB1_vRNA	289	2144	143
PB2_vRNA	712	1869	0
PA_vRNA	314	2059	2
PA_vRNA	257	2030	3
PA_vRNA	320	2053	17
PB2_vRNA	375	2044	51
NA_vRNA	1322	1376	306
PA_vRNA	1142	1733	1
PB2_vRNA	237	2170	0
PB1_vRNA	662	1894	56
PB1_vRNA	313	1962	2
PA_vRNA	279	2041	181
PB2_vRNA	331	2110	91
PA_vRNA	592	635	11
PB1_vRNA	747	1811	0
PB2_vRNA	217	2175	19
PB2_vRNA	250	2203	9
PA_vRNA	495	1859	5
PB2_vRNA	430	2009	38
PA_vRNA	265	2050	11
PA_vRNA	499	1886	0
PA_vRNA	437	1856	0
PA_vRNA	279	2039	0
PA_vRNA	286	1992	73
PA_vRNA	483	1860	36
NA_vRNA	276	1161	0
PB2_vRNA	265	2130	1108
PB1_vRNA	272	2148	3
PA_vRNA	308	2051	1
PB2_vRNA	526	1910	20
PB2_vRNA	428	1911	1057
PA_vRNA	262	2046	728
PB2_vRNA	248	2192	58
PB2_vRNA	339	2106	19
NA_vRNA	445	1350	0
PB1_vRNA	389	1984	0
PB1_vRNA	282	2113	0
PB2_vRNA	371	2048	1
PA_vRNA	2126	2153	2
PA_vRNA	209	2029	0
PB1_vRNA	625	1744	0
PB1_vRNA	251	316	1
PB1_vRNA	518	801	0
PB1_vRNA	233	265	4
PA_vRNA	294	2009	8
PB1_vRNA	407	1932	24
PA_vRNA	401	2138	14
PB2_vRNA	816	1623	21
M_vRNA	599	628	0
PB2_vRNA	343	2164	4
PB2_vRNA	588	1955	7
PB2_vRNA	289	2202	63
NA_vRNA	289	1139	13
PA_vRNA	227	2056	12
PA_vRNA	304	2063	0
PA_vRNA	186	1865	0
PB1_vRNA	523	2290	0
PB2_vRNA	220	2192	147
PA_vRNA	214	2052	6176
PA_vRNA	177	1895	159
PA_vRNA	308	2003	410
PB2_vRNA	552	1912	1
NP_vRNA	390	1197	1
PA_vRNA	349	2073	9
PA_vRNA	537	1888	36
PB2_vRNA	456	1978	3
PB2_vRNA	411	2038	7
PA_vRNA	212	2061	1
PA_vRNA	203	2075	0
PB1_vRNA	168	1777	2
PB1_vRNA	394	2021	3
PA_vRNA	2046	2150	10
PB2_vRNA	238	2160	18
PB2_vRNA	383	2080	88
HA_vRNA	678	1519	5
PB2_vRNA	264	2213	217
PA_vRNA	235	2029	36
PB1_vRNA	332	2086	0
PA_vRNA	160	2031	33
PB2_vRNA	219	2205	38
PA_vRNA	379	1956	2
PB2_vRNA	220	1887	0
PA_vRNA	246	2069	47
PB2_vRNA	543	1941	7
PB2_vRNA	2154	2174	110
PA_vRNA	262	1777	69
PB1_vRNA	375	2177	0
PB1_vRNA	348	2114	5
PB1_vRNA	332	2145	59
PB2_vRNA	2095	2124	11
PA_vRNA	247	2026	0
PA_vRNA	395	1931	3
PA_vRNA	251	2060	21
PA_vRNA	329	1957	0
PA_vRNA	1822	1942	4
PB1_vRNA	274	2076	4
PA_vRNA	490	1782	10
PB2_vRNA	600	1779	1
PA_vRNA	230	2104	265
PA_vRNA	312	2106	1
PA_vRNA	477	1854	7
PB1_vRNA	432	1899	73
PB2_vRNA	432	2015	2
PB2_vRNA	249	2247	26
PA_vRNA	297	2021	0
PA_vRNA	139	1773	610
PB2_vRNA	220	2303	4
PA_vRNA	349	2003	145
PA_vRNA	218	247	27
PA_vRNA	277	2001	22
PB2_vRNA	477	1977	61
PB1_vRNA	562	1973	32
PA_vRNA	351	1930	4
PA_vRNA	491	562	1534
PA_vRNA	268	2045	0
PB2_vRNA	268	551	8
PB2_vRNA	391	2023	6
PA_vRNA	317	2007	1
PB2_vRNA	277	2268	2
PB1_vRNA	587	1901	1
PB1_vRNA	456	1780	96
PA_vRNA	265	2002	2
