segment	fivePrime	threePrime	counts
PB2_vRNA	357	2080	0
PA_vRNA	225	1835	17
PB2_vRNA	487	1961	30
NP_vRNA	806	856	1
PB1_vRNA	272	2023	1
PB1_vRNA	462	2023	95
PB1_vRNA	449	1996	1
PB2_vRNA	253	2157	1
PB2_vRNA	358	2018	2
NA_vRNA	386	1025	13
PB2_vRNA	204	2193	0
PB1_vRNA	520	2017	1
PB2_vRNA	473	1933	94
PB1_vRNA	235	2076	80
PB2_vRNA	313	2072	8
PB1_vRNA	238	267	31
PB2_vRNA	358	2019	0
PB1_vRNA	397	2021	35
PA_vRNA	231	2089	0
PB2_vRNA	1534	2255	0
PB1_vRNA	438	2102	0
PB2_vRNA	253	2235	22
PA_vRNA	213	2074	2
NA_vRNA	299	1198	107
PA_vRNA	321	1989	1
PB1_vRNA	289	2151	1
PA_vRNA	222	2053	0
PA_vRNA	470	1857	2
PA_vRNA	430	1802	0
PA_vRNA	220	2037	20
PA_vRNA	264	2132	3
NA_vRNA	370	1234	6
PB1_vRNA	713	1718	0
PA_vRNA	525	1883	1620
PB2_vRNA	197	2083	0
PB2_vRNA	386	1984	0
PB1_vRNA	713	1789	16
PB2_vRNA	428	1973	3
PB2_vRNA	300	2114	2
PA_vRNA	420	1931	23
PA_vRNA	444	1858	30
PA_vRNA	467	1903	122
PA_vRNA	537	1978	6
PB1_vRNA	312	2151	298
PB2_vRNA	282	2163	3
PA_vRNA	238	2080	7
PB2_vRNA	274	2260	14
PB2_vRNA	348	2103	15
PA_vRNA	269	2076	22
PA_vRNA	333	2033	25
PA_vRNA	277	2030	7
PB2_vRNA	524	1950	10
PB1_vRNA	638	1761	1
PB2_vRNA	204	2222	225
PB1_vRNA	219	2196	741
PA_vRNA	279	2088	34
PB2_vRNA	191	1874	9
PB1_vRNA	298	2133	14
PB2_vRNA	308	2059	1678
PB1_vRNA	352	2122	133
PB1_vRNA	504	2055	10
PA_vRNA	889	985	1
PA_vRNA	304	2050	240
PB2_vRNA	198	2220	1
PB1_vRNA	529	1905	89
PB2_vRNA	424	2102	12
PB1_vRNA	316	2013	0
PB1_vRNA	173	2221	15742
PB2_vRNA	342	2147	4
PB2_vRNA	409	2129	36
PB2_vRNA	342	2038	28
PA_vRNA	227	1826	1
PB2_vRNA	288	2102	16
PA_vRNA	238	2073	69
PB1_vRNA	273	2174	143
PB2_vRNA	567	1890	3
PB2_vRNA	407	2008	9
PB2_vRNA	212	2188	127
PA_vRNA	222	1995	0
PB2_vRNA	1855	1887	25
PA_vRNA	526	1771	103
PA_vRNA	318	2048	8
PB2_vRNA	861	2128	8
PA_vRNA	299	1995	3
PA_vRNA	1876	1920	0
HA_vRNA	1571	1686	2
PB1_vRNA	437	2029	624
PA_vRNA	289	1879	19
PA_vRNA	257	2099	81
PA_vRNA	406	2041	0
PB1_vRNA	258	2195	154
PB2_vRNA	451	1959	0
NA_vRNA	341	1225	1
PB2_vRNA	227	2198	50
PA_vRNA	232	2002	6
PB1_vRNA	385	2021	1
PA_vRNA	225	2089	1
PB2_vRNA	740	1729	1
PB2_vRNA	515	527	5
PB2_vRNA	543	1822	6
PA_vRNA	379	1962	4
PB1_vRNA	284	2158	1
PA_vRNA	321	2005	0
PB1_vRNA	415	2140	1
NA_vRNA	181	1306	10
PB1_vRNA	183	201	128
PA_vRNA	293	2046	68
PB1_vRNA	316	2093	9
PB2_vRNA	453	1876	8
PA_vRNA	228	2055	1
PB1_vRNA	304	2151	15
PB2_vRNA	256	2172	13
PA_vRNA	260	2014	14
PA_vRNA	257	2122	2
PB1_vRNA	433	1899	7
PB1_vRNA	202	2249	0
PB1_vRNA	338	385	11
PB1_vRNA	383	2068	0
PB1_vRNA	310	2186	1
PA_vRNA	369	1922	11
PB2_vRNA	445	2130	54
PA_vRNA	325	2091	1
PB1_vRNA	370	2017	2
PB2_vRNA	2225	2249	27
PB2_vRNA	449	1950	14
PB2_vRNA	445	2019	33
PA_vRNA	303	2027	0
NA_vRNA	385	1063	11
PA_vRNA	226	406	1
PB1_vRNA	311	2189	90
PA_vRNA	293	2065	14
PA_vRNA	284	2032	900
PA_vRNA	237	2050	11
PA_vRNA	196	2147	24
NA_vRNA	468	1095	0
PA_vRNA	318	2049	677
PA_vRNA	261	2113	22
PB2_vRNA	506	1859	3
PA_vRNA	351	1997	20
PA_vRNA	265	2029	2
PA_vRNA	538	1825	76
PA_vRNA	317	2050	1
PA_vRNA	583	1663	0
PB2_vRNA	204	2177	15
PB2_vRNA	455	2017	13
PA_vRNA	333	1986	5
PA_vRNA	221	2074	63
PB1_vRNA	383	2115	29
PB1_vRNA	228	2190	18
PB2_vRNA	562	1908	44
PB2_vRNA	485	2010	6
PA_vRNA	355	2051	3
PB1_vRNA	413	2082	10
PA_vRNA	344	1948	1
PA_vRNA	462	1865	0
PB2_vRNA	455	1971	7
PA_vRNA	402	1865	135
PA_vRNA	189	612	0
PB2_vRNA	322	2046	7
PA_vRNA	310	1332	1
PA_vRNA	292	1991	10
PB2_vRNA	397	2110	1
NA_vRNA	904	1350	1
PB2_vRNA	445	1933	26
PB1_vRNA	434	2093	21
PB2_vRNA	650	1865	43
PA_vRNA	287	2027	1
PA_vRNA	393	1936	1
PA_vRNA	316	2048	26
NP_vRNA	367	1202	8
PA_vRNA	399	1985	3
PA_vRNA	403	1874	253
PB1_vRNA	474	1921	0
PB2_vRNA	345	2040	39
NA_vRNA	162	1327	0
PA_vRNA	562	1645	1
PB2_vRNA	117	2047	0
PB1_vRNA	405	2081	1
PA_vRNA	476	1857	21
PA_vRNA	469	1769	2
PB2_vRNA	215	2142	2107
PA_vRNA	283	1996	2090
PB2_vRNA	454	1952	3
PA_vRNA	426	2049	21
NP_vRNA	227	1420	5
PB2_vRNA	370	2109	4
PB1_vRNA	261	2147	13
PB2_vRNA	541	1831	19
PA_vRNA	211	1990	1
PA_vRNA	266	2018	23
PA_vRNA	1933	2097	75
PA_vRNA	253	2119	0
PB2_vRNA	80	227	0
PA_vRNA	217	2065	52
PA_vRNA	250	2090	11
PB2_vRNA	242	2109	3
PA_vRNA	305	2026	22
PB2_vRNA	355	2067	10
PB2_vRNA	185	2201	7
PB2_vRNA	351	2076	1
PB1_vRNA	447	1992	3
PA_vRNA	169	2142	122
PB2_vRNA	282	2127	0
PA_vRNA	382	1995	6
PA_vRNA	315	2027	14
PA_vRNA	431	1849	31
PB2_vRNA	551	1828	4
PB1_vRNA	413	2004	1
PA_vRNA	2140	2149	34
PA_vRNA	321	1956	0
PA_vRNA	218	2083	29
PB2_vRNA	200	1838	1
PA_vRNA	357	2008	3
PB1_vRNA	296	2152	8
PA_vRNA	223	2014	1
PB2_vRNA	156	2194	0
M_vRNA	579	624	5
PA_vRNA	349	2107	2
PA_vRNA	278	312	9
PB1_vRNA	243	2162	1
PA_vRNA	408	2024	7
PB1_vRNA	268	2154	20
PA_vRNA	390	1970	1849
PB2_vRNA	437	1985	60
NA_vRNA	1239	1280	157
PA_vRNA	460	2098	40
PA_vRNA	207	1959	1
PB1_vRNA	262	2214	142
PB2_vRNA	249	2144	0
NA_vRNA	248	1324	10
PA_vRNA	253	1986	0
PA_vRNA	256	1999	55
PB1_vRNA	214	2216	14
PA_vRNA	362	1729	3
PA_vRNA	402	1802	82
PA_vRNA	321	1988	0
PB2_vRNA	294	2251	4
PB2_vRNA	297	2109	3
NA_vRNA	1304	1378	16
PB1_vRNA	417	2062	2
PA_vRNA	494	1856	34
PB1_vRNA	289	2115	4
PB2_vRNA	237	2145	17
PA_vRNA	227	2059	2
PA_vRNA	351	2019	4
PA_vRNA	452	1816	2
PB1_vRNA	229	2156	4
PB1_vRNA	458	2004	35
NA_vRNA	306	1168	6
PA_vRNA	334	1955	95
PA_vRNA	640	1604	19
PB2_vRNA	553	1872	0
PB1_vRNA	405	2013	4
PB2_vRNA	438	1971	11
PA_vRNA	419	2136	4
NA_vRNA	953	1230	2
PB1_vRNA	289	2182	156
NA_vRNA	306	1160	0
PB2_vRNA	318	2049	5
PA_vRNA	358	1963	2
PB2_vRNA	318	2279	0
PB2_vRNA	276	2187	9
PB2_vRNA	1642	2187	8
PA_vRNA	454	2052	29
PB1_vRNA	364	2060	4
PB1_vRNA	405	1910	0
PA_vRNA	496	1842	1
PB1_vRNA	394	2062	1
PB2_vRNA	220	2194	203
PB2_vRNA	222	2186	5
PA_vRNA	246	2112	2
PB2_vRNA	233	2140	0
PA_vRNA	301	2038	7
PB2_vRNA	464	2023	1
PB2_vRNA	507	1921	19
PB2_vRNA	195	2223	2
PB1_vRNA	383	2131	56
PB2_vRNA	325	2058	5
PB2_vRNA	325	2052	19
PA_vRNA	350	1825	631
PA_vRNA	416	1998	11
PA_vRNA	503	1776	15
PB2_vRNA	389	2076	0
PB1_vRNA	245	2155	1
PA_vRNA	274	2074	7
PB1_vRNA	514	1939	12
PA_vRNA	451	1947	4
PA_vRNA	517	1831	48
PA_vRNA	290	2047	20
PA_vRNA	165	1896	142
PB1_vRNA	415	2032	36
PA_vRNA	2089	2152	39
PB2_vRNA	186	568	17
PB2_vRNA	1141	2279	4
PB2_vRNA	261	2193	89
PA_vRNA	375	2012	0
PB1_vRNA	908	2250	3853
PB2_vRNA	1910	2079	6
NA_vRNA	308	1176	10
PA_vRNA	394	2194	0
PA_vRNA	292	2046	6
PA_vRNA	258	1806	4
PB1_vRNA	304	2129	16
PB2_vRNA	545	622	8
PA_vRNA	369	1941	18
PA_vRNA	487	1874	0
HA_vRNA	547	1690	1
PA_vRNA	421	1976	2
NA_vRNA	158	1161	2
PB1_vRNA	331	2023	3
PA_vRNA	330	2028	0
PB2_vRNA	1242	1280	19
PB1_vRNA	435	2032	3
PA_vRNA	246	1998	195
PA_vRNA	406	2023	1
PA_vRNA	320	2056	208
PB1_vRNA	317	364	18
PB1_vRNA	646	1817	2
PA_vRNA	297	362	755
PA_vRNA	367	2027	2
NA_vRNA	247	1108	4
PA_vRNA	252	2067	3
PA_vRNA	364	1999	0
PB1_vRNA	318	2106	0
PA_vRNA	251	2145	89
PB2_vRNA	483	2015	2
PB1_vRNA	512	1884	0
PB2_vRNA	374	2007	1
PB1_vRNA	514	2082	15
PB1_vRNA	513	2051	8
PA_vRNA	318	1977	4781
PB2_vRNA	333	2064	2
PB1_vRNA	397	2067	18
NA_vRNA	117	1320	53
PA_vRNA	1964	1999	23
NA_vRNA	402	1116	2
PA_vRNA	302	1994	3576
PB1_vRNA	214	2164	3
PB1_vRNA	233	2151	52
PB1_vRNA	458	1993	3
PB2_vRNA	191	2195	2
PB2_vRNA	277	2145	10
NA_vRNA	172	1324	37
PA_vRNA	295	2047	52
PB2_vRNA	442	1908	2
PB1_vRNA	2095	2154	1
PA_vRNA	193	2155	2
PB1_vRNA	463	1974	1415
PB1_vRNA	447	1899	396
PA_vRNA	304	1953	13
PB1_vRNA	228	263	19
PB2_vRNA	291	2128	133
PA_vRNA	187	1979	19
PB1_vRNA	447	2024	6
PA_vRNA	525	1978	15
PB1_vRNA	625	1796	201
PB1_vRNA	256	2037	2
PB2_vRNA	438	1875	15
PA_vRNA	352	2070	6
PB2_vRNA	244	2165	2
NA_vRNA	178	1324	0
PA_vRNA	373	2036	26
PA_vRNA	474	2035	1
PB2_vRNA	236	2147	2
PB1_vRNA	451	2037	16
PA_vRNA	230	2061	1
PA_vRNA	386	1892	1
PB1_vRNA	2205	2217	15
PA_vRNA	242	2105	58
PA_vRNA	525	1816	1
PA_vRNA	266	2052	13
PB1_vRNA	264	2250	20
PB2_vRNA	286	2201	3
PB2_vRNA	449	1910	48
PB2_vRNA	619	1863	0
PA_vRNA	1119	1636	2
PB1_vRNA	314	2059	60
PB1_vRNA	370	1966	1
PA_vRNA	335	1991	19
NA_vRNA	274	1159	10
PB1_vRNA	375	2212	10
PB1_vRNA	341	2044	602
PB2_vRNA	98	2111	10
PA_vRNA	236	1979	4
PA_vRNA	284	2157	117
PB1_vRNA	430	2013	45
PB1_vRNA	471	2035	14
PB2_vRNA	319	2126	0
PA_vRNA	714	1589	0
PA_vRNA	424	1979	1152
PB2_vRNA	343	2009	0
PB1_vRNA	631	1775	0
PB2_vRNA	181	2196	1
PB1_vRNA	1984	2009	5815
PB2_vRNA	248	2196	122
PB2_vRNA	496	2173	73
PB1_vRNA	462	2001	10
PA_vRNA	220	2072	29
PB1_vRNA	295	2214	0
PB2_vRNA	454	2020	9
PB2_vRNA	484	1885	3
PB1_vRNA	688	1790	0
PA_vRNA	253	2117	55
PA_vRNA	523	1801	0
PB1_vRNA	413	1975	26
PA_vRNA	230	2074	194
PA_vRNA	275	2042	4368
PA_vRNA	284	2073	0
PA_vRNA	374	2050	1172
PB1_vRNA	2247	2287	1
PB1_vRNA	230	2194	109
PA_vRNA	289	1995	0
PB2_vRNA	266	2127	0
PB2_vRNA	390	2058	492
PB2_vRNA	375	2025	1
PB2_vRNA	611	1831	1
PA_vRNA	306	1995	164
PB1_vRNA	728	1733	3397
PB1_vRNA	451	2019	1
PB1_vRNA	985	1455	23
PB2_vRNA	222	2181	999
PA_vRNA	351	1889	7
PA_vRNA	285	2008	40
PB2_vRNA	387	2057	36
PA_vRNA	265	1998	221
PB2_vRNA	248	2197	1
PA_vRNA	276	2050	44
PA_vRNA	309	2045	1
PB1_vRNA	317	2146	3
PB2_vRNA	739	1702	2
PA_vRNA	334	1993	1
PA_vRNA	319	2054	18
PA_vRNA	254	2106	0
PB2_vRNA	167	370	206
PB2_vRNA	449	2017	1
PB2_vRNA	550	1879	2
PA_vRNA	250	2048	0
PB2_vRNA	219	2166	379
PA_vRNA	301	2039	28
PB1_vRNA	310	2101	8
PA_vRNA	221	2111	1
NA_vRNA	190	1283	1
PA_vRNA	334	1996	65
PB1_vRNA	213	2121	15
PB1_vRNA	299	2177	2373
PB2_vRNA	139	2117	0
PB1_vRNA	252	2186	2986
PB1_vRNA	245	2219	66
PA_vRNA	219	2053	3
PA_vRNA	242	2024	6
PB2_vRNA	280	2138	2
PA_vRNA	235	2061	3
PA_vRNA	362	1929	3
PB1_vRNA	398	2063	1090
PA_vRNA	473	1872	15
PB2_vRNA	236	2172	66
PB2_vRNA	563	1918	6
PB2_vRNA	323	2043	16
PA_vRNA	320	1925	72
PA_vRNA	296	370	136
PB2_vRNA	187	2172	18
PB2_vRNA	167	2119	148
PB2_vRNA	470	1887	12
PA_vRNA	485	1814	22
PB1_vRNA	445	1986	6
NA_vRNA	341	1187	0
PB1_vRNA	249	2185	17
PB2_vRNA	387	2070	1076
PA_vRNA	631	1770	83
PB1_vRNA	286	2177	16
PA_vRNA	1988	2090	20
PA_vRNA	291	2026	6
PB1_vRNA	271	2120	20
PA_vRNA	1995	2004	1
PB2_vRNA	455	2099	3
PA_vRNA	538	1776	3
PB1_vRNA	258	2138	0
PB1_vRNA	326	2169	34
NA_vRNA	650	1327	38
PA_vRNA	284	2065	6
PA_vRNA	351	2065	4
PB1_vRNA	342	2040	40
PB1_vRNA	2144	2177	16
PB2_vRNA	612	1880	0
PB1_vRNA	485	1938	86
PB2_vRNA	166	2135	0
PB1_vRNA	217	2118	67
PA_vRNA	367	1882	2
PB2_vRNA	714	1689	4
PA_vRNA	333	1960	4
PB2_vRNA	188	2229	0
PB1_vRNA	290	2284	0
PB2_vRNA	358	2033	50
PA_vRNA	258	1989	0
PB2_vRNA	477	2036	1
PA_vRNA	193	2130	0
PA_vRNA	356	1893	4
PA_vRNA	251	1980	4748
PA_vRNA	424	1941	57
PA_vRNA	537	1813	18
PA_vRNA	334	1916	47
PA_vRNA	65	1966	31
PB2_vRNA	263	2146	6
PB2_vRNA	187	2120	2
PB2_vRNA	265	2184	4
PB1_vRNA	86	98	4
PA_vRNA	430	1941	11
PB1_vRNA	317	2047	2
PA_vRNA	291	1978	551
PA_vRNA	308	2120	0
PA_vRNA	395	2041	78
PB1_vRNA	185	2169	236
PB2_vRNA	643	1729	5
PB1_vRNA	230	2171	1
PB1_vRNA	314	2149	278
PB2_vRNA	634	1847	5
PA_vRNA	196	2076	0
PB2_vRNA	198	2226	481
PA_vRNA	348	1985	0
PB2_vRNA	248	2133	16
NA_vRNA	150	1350	49
PA_vRNA	504	1889	25
PB1_vRNA	249	2180	0
PB2_vRNA	259	2096	0
PA_vRNA	335	1989	0
PA_vRNA	538	1763	9
PB1_vRNA	253	2211	1
PB1_vRNA	444	2064	6
PA_vRNA	257	2025	6
PA_vRNA	577	1847	6
PB1_vRNA	446	2023	1583
PB1_vRNA	239	2190	2
PB2_vRNA	1296	1369	3
PA_vRNA	391	1867	372
M_vRNA	301	993	0
PB1_vRNA	289	2217	5
PA_vRNA	231	2068	8
PA_vRNA	318	1987	7
PB1_vRNA	338	2110	199
PB2_vRNA	455	2049	55
PA_vRNA	269	2065	30
PA_vRNA	266	2061	30
PB2_vRNA	187	2129	305
PA_vRNA	281	2072	15
PA_vRNA	320	2011	0
PB2_vRNA	252	2195	12
PA_vRNA	542	1672	0
PB1_vRNA	345	2015	2
PB1_vRNA	360	2141	2
PB1_vRNA	366	1976	10
PA_vRNA	301	1998	12
PB1_vRNA	245	2082	71
PB1_vRNA	745	1643	2
PB2_vRNA	197	611	0
PB2_vRNA	424	1980	5
PB2_vRNA	592	1826	4
PA_vRNA	621	1741	1465
PB2_vRNA	216	2221	1
PB2_vRNA	472	1984	1
PA_vRNA	268	2122	11
PB1_vRNA	499	577	2
PB2_vRNA	455	2015	0
PB2_vRNA	356	2015	13
PB1_vRNA	132	1766	1
PB2_vRNA	516	1900	0
NA_vRNA	1314	1345	13
NP_vRNA	292	1405	4
PB1_vRNA	554	1827	18
PB1_vRNA	355	2029	12
PB1_vRNA	399	2173	9
PB2_vRNA	121	2083	2
PB1_vRNA	395	2060	0
PB2_vRNA	378	2028	1074
NA_vRNA	235	1230	49
PB1_vRNA	375	2026	53
PB1_vRNA	465	1976	6
PB1_vRNA	319	2147	1
PB2_vRNA	188	2181	7
HA_vRNA	237	1673	5
PA_vRNA	284	2023	2
PB1_vRNA	218	2235	4
NP_vRNA	210	272	2
PA_vRNA	400	1910	22
PA_vRNA	453	1972	6
PB1_vRNA	272	1958	26
PB1_vRNA	234	2154	0
PB2_vRNA	197	2219	127
PA_vRNA	356	1998	1
PB1_vRNA	418	2024	275
PA_vRNA	43	1932	2
PB1_vRNA	471	2052	47
PA_vRNA	538	1858	131
PB2_vRNA	248	2138	0
PB1_vRNA	293	2134	1636
PB2_vRNA	226	2156	0
PB2_vRNA	269	2214	62
PB1_vRNA	451	1708	174
PB1_vRNA	320	2015	10
PB1_vRNA	259	2176	2
PB1_vRNA	310	2173	11
NA_vRNA	1283	1327	4
PA_vRNA	152	1980	117
PB1_vRNA	442	2021	20
PA_vRNA	173	2135	60
PA_vRNA	428	2098	30
PB1_vRNA	439	2005	621
PB1_vRNA	620	1836	15
PA_vRNA	194	2069	2
PB2_vRNA	244	2203	113
PB1_vRNA	275	2159	27
PA_vRNA	356	1953	13
PB1_vRNA	275	2067	7
PB2_vRNA	471	1965	1
PB2_vRNA	1198	1223	37
PB1_vRNA	439	1913	1
PB2_vRNA	389	2083	28
PB1_vRNA	262	2095	2
PA_vRNA	317	2029	59
PA_vRNA	227	2041	477
PA_vRNA	257	2062	43
PB2_vRNA	410	2089	4
PA_vRNA	378	1939	1
PB2_vRNA	274	2136	0
PB1_vRNA	244	2022	465
PB1_vRNA	248	2160	1
PA_vRNA	321	1919	45
PA_vRNA	210	2086	2
PA_vRNA	391	1926	1
PB1_vRNA	289	2144	189
PB2_vRNA	712	1869	0
PA_vRNA	314	2059	23
PA_vRNA	257	2030	0
PA_vRNA	320	2053	68
PB2_vRNA	375	2044	28
NA_vRNA	1322	1376	150
PA_vRNA	1142	1733	0
PB2_vRNA	237	2170	5
PB1_vRNA	662	1894	108
PB1_vRNA	313	1962	0
PA_vRNA	279	2041	193
PB2_vRNA	331	2110	76
PA_vRNA	592	635	8
PB1_vRNA	747	1811	4
PB2_vRNA	217	2175	0
PB2_vRNA	250	2203	6
PA_vRNA	495	1859	24
PB2_vRNA	430	2009	23
PA_vRNA	265	2050	12
PA_vRNA	499	1886	2
PA_vRNA	437	1856	3
PA_vRNA	279	2039	1
PA_vRNA	286	1992	42
PA_vRNA	483	1860	42
NA_vRNA	276	1161	10
PB2_vRNA	265	2130	1257
PB1_vRNA	272	2148	0
PA_vRNA	308	2051	22
PB2_vRNA	526	1910	1
PB2_vRNA	428	1911	1491
PA_vRNA	262	2046	392
PB2_vRNA	248	2192	1
PB2_vRNA	339	2106	7
NA_vRNA	445	1350	8
PB1_vRNA	389	1984	1
PB1_vRNA	282	2113	4
PB2_vRNA	371	2048	25
PA_vRNA	2126	2153	1
PA_vRNA	209	2029	8
PB1_vRNA	625	1744	14
PB1_vRNA	251	316	2
PB1_vRNA	518	801	2
PB1_vRNA	233	265	7
PA_vRNA	294	2009	0
PB1_vRNA	407	1932	5
PA_vRNA	401	2138	26
PB2_vRNA	816	1623	20
M_vRNA	599	628	3
PB2_vRNA	343	2164	6
PB2_vRNA	588	1955	9
PB2_vRNA	289	2202	1
NA_vRNA	289	1139	17
PA_vRNA	227	2056	7
PA_vRNA	304	2063	1
PA_vRNA	186	1865	0
PB1_vRNA	523	2290	0
PB2_vRNA	220	2192	466
PA_vRNA	214	2052	7468
PA_vRNA	177	1895	55
PA_vRNA	308	2003	737
PB2_vRNA	552	1912	0
NP_vRNA	390	1197	2
PA_vRNA	349	2073	28
PA_vRNA	537	1888	10
PB2_vRNA	456	1978	1
PB2_vRNA	411	2038	0
PA_vRNA	212	2061	1
PA_vRNA	203	2075	1
PB1_vRNA	168	1777	8
PB1_vRNA	394	2021	2
PA_vRNA	2046	2150	4
PB2_vRNA	238	2160	28
PB2_vRNA	383	2080	42
HA_vRNA	678	1519	0
PB2_vRNA	264	2213	73
PA_vRNA	235	2029	31
PB1_vRNA	332	2086	8
PA_vRNA	160	2031	3
PB2_vRNA	219	2205	56
PA_vRNA	379	1956	13
PB2_vRNA	220	1887	17
PA_vRNA	246	2069	105
PB2_vRNA	543	1941	19
PB2_vRNA	2154	2174	99
PA_vRNA	262	1777	0
PB1_vRNA	375	2177	13
PB1_vRNA	348	2114	0
PB1_vRNA	332	2145	13
PB2_vRNA	2095	2124	18
PA_vRNA	247	2026	2
PA_vRNA	395	1931	4
PA_vRNA	251	2060	0
PA_vRNA	329	1957	0
PA_vRNA	1822	1942	27
PB1_vRNA	274	2076	1
PA_vRNA	490	1782	70
PB2_vRNA	600	1779	0
PA_vRNA	230	2104	252
PA_vRNA	312	2106	3
PA_vRNA	477	1854	6
PB1_vRNA	432	1899	67
PB2_vRNA	432	2015	22
PB2_vRNA	249	2247	0
PA_vRNA	297	2021	0
PA_vRNA	139	1773	876
PB2_vRNA	220	2303	4
PA_vRNA	349	2003	151
PA_vRNA	218	247	15
PA_vRNA	277	2001	0
PB2_vRNA	477	1977	33
PB1_vRNA	562	1973	55
PA_vRNA	351	1930	6
PA_vRNA	491	562	2170
PA_vRNA	268	2045	1
PB2_vRNA	268	551	10
PB2_vRNA	391	2023	4
PA_vRNA	317	2007	13
PB2_vRNA	277	2268	1
PB1_vRNA	587	1901	18
PB1_vRNA	456	1780	105
PA_vRNA	265	2002	6
