segment	fivePrime	threePrime	counts
PB2_vRNA	442	1909	84
PB2_vRNA	231	2170	0
PB2_vRNA	178	2115	1
NA_vRNA	203	1274	2
PB1_vRNA	401	2015	0
PB2_vRNA	206	2060	2
PB2_vRNA	546	1925	538
PB2_vRNA	248	2259	16644
PB1_vRNA	298	1627	18
PB2_vRNA	274	2122	0
PA_vRNA	157	324	0
PA_vRNA	376	1998	8
PB1_vRNA	313	2139	0
PB2_vRNA	184	2160	0
PB2_vRNA	248	2163	4
PA_vRNA	195	1923	1
PA_vRNA	173	1837	240
PB2_vRNA	357	2090	0
PB1_vRNA	252	2176	7
PA_vRNA	484	1824	0
PB1_vRNA	264	2055	39
PA_vRNA	249	1982	0
PA_vRNA	543	2046	0
PB2_vRNA	244	2142	10
PB1_vRNA	433	1997	698
PB2_vRNA	237	2166	26
PB2_vRNA	687	1771	15
PB2_vRNA	227	2255	0
PB1_vRNA	338	2056	162
PB2_vRNA	452	1992	0
PA_vRNA	307	2025	12667
PA_vRNA	420	2052	2419
PB1_vRNA	307	1800	58
PB1_vRNA	277	2181	0
PA_vRNA	216	2106	1
PB1_vRNA	335	1637	11
PA_vRNA	566	1705	0
PB1_vRNA	298	2173	53
PA_vRNA	367	1937	0
PA_vRNA	305	2064	0
PB2_vRNA	455	2046	0
PA_vRNA	359	1932	19
PB2_vRNA	216	2195	997
PA_vRNA	265	2023	3
PB1_vRNA	377	2129	7
PB2_vRNA	389	2067	2935
PA_vRNA	1004	1572	1
PA_vRNA	469	1953	1
PB1_vRNA	316	2185	7
PA_vRNA	264	2033	0
PA_vRNA	396	1915	133
PB2_vRNA	453	1970	25
PA_vRNA	379	2054	2
PB2_vRNA	279	2145	1
PB1_vRNA	715	1644	1
PA_vRNA	524	1978	0
PB1_vRNA	297	2176	1
PA_vRNA	238	2075	49
PA_vRNA	222	241	97
PA_vRNA	317	1960	1
PB1_vRNA	237	2183	0
PA_vRNA	173	2048	54
PA_vRNA	252	2018	4
PA_vRNA	280	2028	2
PA_vRNA	415	2012	56
PB1_vRNA	467	2034	0
PA_vRNA	1875	2117	1
PB2_vRNA	207	2130	3
PA_vRNA	471	1826	0
PA_vRNA	237	2017	0
PA_vRNA	268	2044	0
PB1_vRNA	231	2181	0
PA_vRNA	214	2092	0
PB1_vRNA	252	2181	67
PA_vRNA	1822	1885	79
PB2_vRNA	188	1878	2
PB1_vRNA	352	2007	11
PB2_vRNA	225	2201	16
PB2_vRNA	548	1856	6
PA_vRNA	329	1940	273
PB1_vRNA	2137	2246	2
PA_vRNA	412	1962	1
PB1_vRNA	300	2086	666
PB2_vRNA	374	2025	63
PB2_vRNA	174	1681	0
PB1_vRNA	322	2016	3
PA_vRNA	222	2120	1
PB2_vRNA	443	1931	2
PB2_vRNA	621	2018	7
PB2_vRNA	450	2017	0
PA_vRNA	298	2062	1
PB1_vRNA	264	2142	0
PB1_vRNA	215	2205	5
PB1_vRNA	2143	2195	2
M_vRNA	576	658	0
PB1_vRNA	517	1664	0
PB2_vRNA	279	2123	0
PA_vRNA	291	1894	92
PA_vRNA	368	1977	1
PB2_vRNA	140	2132	0
PA_vRNA	269	2054	0
PB1_vRNA	412	2106	0
PB1_vRNA	341	2145	471
PB2_vRNA	219	2165	0
PB2_vRNA	226	2176	698
PA_vRNA	411	1907	42
NA_vRNA	175	1324	6
PA_vRNA	261	1853	364
PB2_vRNA	279	2170	75
PB1_vRNA	477	1939	8
PB2_vRNA	461	1975	26
PA_vRNA	511	1804	0
PA_vRNA	198	1882	141
PB1_vRNA	434	1938	0
NA_vRNA	172	1324	0
NP_vRNA	379	725	4
PB2_vRNA	230	2140	23
PB2_vRNA	568	1900	0
PA_vRNA	213	2002	0
PA_vRNA	490	1946	0
PB1_vRNA	393	2020	6
PA_vRNA	1696	1844	0
PB1_vRNA	444	2090	3
PB1_vRNA	246	2197	2
PA_vRNA	438	1982	0
PA_vRNA	527	1809	1933
PA_vRNA	252	2043	64
PA_vRNA	296	2032	322
PB1_vRNA	395	2047	1
PA_vRNA	799	1479	3
PA_vRNA	668	1652	1468
PA_vRNA	391	1819	0
PA_vRNA	2142	2156	8
PB1_vRNA	453	2031	9
PA_vRNA	210	2107	0
PB2_vRNA	438	1955	0
PB2_vRNA	691	1712	1
PA_vRNA	2140	2189	20
NA_vRNA	468	1120	0
PB2_vRNA	291	2142	0
PA_vRNA	377	1978	40
PB1_vRNA	243	1950	48
PB2_vRNA	391	2049	14
PB2_vRNA	461	1962	7
PA_vRNA	524	1760	0
PB1_vRNA	307	2133	320
PB1_vRNA	234	2182	3
PA_vRNA	1457	2056	1
PA_vRNA	235	2038	1
PB1_vRNA	152	2084	1
PB1_vRNA	515	2056	50
PA_vRNA	537	1707	0
PB1_vRNA	296	2182	3
PB2_vRNA	242	2186	360
NP_vRNA	332	1249	4
PB1_vRNA	465	2067	19
PB1_vRNA	242	2144	2484
PA_vRNA	348	1996	2
PB1_vRNA	444	2093	67
PB2_vRNA	293	1974	0
PA_vRNA	352	2052	4
PA_vRNA	335	1989	0
PB2_vRNA	629	1872	1
PB1_vRNA	219	2047	29
PB1_vRNA	300	2115	50
PB1_vRNA	483	2004	0
PA_vRNA	257	2098	0
PB1_vRNA	248	2153	0
PB2_vRNA	252	2129	0
PB1_vRNA	367	2029	1
NA_vRNA	196	1253	56
PB1_vRNA	234	2179	0
PB1_vRNA	316	2049	0
PA_vRNA	256	2033	3
PB1_vRNA	2209	2290	0
PB1_vRNA	457	1990	1
PB1_vRNA	233	2201	7
PA_vRNA	485	1981	27
NA_vRNA	191	1328	1
PA_vRNA	285	1903	1
PB1_vRNA	434	2007	7
PA_vRNA	356	1919	623
PA_vRNA	520	1825	14
PB2_vRNA	173	2215	1
PA_vRNA	242	2058	4
PA_vRNA	355	1920	0
PA_vRNA	404	1923	36
PA_vRNA	480	1869	1
PA_vRNA	159	2064	1
PB2_vRNA	718	1719	0
PB2_vRNA	456	1995	0
PA_vRNA	170	2046	0
PB1_vRNA	307	2151	132
PB1_vRNA	357	1931	8
PB2_vRNA	389	2016	58
PA_vRNA	276	2091	2
PB2_vRNA	150	331	0
PA_vRNA	389	1956	24
PA_vRNA	174	2028	0
PA_vRNA	397	1921	0
PA_vRNA	407	1918	36
NA_vRNA	188	1284	29
PB1_vRNA	261	2148	1
PA_vRNA	1971	2040	1
PA_vRNA	652	1803	2
PB2_vRNA	691	1777	28
PA_vRNA	365	1958	335
PB2_vRNA	317	2085	0
PA_vRNA	379	2067	18
PA_vRNA	350	2055	0
PA_vRNA	269	280	61
PA_vRNA	256	304	2
PA_vRNA	446	2205	23
PA_vRNA	218	2076	0
PA_vRNA	320	1982	17
PB1_vRNA	270	2077	71
PA_vRNA	294	1856	0
PB1_vRNA	242	2179	3
PB2_vRNA	424	1980	0
PB2_vRNA	218	2134	5946
PA_vRNA	294	2001	72
PB1_vRNA	220	2015	35
PB2_vRNA	413	2034	0
PB1_vRNA	443	1977	17
PA_vRNA	522	1967	27
PB2_vRNA	1184	1994	91
PB1_vRNA	467	2010	7
PB2_vRNA	291	2153	0
PA_vRNA	370	1944	0
PB1_vRNA	202	2165	0
NA_vRNA	220	1366	23
PA_vRNA	498	1959	11
PB2_vRNA	177	2015	1
PB2_vRNA	328	2058	0
PB1_vRNA	385	2045	337
PA_vRNA	1674	1718	3
PA_vRNA	239	2051	5
PB2_vRNA	458	1983	0
PA_vRNA	317	2067	0
PB2_vRNA	242	2211	22
NA_vRNA	218	1269	0
PA_vRNA	265	2109	0
PA_vRNA	268	2053	0
PB2_vRNA	148	1558	32
PB2_vRNA	236	2163	2
PB1_vRNA	244	2233	23
PB1_vRNA	462	2002	500
PA_vRNA	490	1936	0
PB1_vRNA	138	2215	0
PB2_vRNA	455	1977	111
PB2_vRNA	306	2023	82
PA_vRNA	376	2105	0
PA_vRNA	408	2001	0
PB1_vRNA	202	2166	244
PA_vRNA	287	2147	0
PB1_vRNA	235	2135	3
PA_vRNA	253	1985	0
PB1_vRNA	733	1702	80
PB2_vRNA	244	2113	0
PA_vRNA	311	1932	0
PB1_vRNA	337	2181	11
PB1_vRNA	404	2034	0
PA_vRNA	272	1604	2
PB1_vRNA	487	2034	0
NA_vRNA	216	1247	3
NA_vRNA	195	1317	1
PA_vRNA	291	2026	35
PA_vRNA	219	2100	3
PB2_vRNA	221	2223	1
PB1_vRNA	347	2058	29
PA_vRNA	286	2064	12
PA_vRNA	476	554	22
PB2_vRNA	282	2172	4
PA_vRNA	480	1916	1
PB1_vRNA	532	2021	12
PA_vRNA	554	2128	153
NS_vRNA	564	854	0
PB1_vRNA	178	2224	146
PB1_vRNA	315	2156	17
PB2_vRNA	524	2015	0
PB2_vRNA	354	2039	1
PA_vRNA	293	2010	1
PA_vRNA	238	2076	7
PA_vRNA	352	2005	190
PB1_vRNA	950	1731	7
PA_vRNA	467	1858	1726
PB2_vRNA	386	2083	107
PB1_vRNA	240	2132	27
PB1_vRNA	309	2141	64
PB1_vRNA	314	2164	0
PB1_vRNA	388	2064	0
PB2_vRNA	339	2027	60
PA_vRNA	350	2059	0
PA_vRNA	558	1888	1
PB1_vRNA	404	2135	864
PA_vRNA	373	1908	0
PA_vRNA	402	2172	0
PB1_vRNA	220	275	0
PB1_vRNA	409	2021	0
PB2_vRNA	1259	1513	0
PA_vRNA	430	1950	0
PA_vRNA	351	1943	2
PA_vRNA	391	1940	0
PB1_vRNA	461	1996	0
PB1_vRNA	221	2125	5
PA_vRNA	213	2022	0
NA_vRNA	194	1286	1089
PA_vRNA	242	2115	163
PA_vRNA	364	2058	19
PB2_vRNA	230	2136	1
PB2_vRNA	255	2154	7
PB2_vRNA	550	1840	3
PB2_vRNA	358	2070	0
PA_vRNA	241	1996	120
PA_vRNA	386	1945	20
PB1_vRNA	443	1997	9
PB2_vRNA	124	1467	0
PA_vRNA	132	1952	7
PA_vRNA	409	1985	9
PB2_vRNA	389	2083	3
PB1_vRNA	310	2133	0
PA_vRNA	231	2065	10
PB1_vRNA	2233	2252	1
PB1_vRNA	445	1934	1
PA_vRNA	307	2041	95
PB2_vRNA	256	2184	0
PB2_vRNA	268	2168	537
PA_vRNA	537	1813	63
PA_vRNA	376	1928	7
PA_vRNA	504	1864	1
PB2_vRNA	552	1986	1
PA_vRNA	165	2118	794
PA_vRNA	652	2074	3
PB2_vRNA	389	2035	0
PA_vRNA	397	1958	1
PB1_vRNA	444	1948	41
PB2_vRNA	477	2038	8
PB2_vRNA	2040	2056	12
PB1_vRNA	379	2190	191
PA_vRNA	575	1159	0
PA_vRNA	1818	1859	0
PB2_vRNA	250	2186	101
PB1_vRNA	267	2146	0
PB2_vRNA	350	2075	0
PA_vRNA	63	1031	1
PB1_vRNA	359	2142	1
PA_vRNA	296	1961	9
PB1_vRNA	316	2145	3
PB2_vRNA	343	1595	5
PB2_vRNA	319	2103	16
HA_vRNA	808	852	4
PA_vRNA	266	2022	1
PB1_vRNA	179	2074	59
NA_vRNA	201	1347	0
PA_vRNA	320	1990	0
PB2_vRNA	234	2176	24
PA_vRNA	100	1960	0
PA_vRNA	284	2073	0
NA_vRNA	188	1249	0
PB1_vRNA	358	2074	0
PA_vRNA	494	1874	18
PA_vRNA	213	2071	509
PB1_vRNA	179	2207	7
PB2_vRNA	588	1877	3
PB2_vRNA	247	2180	0
PB1_vRNA	470	2007	0
PA_vRNA	249	2125	20
PA_vRNA	591	1705	0
PB1_vRNA	293	2161	0
PB1_vRNA	244	1905	3
PA_vRNA	210	2102	1
PB2_vRNA	277	2130	8
PB2_vRNA	210	280	34
PB2_vRNA	472	2015	0
PB1_vRNA	460	2056	4
PA_vRNA	243	2089	11
PB2_vRNA	217	2163	1
PA_vRNA	293	2106	102
PB2_vRNA	288	2162	0
PB1_vRNA	366	2140	0
PB1_vRNA	515	2016	0
PB1_vRNA	713	1727	0
PA_vRNA	248	2057	1
PB2_vRNA	449	2002	0
PA_vRNA	373	1982	1014
PA_vRNA	388	2025	11
PA_vRNA	1883	2142	3
PB1_vRNA	405	2037	0
PB1_vRNA	361	2165	0
PA_vRNA	502	1561	0
PB2_vRNA	260	2171	0
PB1_vRNA	385	2023	1
PB2_vRNA	438	2179	0
PB1_vRNA	375	2039	0
PB2_vRNA	265	1444	0
PA_vRNA	523	1886	3
PB1_vRNA	348	2029	8
PB2_vRNA	581	1933	53
PA_vRNA	248	2054	14
PB1_vRNA	365	2102	42
PA_vRNA	2092	2140	17
PA_vRNA	271	1906	95
PA_vRNA	463	2000	0
PB2_vRNA	214	2198	11
NA_vRNA	187	1337	9
PB1_vRNA	253	2178	300
PA_vRNA	221	1894	0
PA_vRNA	526	1999	0
PA_vRNA	278	2059	0
PA_vRNA	298	1938	106
PB2_vRNA	2106	2178	19
NA_vRNA	275	1112	1
PB2_vRNA	278	2163	0
PB2_vRNA	438	2095	0
PA_vRNA	188	2012	68
PA_vRNA	352	1961	28
NA_vRNA	317	1226	0
PB1_vRNA	481	2010	0
PB2_vRNA	180	2194	35
NA_vRNA	449	1060	0
PB2_vRNA	202	2220	247
PA_vRNA	490	1789	24
PB2_vRNA	357	2089	1
PA_vRNA	235	2067	0
PB2_vRNA	254	2166	0
PB2_vRNA	435	2046	3
PB2_vRNA	295	2036	228
PA_vRNA	223	1058	0
PB2_vRNA	455	2086	0
PB1_vRNA	415	1973	0
PA_vRNA	224	540	3
PA_vRNA	411	1959	0
PA_vRNA	238	2101	0
PA_vRNA	361	1790	30
PA_vRNA	320	1991	0
PA_vRNA	388	1772	0
PA_vRNA	462	1901	162
PB1_vRNA	183	2153	23
PB2_vRNA	273	927	80
PA_vRNA	319	1969	63
PA_vRNA	433	1942	31
PA_vRNA	295	1897	10
PA_vRNA	219	2097	29
PA_vRNA	120	258	13
PA_vRNA	359	1990	0
PB2_vRNA	395	2138	1
PB1_vRNA	376	2184	2
PA_vRNA	495	1859	0
PA_vRNA	305	1917	3
NA_vRNA	198	1298	1
PA_vRNA	391	443	43
PA_vRNA	168	2133	78
PB2_vRNA	269	2190	1
PA_vRNA	235	2091	153
PB1_vRNA	2014	2144	63
PB1_vRNA	250	2158	0
NP_vRNA	569	940	5
PA_vRNA	292	2019	12
PA_vRNA	264	1985	0
PA_vRNA	292	2039	14
PB1_vRNA	450	2067	6
PB1_vRNA	478	1901	0
PA_vRNA	334	1967	0
PA_vRNA	265	2106	15
PA_vRNA	264	1958	2
PA_vRNA	278	2034	0
PB2_vRNA	274	2148	2
NA_vRNA	188	1254	582
PA_vRNA	407	2138	5
PA_vRNA	317	1962	1
PA_vRNA	377	1943	1
PB1_vRNA	1880	1907	6
PB2_vRNA	227	2179	2
PA_vRNA	195	2140	0
PA_vRNA	261	2147	127
PA_vRNA	379	1999	12
PB2_vRNA	109	1431	1
PA_vRNA	183	2023	100
PA_vRNA	469	1958	28
PB1_vRNA	300	380	1
PB1_vRNA	250	2152	12
PA_vRNA	210	2030	0
M_vRNA	569	631	0
PB1_vRNA	415	2032	381
PA_vRNA	2151	2192	0
PA_vRNA	230	2113	78
PA_vRNA	443	1932	1
PA_vRNA	452	1902	1
PA_vRNA	526	1829	26
PA_vRNA	496	1707	0
PB1_vRNA	204	2176	5
PB1_vRNA	422	2004	0
PA_vRNA	315	2072	17
PB1_vRNA	2238	2258	8
PA_vRNA	321	2052	841
PB2_vRNA	251	2133	0
PB1_vRNA	356	2116	1
PB2_vRNA	368	2230	51
PB1_vRNA	239	2182	1
PB2_vRNA	409	2049	0
PA_vRNA	492	1961	0
PB2_vRNA	543	1893	0
PB1_vRNA	290	2038	2
PA_vRNA	349	1983	4
PB2_vRNA	148	2155	0
PA_vRNA	423	1851	7
PA_vRNA	295	2023	0
PA_vRNA	267	2077	32
PA_vRNA	273	2008	0
PB2_vRNA	565	1944	93
PA_vRNA	769	1907	260
PB2_vRNA	274	2008	0
PB1_vRNA	696	1769	80
PB1_vRNA	445	1995	54
PB2_vRNA	538	2234	58
PB2_vRNA	245	2220	2
PA_vRNA	261	2082	1
PA_vRNA	313	1941	0
PA_vRNA	403	1867	46
PB2_vRNA	414	2039	11
PB2_vRNA	454	2039	0
PB2_vRNA	242	2194	0
PA_vRNA	302	336	5
PA_vRNA	261	333	51
NA_vRNA	191	1302	0
PB2_vRNA	437	2000	0
PB1_vRNA	513	1896	0
PB2_vRNA	409	2037	0
PB2_vRNA	277	1220	7
NA_vRNA	308	1077	66
PB1_vRNA	276	2100	1
PB1_vRNA	415	1952	0
PB1_vRNA	365	1916	8
PA_vRNA	314	2042	7
PB2_vRNA	148	2135	11
PA_vRNA	351	2073	1
PA_vRNA	253	2115	3
PB2_vRNA	255	1856	189
PA_vRNA	180	2118	62
PA_vRNA	227	2106	0
PB2_vRNA	197	2180	4
NP_vRNA	383	1199	68
PA_vRNA	236	2072	77
PB2_vRNA	634	1777	0
PA_vRNA	358	1802	121
PB2_vRNA	455	1982	0
NA_vRNA	345	1256	0
PA_vRNA	262	2053	92
PA_vRNA	263	2034	71
PB1_vRNA	300	2226	0
PB2_vRNA	515	1777	274
PA_vRNA	785	1841	55
PB1_vRNA	377	2094	3
PB2_vRNA	563	1920	0
PB1_vRNA	315	2131	1
PA_vRNA	302	1888	26
PA_vRNA	266	2065	3
PA_vRNA	528	2091	6
PB1_vRNA	487	1933	4
PA_vRNA	370	1983	4
PB2_vRNA	592	1777	0
PA_vRNA	72	2097	666
NA_vRNA	324	1225	1
NP_vRNA	229	1423	65
PA_vRNA	241	253	285
PB1_vRNA	444	2007	20
PA_vRNA	484	1902	0
PA_vRNA	495	1802	9
PB2_vRNA	399	1987	0
PB2_vRNA	561	1857	3
PB1_vRNA	287	2172	44
PB1_vRNA	271	2016	118
PA_vRNA	240	2048	8
PA_vRNA	292	2075	98
PB2_vRNA	390	2047	0
NA_vRNA	184	1256	59
PA_vRNA	252	2025	4
PB1_vRNA	324	2097	0
PA_vRNA	400	1828	0
PA_vRNA	448	1858	78
PB2_vRNA	277	305	1
PB1_vRNA	195	2145	14
PB2_vRNA	454	1627	47
PA_vRNA	373	1999	4
PB1_vRNA	642	1604	0
PB2_vRNA	248	2192	10
PA_vRNA	407	1861	0
PA_vRNA	270	2101	305
PA_vRNA	362	1729	2
PA_vRNA	283	1956	3
PB2_vRNA	216	2183	535
PB1_vRNA	2205	2279	4
PA_vRNA	409	1866	15
PB2_vRNA	551	1890	1
PA_vRNA	453	1971	0
PA_vRNA	349	2028	14
PB2_vRNA	582	1896	4
PA_vRNA	172	2140	2
NA_vRNA	45	1190	0
PA_vRNA	308	1941	0
PB1_vRNA	443	501	4
PB2_vRNA	351	2042	0
PB1_vRNA	183	2252	2
PB2_vRNA	275	2223	15
PB2_vRNA	342	2156	2
PA_vRNA	287	2010	91
PA_vRNA	246	2097	15
PA_vRNA	318	2053	6
PA_vRNA	536	1877	3
PA_vRNA	377	2076	3
PB2_vRNA	381	2023	11
PB1_vRNA	252	2141	27
PB1_vRNA	253	461	0
PB1_vRNA	103	1452	2
PA_vRNA	438	1919	0
PA_vRNA	619	1684	0
PA_vRNA	235	2075	0
PB2_vRNA	289	2202	0
PA_vRNA	392	1891	3
PA_vRNA	396	2042	2
PB1_vRNA	179	235	178
PB1_vRNA	778	1683	0
PA_vRNA	386	1880	0
PB2_vRNA	376	2061	264
PA_vRNA	453	1914	8
PA_vRNA	314	2076	0
PB1_vRNA	383	2082	22
PB2_vRNA	358	2074	202
PB2_vRNA	337	2101	45
PA_vRNA	254	2019	8
PB1_vRNA	319	2201	2
PA_vRNA	170	219	5
PB1_vRNA	520	1818	0
PA_vRNA	537	1807	1
PA_vRNA	293	1965	0
PB2_vRNA	476	1961	3
PA_vRNA	298	1961	1
PA_vRNA	356	2032	5
PA_vRNA	536	1862	0
PB2_vRNA	706	1926	3
PA_vRNA	210	1977	2
PA_vRNA	246	2114	0
PA_vRNA	221	2050	0
PB2_vRNA	189	302	1
PA_vRNA	335	2008	0
PA_vRNA	257	1976	13
PA_vRNA	1890	2065	1
PB2_vRNA	245	2112	1
NA_vRNA	468	1097	9
NA_vRNA	1316	1338	70
PA_vRNA	405	1984	102
PB2_vRNA	233	2239	48
PB1_vRNA	499	2005	0
PB2_vRNA	227	2196	197
PA_vRNA	504	1815	217
PA_vRNA	319	2058	44
PB1_vRNA	469	2004	6
PA_vRNA	330	1987	68
PA_vRNA	316	2010	126
PB1_vRNA	268	2161	6
PA_vRNA	273	2026	16
PB1_vRNA	248	2151	1
PB1_vRNA	296	2161	0
PA_vRNA	453	1790	0
PA_vRNA	283	2057	6
PB2_vRNA	170	2113	9
NA_vRNA	312	1173	0
PA_vRNA	453	1880	0
PB2_vRNA	149	2165	14
PB1_vRNA	237	2181	2
PB1_vRNA	446	466	2
NA_vRNA	195	1266	0
PB1_vRNA	618	1938	22
PA_vRNA	248	2032	1
PB1_vRNA	334	2208	1
PB1_vRNA	528	2019	4
PB2_vRNA	202	2219	4
PB2_vRNA	364	2125	20
PB1_vRNA	179	2231	175
PB2_vRNA	702	1830	25
PB2_vRNA	246	2146	16
PB2_vRNA	260	2200	153
PA_vRNA	313	1984	0
PB1_vRNA	445	2058	2
PA_vRNA	253	2037	79
PA_vRNA	802	1698	0
PB1_vRNA	326	2121	0
PA_vRNA	378	413	0
PB2_vRNA	329	2086	0
PA_vRNA	266	1894	0
PB1_vRNA	271	1869	72
PA_vRNA	235	2033	0
PB1_vRNA	240	2041	3
PA_vRNA	211	1935	0
PA_vRNA	511	1759	1
PB1_vRNA	450	2013	3
PA_vRNA	254	2104	0
PB2_vRNA	438	2101	35
PA_vRNA	348	1962	728
PB1_vRNA	318	2052	5
PA_vRNA	183	1951	0
PA_vRNA	242	2086	1
PA_vRNA	482	1700	39
PA_vRNA	333	2054	0
NA_vRNA	106	1008	10
PA_vRNA	283	2036	2
PB2_vRNA	265	2215	0
PA_vRNA	378	1870	5
PB1_vRNA	331	2130	20
PB2_vRNA	278	2104	9
PA_vRNA	269	2076	0
PA_vRNA	358	1968	2237
PB2_vRNA	447	481	1
PA_vRNA	318	2001	28
PB2_vRNA	1893	1911	2
PB1_vRNA	363	2021	138
PB2_vRNA	254	1891	7
PA_vRNA	359	1988	0
PA_vRNA	318	2018	23
PA_vRNA	329	2025	36
PA_vRNA	335	2052	86
PA_vRNA	225	1991	15
PB2_vRNA	263	2227	0
NA_vRNA	86	102	212
PB2_vRNA	572	1924	851
PA_vRNA	376	1963	0
PB1_vRNA	272	298	2
PB1_vRNA	293	2128	23
PB2_vRNA	547	1925	1
PB1_vRNA	206	2208	9
PA_vRNA	236	2104	31
PA_vRNA	72	1955	18
PA_vRNA	308	2028	0
PB2_vRNA	237	2157	0
PB2_vRNA	582	1865	3
PB2_vRNA	402	2044	34
PA_vRNA	251	2140	10
PA_vRNA	225	2042	186
PA_vRNA	238	2104	480
PB2_vRNA	455	1993	52
PB2_vRNA	250	2183	61
PB1_vRNA	337	2006	6
PA_vRNA	252	2055	10
PA_vRNA	356	2155	0
PB1_vRNA	177	2077	0
PA_vRNA	396	1938	66
PB1_vRNA	354	2136	1
PA_vRNA	329	2093	0
PB2_vRNA	283	2062	155
PA_vRNA	614	1691	1
PB2_vRNA	261	2196	7
PB2_vRNA	342	2014	0
PB1_vRNA	350	2004	0
PB1_vRNA	853	1646	16
PA_vRNA	210	2108	654
PB1_vRNA	2274	2289	153
PA_vRNA	318	1973	37
PA_vRNA	409	2044	49
PA_vRNA	196	2149	0
PB1_vRNA	230	2244	0
PB1_vRNA	309	2051	0
PA_vRNA	261	1922	0
PA_vRNA	264	2071	1
PA_vRNA	326	1985	1
PB2_vRNA	179	2149	31
PA_vRNA	375	1985	2858
PB2_vRNA	550	1908	7
PA_vRNA	67	583	0
PA_vRNA	316	1993	1
PA_vRNA	309	324	24
PA_vRNA	1989	2097	8
PB2_vRNA	363	2036	0
M_vRNA	551	639	1
PB1_vRNA	467	491	0
PB1_vRNA	220	2185	14
PB1_vRNA	220	2156	17
PB2_vRNA	388	2064	0
PB2_vRNA	538	2090	1
NA_vRNA	193	1335	23
PB1_vRNA	203	2233	0
PB1_vRNA	328	2116	6
PB1_vRNA	225	2144	0
PA_vRNA	497	1801	1399
PB1_vRNA	362	2131	1
PB2_vRNA	259	2180	102
PA_vRNA	65	1966	21
