segment	fivePrime_1	threePrime_1	fivePrime_2	threePrime_2	counts
PA_vRNA	65	326	399	1802	1
PA_vRNA	68	143	159	1976	2
PA_vRNA	68	143	248	2052	1
PA_vRNA	68	143	330	1960	1
PA_vRNA	68	425	471	1845	1
PA_vRNA	72	262	274	2072	4
PA_vRNA	72	262	275	299	1
PA_vRNA	72	262	275	2005	1
PA_vRNA	72	262	275	2051	2
PA_vRNA	72	262	275	2083	1
PA_vRNA	72	262	277	2028	1
PA_vRNA	72	262	277	2070	1
PA_vRNA	72	262	282	2051	1
PA_vRNA	72	262	283	2052	4
PA_vRNA	72	262	284	1919	2
PA_vRNA	72	262	284	2020	1
PA_vRNA	72	262	284	2140	4
PA_vRNA	72	262	285	303	3
PA_vRNA	72	262	285	1974	1
PA_vRNA	72	262	285	2022	3
PA_vRNA	72	262	285	2025	6
PA_vRNA	72	262	285	2028	5
PA_vRNA	72	262	285	2032	1
PA_vRNA	72	262	285	2052	1
PA_vRNA	72	262	286	1992	2
PA_vRNA	72	262	286	1995	1
PA_vRNA	72	262	286	2021	11
PA_vRNA	72	262	286	2025	1
PA_vRNA	72	262	286	2036	2
PA_vRNA	72	262	286	2045	21
PA_vRNA	72	262	287	2002	1
PA_vRNA	72	262	288	1904	1
PA_vRNA	72	262	288	1939	1
PA_vRNA	72	262	288	1973	2
PA_vRNA	72	262	288	1978	3
PA_vRNA	72	262	288	2037	1
PA_vRNA	72	262	289	2022	4
PA_vRNA	72	262	289	2044	4
PA_vRNA	72	262	289	2052	1
PA_vRNA	72	262	290	2030	2
PA_vRNA	72	262	290	2031	89
PA_vRNA	72	262	290	2041	24
PA_vRNA	72	262	290	2051	98
PA_vRNA	72	262	290	2056	8
PA_vRNA	72	262	291	1939	183
PA_vRNA	72	262	291	1978	18
PA_vRNA	72	262	291	1991	2
PA_vRNA	72	262	291	2020	2
PA_vRNA	72	262	291	2029	1
PA_vRNA	72	262	291	2041	2
PA_vRNA	72	262	291	2046	4
PA_vRNA	72	262	291	2054	1
PA_vRNA	72	262	292	1962	3
PA_vRNA	72	262	292	1988	1
PA_vRNA	72	262	292	2004	3
PA_vRNA	72	262	292	2006	45
PA_vRNA	72	262	292	2010	1
PA_vRNA	72	262	292	2039	5
PA_vRNA	72	262	292	2043	2
PA_vRNA	72	262	292	2050	1
PA_vRNA	72	262	292	2061	3
PA_vRNA	72	262	293	1458	121
PA_vRNA	72	262	293	1887	15
PA_vRNA	72	262	293	1941	1
PA_vRNA	72	262	293	1985	1
PA_vRNA	72	262	293	1998	4
PA_vRNA	72	262	293	2004	1
PA_vRNA	72	262	293	2019	1
PA_vRNA	72	262	293	2032	1
PA_vRNA	72	262	293	2049	4
PA_vRNA	72	262	293	2050	2
PA_vRNA	72	262	293	2058	32
PA_vRNA	72	262	293	2060	2
PA_vRNA	72	262	293	2071	4
PA_vRNA	72	262	293	2105	2
PA_vRNA	72	262	293	2106	1
PA_vRNA	72	262	293	2108	6
PA_vRNA	72	262	294	1915	5
PA_vRNA	72	262	294	1994	1
PA_vRNA	72	262	294	2002	1
PA_vRNA	72	262	294	2007	7
PA_vRNA	72	262	294	2008	1
PA_vRNA	72	262	294	2009	6
PA_vRNA	72	262	294	2026	18
PA_vRNA	72	262	294	2042	11
PA_vRNA	72	262	294	2052	9
PA_vRNA	72	262	294	2055	291
PA_vRNA	72	262	294	2065	3
PA_vRNA	72	262	294	2076	1
PA_vRNA	72	262	295	1893	23
PA_vRNA	72	262	295	1960	2
PA_vRNA	72	262	295	2001	2
PA_vRNA	72	262	295	2054	1
PA_vRNA	72	262	295	2063	1
PA_vRNA	72	262	296	336	1
PA_vRNA	72	262	296	1740	68
PA_vRNA	72	262	296	1931	11
PA_vRNA	72	262	296	1938	1
PA_vRNA	72	262	296	1961	1
PA_vRNA	72	262	296	1996	7
PA_vRNA	72	262	296	2007	1
PA_vRNA	72	262	296	2009	181
PA_vRNA	72	262	296	2022	17
PA_vRNA	72	262	296	2025	429
PA_vRNA	72	262	296	2032	20
PA_vRNA	72	262	296	2045	18
PA_vRNA	72	262	296	2049	8
PA_vRNA	72	262	296	2052	2
PA_vRNA	72	262	296	2054	417
PA_vRNA	72	262	296	2057	1
PA_vRNA	72	262	296	2068	3
PA_vRNA	72	262	297	1927	2
PA_vRNA	72	262	297	1960	309
PA_vRNA	72	262	297	1969	1
PA_vRNA	72	262	297	1982	51
PA_vRNA	72	262	297	1995	1
PA_vRNA	72	262	297	2014	658
PA_vRNA	72	262	297	2036	29
PA_vRNA	72	262	297	2038	1
PA_vRNA	72	262	297	2045	605
PA_vRNA	72	262	297	2049	2
PA_vRNA	72	262	298	1870	1
PA_vRNA	72	262	298	1876	9
PA_vRNA	72	262	298	1909	32
PA_vRNA	72	262	298	1938	8
PA_vRNA	72	262	298	1953	2
PA_vRNA	72	262	298	1977	6
PA_vRNA	72	262	298	1993	584
PA_vRNA	72	262	298	2009	1
PA_vRNA	72	262	298	2022	8
PA_vRNA	72	262	298	2044	1
PA_vRNA	72	262	298	2058	1
PA_vRNA	72	262	298	2062	5
PA_vRNA	72	262	298	2070	1
PA_vRNA	72	262	298	2118	3
PA_vRNA	72	262	299	364	4
PA_vRNA	72	262	299	1935	1
PA_vRNA	72	262	299	1945	137
PA_vRNA	72	262	299	1989	1
PA_vRNA	72	262	299	2025	2
PA_vRNA	72	262	299	2032	2
PA_vRNA	72	262	299	2043	3
PA_vRNA	72	262	299	2051	4
PA_vRNA	72	262	300	1963	1
PA_vRNA	72	262	300	2100	1
PA_vRNA	72	262	301	1849	8
PA_vRNA	72	262	301	1998	62
PA_vRNA	72	262	301	2016	2
PA_vRNA	72	262	301	2046	169
PA_vRNA	72	262	301	2050	1
PA_vRNA	72	262	301	2052	1
PA_vRNA	72	262	301	2077	36
PA_vRNA	72	262	302	361	1
PA_vRNA	72	262	302	1888	3
PA_vRNA	72	262	302	2002	1
PA_vRNA	72	262	302	2013	13
PA_vRNA	72	262	302	2035	59
PA_vRNA	72	262	302	2055	2
PA_vRNA	72	262	303	317	1
PA_vRNA	72	262	303	1930	4
PA_vRNA	72	262	303	1964	1
PA_vRNA	72	262	303	1978	3
PA_vRNA	72	262	303	1997	1
PA_vRNA	72	262	303	1998	1
PA_vRNA	72	262	303	2004	1
PA_vRNA	72	262	303	2010	2
PA_vRNA	72	262	303	2050	2
PA_vRNA	72	262	303	2053	2
PA_vRNA	72	262	303	2066	3
PA_vRNA	72	262	304	342	328
PA_vRNA	72	262	304	468	1
PA_vRNA	72	262	304	1742	1
PA_vRNA	72	262	304	1934	1
PA_vRNA	72	262	304	2010	4
PA_vRNA	72	262	304	2024	5
PA_vRNA	72	262	304	2027	30
PA_vRNA	72	262	304	2030	3
PA_vRNA	72	262	304	2034	410
PA_vRNA	72	262	304	2054	2
PA_vRNA	72	262	304	2064	2
PA_vRNA	72	262	304	2070	53
PA_vRNA	72	262	304	2074	2
PA_vRNA	72	262	305	1893	1
PA_vRNA	72	262	305	2012	1
PA_vRNA	72	262	305	2048	1
PA_vRNA	72	262	305	2052	2
PA_vRNA	72	262	305	2066	5
PA_vRNA	72	262	305	2074	13
PA_vRNA	72	262	306	1932	1
PA_vRNA	72	262	306	1949	2
PA_vRNA	72	262	306	1968	1
PA_vRNA	72	262	306	1972	30
PA_vRNA	72	262	306	1990	2
PA_vRNA	72	262	306	1997	1
PA_vRNA	72	262	306	2025	1
PA_vRNA	72	262	306	2031	1
PA_vRNA	72	262	306	2035	1
PA_vRNA	72	262	306	2041	1
PA_vRNA	72	262	306	2052	3
PA_vRNA	72	262	306	2053	2
PA_vRNA	72	262	306	2054	15
PA_vRNA	72	262	306	2056	80
PA_vRNA	72	262	306	2064	1
PA_vRNA	72	262	306	2065	1
PA_vRNA	72	262	306	2073	1
PA_vRNA	72	262	306	2147	3
PA_vRNA	72	262	307	316	8
PA_vRNA	72	262	307	471	844
PA_vRNA	72	262	307	1919	253
PA_vRNA	72	262	307	1934	2
PA_vRNA	72	262	307	1941	38
PA_vRNA	72	262	307	1953	22
PA_vRNA	72	262	307	1974	2
PA_vRNA	72	262	307	1976	1
PA_vRNA	72	262	307	2001	1
PA_vRNA	72	262	307	2005	3
PA_vRNA	72	262	307	2009	20
PA_vRNA	72	262	307	2025	1076
PA_vRNA	72	262	307	2032	53
PA_vRNA	72	262	307	2052	8
PA_vRNA	72	262	307	2068	2
PA_vRNA	72	262	308	1880	2
PA_vRNA	72	262	308	1995	58
PA_vRNA	72	262	308	2021	1
PA_vRNA	72	262	308	2045	2
PA_vRNA	72	262	308	2063	3
PA_vRNA	72	262	309	324	2
PA_vRNA	72	262	309	2015	6
PA_vRNA	72	262	309	2054	1
PA_vRNA	72	262	310	1917	3
PA_vRNA	72	262	310	1945	6
PA_vRNA	72	262	310	1958	11
PA_vRNA	72	262	310	1990	8
PA_vRNA	72	262	310	2016	1
PA_vRNA	72	262	310	2042	3
PA_vRNA	72	262	311	1999	1
PA_vRNA	72	262	311	2023	1
PA_vRNA	72	262	311	2064	1
PA_vRNA	72	262	311	2087	1
PA_vRNA	72	262	312	1984	1
PA_vRNA	72	262	312	1998	1
PA_vRNA	72	262	312	2038	63
PA_vRNA	72	262	312	2057	1
PA_vRNA	72	262	313	1822	1
PA_vRNA	72	262	313	1941	1
PA_vRNA	72	262	313	1963	1
PA_vRNA	72	262	313	1993	5
PA_vRNA	72	262	313	1997	2
PA_vRNA	72	262	313	2006	9
PA_vRNA	72	262	313	2011	2
PA_vRNA	72	262	313	2028	10
PA_vRNA	72	262	313	2040	2
PA_vRNA	72	262	314	1957	1
PA_vRNA	72	262	314	1991	3
PA_vRNA	72	262	314	1996	5
PA_vRNA	72	262	314	2018	1
PA_vRNA	72	262	314	2032	2
PA_vRNA	72	262	314	2042	1
PA_vRNA	72	262	314	2058	2
PA_vRNA	72	262	315	1925	1
PA_vRNA	72	262	315	1932	156
PA_vRNA	72	262	315	1956	21
PA_vRNA	72	262	315	1959	3
PA_vRNA	72	262	315	1988	1
PA_vRNA	72	262	315	2002	2
PA_vRNA	72	262	315	2013	1
PA_vRNA	72	262	315	2014	612
PA_vRNA	72	262	316	1917	2
PA_vRNA	72	262	316	1926	1184
PA_vRNA	72	262	316	1942	2
PA_vRNA	72	262	316	1993	1
PA_vRNA	72	262	316	2010	11
PA_vRNA	72	262	316	2023	81
PA_vRNA	72	262	316	2026	4
PA_vRNA	72	262	316	2043	1
PA_vRNA	72	262	316	2044	20
PA_vRNA	72	262	316	2051	1
PA_vRNA	72	262	316	2054	1
PA_vRNA	72	262	316	2076	20
PA_vRNA	72	262	317	1949	1
PA_vRNA	72	262	317	1960	2
PA_vRNA	72	262	317	1962	2
PA_vRNA	72	262	317	2015	1
PA_vRNA	72	262	317	2032	1
PA_vRNA	72	262	317	2048	1
PA_vRNA	72	262	317	2049	8
PA_vRNA	72	262	317	2057	1
PA_vRNA	72	262	317	2059	3
PA_vRNA	72	262	317	2067	2
PA_vRNA	72	262	317	2073	732
PA_vRNA	72	262	317	2090	1
PA_vRNA	72	262	317	2110	1
PA_vRNA	72	262	318	1655	26
PA_vRNA	72	262	318	1893	1
PA_vRNA	72	262	318	1943	1
PA_vRNA	72	262	318	1995	556
PA_vRNA	72	262	318	2018	1
PA_vRNA	72	262	318	2051	10
PA_vRNA	72	262	318	2074	1
PA_vRNA	72	262	319	1932	5
PA_vRNA	72	262	319	1947	4
PA_vRNA	72	262	319	1969	8
PA_vRNA	72	262	319	2012	1
PA_vRNA	72	262	319	2014	4
PA_vRNA	72	262	319	2032	1
PA_vRNA	72	262	319	2036	73
PA_vRNA	72	262	319	2058	4
PA_vRNA	72	262	320	1934	1
PA_vRNA	72	262	320	1953	4
PA_vRNA	72	262	320	1956	1
PA_vRNA	72	262	320	1961	1011
PA_vRNA	72	262	320	1963	2
PA_vRNA	72	262	320	1973	11
PA_vRNA	72	262	320	1977	42
PA_vRNA	72	262	320	1982	1
PA_vRNA	72	262	320	1988	2
PA_vRNA	72	262	320	2002	27
PA_vRNA	72	262	320	2047	1
PA_vRNA	72	262	320	2049	1
PA_vRNA	72	262	320	2054	3
PA_vRNA	72	262	320	2056	1
PA_vRNA	72	262	320	2073	1
PA_vRNA	72	262	320	2115	11
PA_vRNA	72	262	321	338	2
PA_vRNA	72	262	321	340	1
PA_vRNA	72	262	321	397	2
PA_vRNA	72	262	321	1804	3
PA_vRNA	72	262	321	1825	16
PA_vRNA	72	262	321	1882	6
PA_vRNA	72	262	321	1917	1
PA_vRNA	72	262	321	1977	175
PA_vRNA	72	262	321	1980	1
PA_vRNA	72	262	321	2007	11
PA_vRNA	72	262	321	2022	726
PA_vRNA	72	262	321	2025	14
PA_vRNA	72	262	321	2051	1
PA_vRNA	72	262	321	2052	56
PA_vRNA	72	262	322	1869	9
PA_vRNA	72	262	322	1973	8
PA_vRNA	72	262	322	2021	67
PA_vRNA	72	262	322	2045	24
PA_vRNA	72	262	322	2097	2
PA_vRNA	72	262	325	1884	1
PA_vRNA	72	262	325	1920	1
PA_vRNA	72	262	325	2021	1
PA_vRNA	72	262	326	1967	4
PA_vRNA	72	262	328	1927	345
PA_vRNA	72	262	328	1972	3
PA_vRNA	72	262	328	1977	1
PA_vRNA	72	262	328	1994	64
PA_vRNA	72	262	329	1940	7
PA_vRNA	72	262	329	1976	3
PA_vRNA	72	262	329	1979	11
PA_vRNA	72	262	329	1988	412
PA_vRNA	72	262	329	2001	2
PA_vRNA	72	262	329	2022	27
PA_vRNA	72	262	329	2025	3
PA_vRNA	72	262	329	2030	2
PA_vRNA	72	262	329	2032	4
PA_vRNA	72	262	329	2056	5
PA_vRNA	72	262	329	2091	1
PA_vRNA	72	262	330	1889	512
PA_vRNA	72	262	330	1960	390
PA_vRNA	72	262	330	1966	2
PA_vRNA	72	262	330	2012	202
PA_vRNA	72	262	330	2018	1
PA_vRNA	72	262	330	2021	90
PA_vRNA	72	262	330	2045	53
PA_vRNA	72	262	330	2057	69
PA_vRNA	72	262	330	2105	1
PA_vRNA	72	262	331	2053	2
PA_vRNA	72	262	332	2087	28
PA_vRNA	72	262	333	1729	104
PA_vRNA	72	262	333	1932	140
PA_vRNA	72	262	333	1986	1
PA_vRNA	72	262	333	2003	2
PA_vRNA	72	262	333	2007	1
PA_vRNA	72	262	333	2012	16
PA_vRNA	72	262	333	2022	1
PA_vRNA	72	262	333	2062	51
PA_vRNA	72	262	334	1909	1
PA_vRNA	72	262	334	1916	1
PA_vRNA	72	262	334	1933	2
PA_vRNA	72	262	334	1941	1
PA_vRNA	72	262	334	1953	1
PA_vRNA	72	262	334	1963	1
PA_vRNA	72	262	334	1977	3
PA_vRNA	72	262	334	1984	1
PA_vRNA	72	262	334	1985	3
PA_vRNA	72	262	334	1995	4
PA_vRNA	72	262	334	1997	2
PA_vRNA	72	262	334	1998	1
PA_vRNA	72	262	334	2013	1
PA_vRNA	72	262	334	2023	4
PA_vRNA	72	262	334	2027	26
PA_vRNA	72	262	334	2030	1070
PA_vRNA	72	262	334	2032	1
PA_vRNA	72	262	334	2039	5
PA_vRNA	72	262	334	2040	1
PA_vRNA	72	262	334	2055	5
PA_vRNA	72	262	334	2121	3
PA_vRNA	72	262	335	1959	1
PA_vRNA	72	262	335	1989	1
PA_vRNA	72	262	335	2002	4
PA_vRNA	72	262	335	2013	6
PA_vRNA	72	262	335	2018	1
PA_vRNA	72	262	336	1951	2
PA_vRNA	72	262	336	2033	1
PA_vRNA	72	262	337	1941	8
PA_vRNA	72	262	339	2000	1
PA_vRNA	72	262	340	1962	1
PA_vRNA	72	262	340	1978	13
PA_vRNA	72	262	341	1874	1
PA_vRNA	72	262	342	1938	5
PA_vRNA	72	262	343	1922	1
PA_vRNA	72	262	343	1960	1
PA_vRNA	72	262	343	2042	2
PA_vRNA	72	262	344	355	1
PA_vRNA	72	262	344	2003	1
PA_vRNA	72	262	344	2022	9
PA_vRNA	72	262	344	2025	10
PA_vRNA	72	262	344	2032	3
PA_vRNA	72	262	344	2057	15
PA_vRNA	72	262	345	1992	1
PA_vRNA	72	262	345	2021	458
PA_vRNA	72	262	345	2036	2
PA_vRNA	72	262	346	1952	11
PA_vRNA	72	262	346	1999	1
PA_vRNA	72	262	346	2056	1
PA_vRNA	72	262	346	2111	2
PA_vRNA	72	262	347	1923	3
PA_vRNA	72	262	347	1960	1
PA_vRNA	72	262	347	2001	6
PA_vRNA	72	262	347	2002	4
PA_vRNA	72	262	347	2026	4
PA_vRNA	72	262	347	2037	1
PA_vRNA	72	262	347	2054	2
PA_vRNA	72	262	348	1802	111
PA_vRNA	72	262	348	1934	1
PA_vRNA	72	262	348	1938	3
PA_vRNA	72	262	348	1960	6
PA_vRNA	72	262	348	1962	41
PA_vRNA	72	262	348	2017	1
PA_vRNA	72	262	348	2054	1
PA_vRNA	72	262	349	1884	3
PA_vRNA	72	262	349	1941	1
PA_vRNA	72	262	349	1961	1
PA_vRNA	72	262	349	1983	1
PA_vRNA	72	262	349	2028	3
PA_vRNA	72	262	349	2032	1
PA_vRNA	72	262	350	1802	9
PA_vRNA	72	262	350	1875	1
PA_vRNA	72	262	350	1974	11
PA_vRNA	72	262	350	1983	1
PA_vRNA	72	262	350	2002	2
PA_vRNA	72	262	350	2009	21
PA_vRNA	72	262	350	2055	2
PA_vRNA	72	262	350	2073	2
PA_vRNA	72	262	351	1923	1
PA_vRNA	72	262	351	1930	60
PA_vRNA	72	262	351	1943	2
PA_vRNA	72	262	351	1959	1
PA_vRNA	72	262	351	1994	3
PA_vRNA	72	262	351	2002	2
PA_vRNA	72	262	351	2016	1
PA_vRNA	72	262	351	2018	1
PA_vRNA	72	262	351	2055	8
PA_vRNA	72	262	351	2085	4
PA_vRNA	72	262	352	1895	236
PA_vRNA	72	262	352	1957	1
PA_vRNA	72	262	352	2005	16
PA_vRNA	72	262	352	2009	1
PA_vRNA	72	262	352	2032	2
PA_vRNA	72	262	352	2060	1
PA_vRNA	72	262	352	2073	7
PA_vRNA	72	262	352	2090	3
PA_vRNA	72	262	352	2092	3
PA_vRNA	72	262	353	1884	3
PA_vRNA	72	262	353	1964	1
PA_vRNA	72	262	353	1992	9
PA_vRNA	72	262	353	2012	3
PA_vRNA	72	262	354	1970	3
PA_vRNA	72	262	354	1990	1
PA_vRNA	72	262	354	1993	2
PA_vRNA	72	262	354	2048	8
PA_vRNA	72	262	355	2009	3
PA_vRNA	72	262	355	2066	1
PA_vRNA	72	262	368	1991	1
PA_vRNA	72	262	389	2021	1
PA_vRNA	72	262	399	2044	1
PA_vRNA	72	262	405	1876	1
PA_vRNA	72	262	426	1972	7
PA_vRNA	72	262	443	1823	1
PA_vRNA	72	262	487	583	1
PA_vRNA	72	262	488	584	108
PA_vRNA	72	262	489	585	1
PA_vRNA	72	262	529	609	296
PA_vRNA	72	262	577	2024	2
PA_vRNA	72	262	619	1677	1
PA_vRNA	72	262	643	1963	223
PA_vRNA	72	262	726	1787	1
PA_vRNA	72	262	729	1790	35
PA_vRNA	72	262	1728	2064	10
PA_vRNA	72	262	1940	1980	1
PA_vRNA	72	262	1960	2062	22
PA_vRNA	72	262	1968	1995	2
PA_vRNA	72	262	1976	2041	30
PA_vRNA	72	262	1993	2052	12
PA_vRNA	72	262	2020	2045	1
PA_vRNA	72	262	2056	2076	31
PA_vRNA	72	262	2062	2077	4
PA_vRNA	72	262	2081	2093	190
PA_vRNA	72	262	2116	2152	3
PA_vRNA	72	262	2131	2144	103
PA_vRNA	72	262	2132	2158	1
PA_vRNA	72	262	2140	2149	1
PA_vRNA	72	262	2150	2158	117
PA_vRNA	72	2047	2081	2093	23
PA_vRNA	72	2047	2083	2111	1
PA_vRNA	72	2047	2094	2144	1
PA_vRNA	72	2047	2096	2115	1
PA_vRNA	72	2047	2099	2124	15
PA_vRNA	72	2047	2100	2116	3
PA_vRNA	72	2047	2119	2155	5
PA_vRNA	72	2047	2131	2144	10
PA_vRNA	72	2047	2132	2158	1
PA_vRNA	72	2047	2150	2158	22
PA_vRNA	72	2097	2131	2144	63
PA_vRNA	72	2097	2132	2158	6
PA_vRNA	72	2097	2133	2151	5
PA_vRNA	72	2097	2137	2157	2
PA_vRNA	72	2097	2139	2151	2
PA_vRNA	72	2097	2140	2149	91
PA_vRNA	72	2097	2142	2156	1
PA_vRNA	72	2097	2150	2158	489
PA_vRNA	72	2097	2188	2197	118
PA_vRNA	73	1959	2001	2073	33
PA_vRNA	79	237	253	2046	7
PA_vRNA	86	256	293	1458	1
PA_vRNA	91	275	290	2051	1
PA_vRNA	91	275	329	1988	1
PA_vRNA	91	275	330	1987	2
PA_vRNA	93	320	328	1927	2
PA_vRNA	93	320	330	1960	1
PA_vRNA	93	320	333	2062	1
PA_vRNA	97	165	237	2089	1
PA_vRNA	101	177	257	2060	2
PA_vRNA	101	177	529	609	1
PA_vRNA	101	177	643	1963	1
PA_vRNA	101	177	2140	2149	1
PA_vRNA	101	217	237	1800	3
PA_vRNA	101	217	237	2089	1
PA_vRNA	101	217	293	2107	1
PA_vRNA	101	217	321	1977	1
PA_vRNA	101	217	1918	1958	2
PA_vRNA	103	1956	2021	2031	1
PA_vRNA	104	112	301	2046	1
PA_vRNA	105	127	213	2054	1
PA_vRNA	108	177	186	2090	2
PA_vRNA	108	177	195	2016	1
PA_vRNA	108	177	208	2041	2
PA_vRNA	108	177	214	2022	1
PA_vRNA	108	177	214	2088	1
PA_vRNA	108	177	243	262	1
PA_vRNA	108	177	248	2052	2
PA_vRNA	108	177	252	2090	3
PA_vRNA	108	177	253	2046	1
PA_vRNA	108	177	254	2033	1
PA_vRNA	108	177	258	1996	8
PA_vRNA	108	177	259	1957	1
PA_vRNA	108	177	259	2084	1
PA_vRNA	108	177	262	2046	6
PA_vRNA	108	177	262	2050	1
PA_vRNA	108	177	262	2107	1
PA_vRNA	108	177	263	2027	1
PA_vRNA	108	177	263	2042	2
PA_vRNA	108	177	268	1955	1
PA_vRNA	108	177	275	2083	1
PA_vRNA	108	177	281	2056	1
PA_vRNA	108	177	285	2025	1
PA_vRNA	108	177	286	2021	1
PA_vRNA	108	177	290	2031	1
PA_vRNA	108	177	290	2064	1
PA_vRNA	108	177	291	1939	2
PA_vRNA	108	177	291	2029	2
PA_vRNA	108	177	296	2025	1
PA_vRNA	108	177	297	1960	1
PA_vRNA	108	177	304	342	2
PA_vRNA	108	177	304	2070	1
PA_vRNA	108	177	307	471	3
PA_vRNA	108	177	309	2015	1
PA_vRNA	108	177	312	1998	1
PA_vRNA	108	177	321	1977	1
PA_vRNA	108	177	321	2022	1
PA_vRNA	108	177	334	2007	1
PA_vRNA	108	177	334	2030	1
PA_vRNA	108	177	339	2000	2
PA_vRNA	108	177	345	2021	1
PA_vRNA	108	177	389	1852	1
PA_vRNA	108	177	399	2044	1
PA_vRNA	108	177	406	2137	1
PA_vRNA	108	177	434	1946	2
PA_vRNA	108	177	455	464	2
PA_vRNA	108	177	476	1864	2
PA_vRNA	108	177	497	1801	1
PA_vRNA	108	177	508	1868	1
PA_vRNA	108	177	526	1757	1
PA_vRNA	108	177	527	1809	1
PA_vRNA	108	177	529	609	1
PA_vRNA	108	177	532	1873	1
PA_vRNA	108	177	537	1717	1
PA_vRNA	108	177	539	1847	1
PA_vRNA	108	177	643	1963	1
PA_vRNA	108	177	2081	2093	1
PA_vRNA	109	163	307	471	1
PA_vRNA	109	163	330	2012	1
PA_vRNA	110	170	258	1996	1
PA_vRNA	111	180	291	2029	1
PA_vRNA	113	176	181	2074	1
PA_vRNA	113	176	307	471	1
PA_vRNA	113	176	442	1807	1
PA_vRNA	114	175	186	2015	1
PA_vRNA	114	175	191	207	2
PA_vRNA	114	175	238	2074	1
PA_vRNA	114	175	259	2084	1
PA_vRNA	114	175	263	2027	1
PA_vRNA	114	175	298	2064	2
PA_vRNA	114	176	178	2054	1
PA_vRNA	114	176	181	2074	30
PA_vRNA	114	176	184	563	1
PA_vRNA	114	176	186	2015	7
PA_vRNA	114	176	190	246	2
PA_vRNA	114	176	191	207	5
