segment	fivePrime_1	threePrime_1	fivePrime_2	threePrime_2	counts
PA_vRNA	72	262	352	2057	5
PA_vRNA	72	262	352	2070	1
PA_vRNA	72	262	352	2115	7
PA_vRNA	72	262	353	1880	4
PA_vRNA	72	262	353	1908	596
PA_vRNA	72	262	353	1927	1
PA_vRNA	72	262	353	1948	2
PA_vRNA	72	262	353	2021	130
PA_vRNA	72	262	353	2032	1
PA_vRNA	72	262	353	2045	2
PA_vRNA	72	262	354	1918	1
PA_vRNA	72	262	354	1991	1
PA_vRNA	72	262	354	2050	18
PA_vRNA	72	262	389	1868	1
PA_vRNA	72	262	425	1964	8
PA_vRNA	72	262	509	1981	3
PA_vRNA	72	262	532	1845	15
PA_vRNA	72	262	537	1863	5
PA_vRNA	72	262	537	1868	4
PA_vRNA	72	262	1894	1970	1
PA_vRNA	72	262	1923	1988	164
PA_vRNA	72	262	1975	2089	428
PA_vRNA	72	262	1978	2054	1
PA_vRNA	72	262	1988	2057	2
PA_vRNA	72	262	1990	2022	80
PA_vRNA	72	262	2010	2032	52
PA_vRNA	72	262	2029	2047	189
PA_vRNA	72	262	2040	2156	1
PA_vRNA	72	262	2081	2097	338
PA_vRNA	72	262	2101	2153	1
PA_vRNA	72	262	2140	2172	3
PA_vRNA	72	262	2145	2158	2
PA_vRNA	72	2047	2081	2097	40
PA_vRNA	72	2047	2114	2171	3
PA_vRNA	72	2097	2126	2159	1
PA_vRNA	72	2097	2139	2150	4
PA_vRNA	72	2097	2139	2156	14
PA_vRNA	72	2097	2145	2158	1
PA_vRNA	75	1959	2041	2057	2
PA_vRNA	91	275	328	2024	1
PA_vRNA	92	206	256	2091	1
PA_vRNA	92	206	277	2034	1
PA_vRNA	97	165	174	2098	1
PA_vRNA	97	165	213	2060	1
PA_vRNA	97	165	230	2106	1
PA_vRNA	97	165	243	2025	1
PA_vRNA	97	165	283	2064	1
PA_vRNA	97	257	302	1994	1
PA_vRNA	101	109	187	1979	6
PA_vRNA	101	109	298	2158	1
PA_vRNA	101	109	328	1953	1
PA_vRNA	101	109	1988	2057	1
PA_vRNA	101	217	221	2009	2
PA_vRNA	101	217	229	2113	1
PA_vRNA	101	217	296	2002	1
PA_vRNA	102	262	285	2009	1
PA_vRNA	102	262	302	1994	1
PA_vRNA	102	262	303	2053	1
PA_vRNA	102	262	329	1844	1
PA_vRNA	102	262	1975	2089	1
PA_vRNA	105	127	163	2104	2
PA_vRNA	108	177	224	1989	1
PA_vRNA	108	177	233	2103	1
PA_vRNA	108	177	241	1977	1
PA_vRNA	108	177	241	2025	1
PA_vRNA	108	177	243	2025	3
PA_vRNA	108	177	251	2035	2
PA_vRNA	108	177	251	2073	1
PA_vRNA	108	177	254	2069	2
PA_vRNA	108	177	257	2123	2
PA_vRNA	108	177	259	2102	1
PA_vRNA	108	177	261	368	1
PA_vRNA	108	177	261	2056	1
PA_vRNA	108	177	262	2046	1
PA_vRNA	108	177	262	2050	1
PA_vRNA	108	177	263	2027	5
PA_vRNA	108	177	268	2073	1
PA_vRNA	108	177	274	2041	1
PA_vRNA	108	177	275	2056	1
PA_vRNA	108	177	281	2074	2
PA_vRNA	108	177	283	2064	1
PA_vRNA	108	177	284	1996	1
PA_vRNA	108	177	285	2009	1
PA_vRNA	108	177	287	1970	1
PA_vRNA	108	177	296	2068	1
PA_vRNA	108	177	316	1994	1
PA_vRNA	108	177	318	1919	3
PA_vRNA	108	177	328	2024	1
PA_vRNA	108	177	329	1822	1
PA_vRNA	108	177	334	1794	1
PA_vRNA	108	177	362	370	1
PA_vRNA	108	177	362	1929	1
PA_vRNA	108	177	362	1941	2
PA_vRNA	108	177	362	1953	1
PA_vRNA	108	177	376	2029	1
PA_vRNA	108	177	387	1986	1
PA_vRNA	108	177	430	1876	1
PA_vRNA	108	177	446	1895	1
PA_vRNA	108	177	454	1921	1
PA_vRNA	108	177	491	1846	1
PA_vRNA	108	177	506	1920	1
PA_vRNA	108	177	537	1787	1
PA_vRNA	108	177	538	2149	1
PA_vRNA	108	177	1975	2089	3
PA_vRNA	108	177	2030	2068	1
PA_vRNA	108	177	2081	2097	1
PA_vRNA	108	217	245	2064	2
PA_vRNA	109	163	334	2014	1
PA_vRNA	109	806	809	1983	1
PA_vRNA	111	180	249	2028	1
PA_vRNA	111	180	385	2007	1
PA_vRNA	111	239	254	2069	1
PA_vRNA	113	176	186	609	1
PA_vRNA	113	176	200	2032	1
PA_vRNA	113	176	228	2025	1
PA_vRNA	113	176	275	2002	1
PA_vRNA	113	176	320	1988	1
PA_vRNA	113	320	327	2016	1
PA_vRNA	113	320	328	1953	1
PA_vRNA	113	320	1988	2057	1
PA_vRNA	114	175	193	2042	1
PA_vRNA	114	175	218	2115	1
PA_vRNA	114	175	237	2075	1
PA_vRNA	114	175	245	2001	1
PA_vRNA	114	175	446	1895	1
PA_vRNA	114	176	180	2032	1
PA_vRNA	114	176	189	2073	2
PA_vRNA	114	176	193	2042	1
PA_vRNA	114	176	213	391	1
PA_vRNA	114	176	214	2052	1
PA_vRNA	114	176	217	2020	1
PA_vRNA	114	176	218	2115	1
PA_vRNA	114	176	219	2091	1
PA_vRNA	114	176	220	2073	1
PA_vRNA	114	176	221	2009	5
PA_vRNA	114	176	223	2072	2
PA_vRNA	114	176	224	1994	2
PA_vRNA	114	176	224	2015	1
PA_vRNA	114	176	228	2025	1
PA_vRNA	114	176	229	2113	6
PA_vRNA	114	176	230	2106	2
PA_vRNA	114	176	233	2103	1
PA_vRNA	114	176	239	2028	1
PA_vRNA	114	176	241	2048	1
PA_vRNA	114	176	243	2025	3
PA_vRNA	114	176	245	1874	1
PA_vRNA	114	176	246	2049	1
PA_vRNA	114	176	249	2028	3
PA_vRNA	114	176	249	2095	1
PA_vRNA	114	176	250	2073	1
PA_vRNA	114	176	251	1887	1
PA_vRNA	114	176	251	1980	3
PA_vRNA	114	176	252	2094	1
PA_vRNA	114	176	254	2069	4
PA_vRNA	114	176	256	2074	2
PA_vRNA	114	176	257	2123	5
PA_vRNA	114	176	262	2069	4
PA_vRNA	114	176	263	2027	2
PA_vRNA	114	176	266	2032	2
PA_vRNA	114	176	269	2042	1
PA_vRNA	114	176	271	1953	1
PA_vRNA	114	176	275	2076	1
PA_vRNA	114	176	277	2034	6
PA_vRNA	114	176	278	2040	1
PA_vRNA	114	176	279	2041	1
PA_vRNA	114	176	281	2074	3
PA_vRNA	114	176	283	1996	1
PA_vRNA	114	176	283	2064	4
PA_vRNA	114	176	284	1955	1
PA_vRNA	114	176	284	2102	1
PA_vRNA	114	176	285	2009	9
PA_vRNA	114	176	285	2025	3
PA_vRNA	114	176	285	2068	1
PA_vRNA	114	176	285	2073	1
PA_vRNA	114	176	286	2077	1
PA_vRNA	114	176	287	1970	2
PA_vRNA	114	176	290	2068	1
PA_vRNA	114	176	293	2028	1
PA_vRNA	114	176	294	1814	1
PA_vRNA	114	176	294	1960	1
PA_vRNA	114	176	295	2011	4
PA_vRNA	114	176	295	2019	1
PA_vRNA	114	176	296	2025	2
PA_vRNA	114	176	296	2057	1
PA_vRNA	114	176	297	1969	1
PA_vRNA	114	176	297	1982	1
PA_vRNA	114	176	297	2036	1
PA_vRNA	114	176	297	2045	2
PA_vRNA	114	176	303	2010	3
PA_vRNA	114	176	304	2027	1
PA_vRNA	114	176	304	2070	1
PA_vRNA	114	176	307	2068	1
PA_vRNA	114	176	313	2005	1
PA_vRNA	114	176	316	1994	7
PA_vRNA	114	176	317	1996	1
PA_vRNA	114	176	320	1988	1
PA_vRNA	114	176	321	1994	1
PA_vRNA	114	176	322	2021	1
PA_vRNA	114	176	325	1495	1
PA_vRNA	114	176	329	1844	6
PA_vRNA	114	176	329	1845	1
PA_vRNA	114	176	329	2007	1
PA_vRNA	114	176	330	2021	1
PA_vRNA	114	176	353	1908	3
PA_vRNA	114	176	356	1940	1
PA_vRNA	114	176	361	374	1
PA_vRNA	114	176	370	1934	1
PA_vRNA	114	176	379	1975	1
PA_vRNA	114	176	379	1984	1
PA_vRNA	114	176	384	1931	1
PA_vRNA	114	176	385	1948	1
