segment	fivePrime	threePrime	counts
PA_vRNA	287	2012	3
M_vRNA	161	965	0
PA_vRNA	2072	2094	47
PB2_vRNA	274	2082	4
PA_vRNA	397	1934	9
PB2_vRNA	426	2013	2
PB1_vRNA	317	2157	14
NP_vRNA	84	208	0
PB2_vRNA	181	1688	4
PB2_vRNA	389	2063	268
PB2_vRNA	233	2177	22
HA_vRNA	231	1617	0
PA_vRNA	1934	2049	20
PB2_vRNA	524	1910	58
PA_vRNA	364	1961	164
PB2_vRNA	173	2064	2
NA_vRNA	189	1339	0
PA_vRNA	385	2007	2112
PB2_vRNA	381	2087	17
PA_vRNA	444	1886	1
HA_vRNA	349	1395	4
PA_vRNA	317	2095	16
PB2_vRNA	455	2006	22
PB2_vRNA	355	2048	0
PA_vRNA	376	1933	11
PA_vRNA	254	1971	0
NA_vRNA	185	1308	2
PA_vRNA	274	1996	7
PB2_vRNA	264	1848	42
PB2_vRNA	313	2183	9
PA_vRNA	312	1999	24
PB1_vRNA	367	2056	2
PB2_vRNA	357	2080	8
PA_vRNA	225	1835	5
PB2_vRNA	487	1961	19
NP_vRNA	806	856	1
PB1_vRNA	272	2023	1
PB1_vRNA	462	2023	119
PB1_vRNA	449	1996	3
PB2_vRNA	253	2157	4
PB2_vRNA	358	2018	29
NA_vRNA	386	1025	9
PB2_vRNA	204	2193	1
PB1_vRNA	520	2017	3
PB2_vRNA	473	1933	88
PB1_vRNA	235	2076	17
PB2_vRNA	313	2072	10
PB1_vRNA	238	267	7
PB2_vRNA	358	2019	2
PB1_vRNA	397	2021	4
PA_vRNA	231	2089	2
PB2_vRNA	1534	2255	9
PB1_vRNA	438	2102	9
PB2_vRNA	253	2235	6
PA_vRNA	213	2074	5
NA_vRNA	299	1198	84
PA_vRNA	321	1989	3
PB1_vRNA	289	2151	2
PA_vRNA	222	2053	1
PA_vRNA	470	1857	0
PA_vRNA	430	1802	1
PA_vRNA	220	2037	5
PA_vRNA	264	2132	8
NA_vRNA	370	1234	0
PB1_vRNA	713	1718	3
PA_vRNA	525	1883	1423
PB2_vRNA	197	2083	0
PB2_vRNA	386	1984	22
PB1_vRNA	713	1789	8
PB2_vRNA	428	1973	24
PB2_vRNA	300	2114	7
PA_vRNA	420	1931	15
PA_vRNA	444	1858	20
PA_vRNA	467	1903	52
PA_vRNA	537	1978	21
PB1_vRNA	312	2151	481
PB2_vRNA	282	2163	0
PA_vRNA	238	2080	3
PB2_vRNA	274	2260	11
PB2_vRNA	348	2103	1
PA_vRNA	269	2076	35
PA_vRNA	333	2033	2
PA_vRNA	277	2030	22
PB2_vRNA	524	1950	10
PB1_vRNA	638	1761	11
PB2_vRNA	204	2222	383
PB1_vRNA	219	2196	634
PA_vRNA	279	2088	10
PB2_vRNA	191	1874	1
PB1_vRNA	298	2133	3
PB2_vRNA	308	2059	1143
PB1_vRNA	352	2122	80
PB1_vRNA	504	2055	37
PA_vRNA	889	985	6
PA_vRNA	304	2050	463
PB2_vRNA	198	2220	1
PB1_vRNA	529	1905	101
PB2_vRNA	424	2102	1
PB1_vRNA	316	2013	3
PB1_vRNA	173	2221	10722
PB2_vRNA	342	2147	19
PB2_vRNA	409	2129	4
PB2_vRNA	342	2038	3
PA_vRNA	227	1826	1
PB2_vRNA	288	2102	5
PA_vRNA	238	2073	18
PB1_vRNA	273	2174	157
PB2_vRNA	567	1890	3
PB2_vRNA	407	2008	13
PB2_vRNA	212	2188	45
PA_vRNA	222	1995	12
PB2_vRNA	1855	1887	15
PA_vRNA	526	1771	109
PA_vRNA	318	2048	4
PB2_vRNA	861	2128	6
PA_vRNA	299	1995	1
PA_vRNA	1876	1920	3
HA_vRNA	1571	1686	1
PB1_vRNA	437	2029	632
PA_vRNA	289	1879	2
PA_vRNA	257	2099	47
PA_vRNA	406	2041	1
PB1_vRNA	258	2195	104
PB2_vRNA	451	1959	26
NA_vRNA	341	1225	2
PB2_vRNA	227	2198	59
PA_vRNA	232	2002	3
PB1_vRNA	385	2021	1
PA_vRNA	225	2089	4
PB2_vRNA	740	1729	7
PB2_vRNA	515	527	7
PB2_vRNA	543	1822	5
PA_vRNA	379	1962	2
PB1_vRNA	284	2158	0
PA_vRNA	321	2005	0
PB1_vRNA	415	2140	0
NA_vRNA	181	1306	5
PB1_vRNA	183	201	168
PA_vRNA	293	2046	72
PB1_vRNA	316	2093	5
PB2_vRNA	453	1876	8
PA_vRNA	228	2055	5
PB1_vRNA	304	2151	16
PB2_vRNA	256	2172	12
PA_vRNA	260	2014	6
PA_vRNA	257	2122	1
PB1_vRNA	433	1899	0
PB1_vRNA	202	2249	5
PB1_vRNA	338	385	1
PB1_vRNA	383	2068	7
PB1_vRNA	310	2186	11
PA_vRNA	369	1922	2
PB2_vRNA	445	2130	1
PA_vRNA	325	2091	1
PB1_vRNA	370	2017	0
PB2_vRNA	2225	2249	46
PB2_vRNA	449	1950	1
PB2_vRNA	445	2019	25
PA_vRNA	303	2027	1
NA_vRNA	385	1063	16
PA_vRNA	226	406	2
PB1_vRNA	311	2189	5
PA_vRNA	293	2065	2
PA_vRNA	284	2032	611
PA_vRNA	237	2050	4
PA_vRNA	196	2147	21
NA_vRNA	468	1095	4
PA_vRNA	318	2049	717
PA_vRNA	261	2113	51
PB2_vRNA	506	1859	13
PA_vRNA	351	1997	5
PA_vRNA	265	2029	4
PA_vRNA	538	1825	40
PA_vRNA	317	2050	2
PA_vRNA	583	1663	1
PB2_vRNA	204	2177	15
PB2_vRNA	455	2017	19
PA_vRNA	333	1986	12
PA_vRNA	221	2074	13
PB1_vRNA	383	2115	12
PB1_vRNA	228	2190	8
PB2_vRNA	562	1908	30
PB2_vRNA	485	2010	2
PA_vRNA	355	2051	1
PB1_vRNA	413	2082	7
PA_vRNA	344	1948	11
PA_vRNA	462	1865	1
PB2_vRNA	455	1971	15
PA_vRNA	402	1865	167
PA_vRNA	189	612	0
PB2_vRNA	322	2046	1
PA_vRNA	310	1332	2
PA_vRNA	292	1991	2
PB2_vRNA	397	2110	0
NA_vRNA	904	1350	17
PB2_vRNA	445	1933	13
PB1_vRNA	434	2093	27
PB2_vRNA	650	1865	26
PA_vRNA	287	2027	0
PA_vRNA	393	1936	1
PA_vRNA	316	2048	7
NP_vRNA	367	1202	4
PA_vRNA	399	1985	16
PA_vRNA	403	1874	221
PB1_vRNA	474	1921	8
PB2_vRNA	345	2040	8
NA_vRNA	162	1327	3
PA_vRNA	562	1645	1
PB2_vRNA	117	2047	1
PB1_vRNA	405	2081	4
PA_vRNA	476	1857	68
PA_vRNA	469	1769	0
PB2_vRNA	215	2142	1562
PA_vRNA	283	1996	2012
PB2_vRNA	454	1952	2
PA_vRNA	426	2049	18
NP_vRNA	227	1420	4
PB2_vRNA	370	2109	8
PB1_vRNA	261	2147	20
PB2_vRNA	541	1831	14
PA_vRNA	211	1990	4
PA_vRNA	266	2018	17
PA_vRNA	1933	2097	74
PA_vRNA	253	2119	0
PB2_vRNA	80	227	7
PA_vRNA	217	2065	10
PA_vRNA	250	2090	5
PB2_vRNA	242	2109	1
PA_vRNA	305	2026	9
PB2_vRNA	355	2067	13
PB2_vRNA	185	2201	9
PB2_vRNA	351	2076	5
PB1_vRNA	447	1992	4
PA_vRNA	169	2142	109
PB2_vRNA	282	2127	33
PA_vRNA	382	1995	8
PA_vRNA	315	2027	0
PA_vRNA	431	1849	76
PB2_vRNA	551	1828	4
PB1_vRNA	413	2004	2
PA_vRNA	2140	2149	99
PA_vRNA	321	1956	1
PA_vRNA	218	2083	94
PB2_vRNA	200	1838	1
PA_vRNA	357	2008	4
PB1_vRNA	296	2152	6
PA_vRNA	223	2014	2
PB2_vRNA	156	2194	1
M_vRNA	579	624	1
PA_vRNA	349	2107	6
PA_vRNA	278	312	11
PB1_vRNA	243	2162	14
PA_vRNA	408	2024	1
PB1_vRNA	268	2154	43
PA_vRNA	390	1970	1993
PB2_vRNA	437	1985	77
NA_vRNA	1239	1280	50
PA_vRNA	460	2098	5
PA_vRNA	207	1959	5
PB1_vRNA	262	2214	126
PB2_vRNA	249	2144	2
NA_vRNA	248	1324	4
PA_vRNA	253	1986	4
PA_vRNA	256	1999	19
PB1_vRNA	214	2216	3
PA_vRNA	362	1729	2
PA_vRNA	402	1802	42
PA_vRNA	321	1988	16
PB2_vRNA	294	2251	0
PB2_vRNA	297	2109	2
NA_vRNA	1304	1378	10
PB1_vRNA	417	2062	3
PA_vRNA	494	1856	77
PB1_vRNA	289	2115	7
PB2_vRNA	237	2145	20
PA_vRNA	227	2059	1
PA_vRNA	351	2019	23
PA_vRNA	452	1816	5
PB1_vRNA	229	2156	20
PB1_vRNA	458	2004	70
NA_vRNA	306	1168	8
PA_vRNA	334	1955	114
PA_vRNA	640	1604	12
PB2_vRNA	553	1872	0
PB1_vRNA	405	2013	1
PB2_vRNA	438	1971	5
PA_vRNA	419	2136	61
NA_vRNA	953	1230	7
PB1_vRNA	289	2182	82
NA_vRNA	306	1160	2
PB2_vRNA	318	2049	4
PA_vRNA	358	1963	2
PB2_vRNA	318	2279	4
PB2_vRNA	276	2187	15
PB2_vRNA	1642	2187	2
PA_vRNA	454	2052	10
PB1_vRNA	364	2060	1
PB1_vRNA	405	1910	0
PA_vRNA	496	1842	0
PB1_vRNA	394	2062	2
PB2_vRNA	220	2194	88
PB2_vRNA	222	2186	18
PA_vRNA	246	2112	1
PB2_vRNA	233	2140	4
PA_vRNA	301	2038	13
PB2_vRNA	464	2023	3
PB2_vRNA	507	1921	19
PB2_vRNA	195	2223	5
PB1_vRNA	383	2131	47
PB2_vRNA	325	2058	3
PB2_vRNA	325	2052	21
PA_vRNA	350	1825	670
PA_vRNA	416	1998	4
PA_vRNA	503	1776	12
PB2_vRNA	389	2076	6
PB1_vRNA	245	2155	3
PA_vRNA	274	2074	4
PB1_vRNA	514	1939	17
PA_vRNA	451	1947	4
PA_vRNA	517	1831	33
PA_vRNA	290	2047	5
PA_vRNA	165	1896	83
PB1_vRNA	415	2032	38
PA_vRNA	2089	2152	27
PB2_vRNA	186	568	14
PB2_vRNA	1141	2279	2
PB2_vRNA	261	2193	100
PA_vRNA	375	2012	13
PB1_vRNA	908	2250	3239
PB2_vRNA	1910	2079	4
NA_vRNA	308	1176	1
PA_vRNA	394	2194	0
PA_vRNA	292	2046	19
PA_vRNA	258	1806	3
PB1_vRNA	304	2129	1
PB2_vRNA	545	622	41
PA_vRNA	369	1941	3
PA_vRNA	487	1874	0
HA_vRNA	547	1690	0
PA_vRNA	421	1976	1
NA_vRNA	158	1161	5
PB1_vRNA	331	2023	13
PA_vRNA	330	2028	4
PB2_vRNA	1242	1280	26
PB1_vRNA	435	2032	7
PA_vRNA	246	1998	286
PA_vRNA	406	2023	19
PA_vRNA	320	2056	162
PB1_vRNA	317	364	28
PB1_vRNA	646	1817	5
PA_vRNA	297	362	982
PA_vRNA	367	2027	3
NA_vRNA	247	1108	3
PA_vRNA	252	2067	4
PA_vRNA	364	1999	11
PB1_vRNA	318	2106	1
PA_vRNA	251	2145	50
PB2_vRNA	483	2015	15
PB1_vRNA	512	1884	0
PB2_vRNA	374	2007	3
PB1_vRNA	514	2082	44
PB1_vRNA	513	2051	11
PA_vRNA	318	1977	6411
PB2_vRNA	333	2064	3
PB1_vRNA	397	2067	10
NA_vRNA	117	1320	12
PA_vRNA	1964	1999	2
NA_vRNA	402	1116	19
PA_vRNA	302	1994	4085
PB1_vRNA	214	2164	6
PB1_vRNA	233	2151	21
PB1_vRNA	458	1993	5
PB2_vRNA	191	2195	1
PB2_vRNA	277	2145	2
NA_vRNA	172	1324	7
PA_vRNA	295	2047	9
PB2_vRNA	442	1908	6
PB1_vRNA	2095	2154	10
PA_vRNA	193	2155	5
PB1_vRNA	463	1974	1166
PB1_vRNA	447	1899	268
PA_vRNA	304	1953	2
PB1_vRNA	228	263	7
PB2_vRNA	291	2128	180
PA_vRNA	187	1979	48
PB1_vRNA	447	2024	17
PA_vRNA	525	1978	1
PB1_vRNA	625	1796	131
PB1_vRNA	256	2037	2
PB2_vRNA	438	1875	13
PA_vRNA	352	2070	2
PB2_vRNA	244	2165	8
NA_vRNA	178	1324	39
PA_vRNA	373	2036	4
PA_vRNA	474	2035	1
PB2_vRNA	236	2147	9
PB1_vRNA	451	2037	3
PA_vRNA	230	2061	0
PA_vRNA	386	1892	1
PB1_vRNA	2205	2217	23
PA_vRNA	242	2105	54
PA_vRNA	525	1816	4
PA_vRNA	266	2052	32
PB1_vRNA	264	2250	13
PB2_vRNA	286	2201	9
PB2_vRNA	449	1910	4
PB2_vRNA	619	1863	6
PA_vRNA	1119	1636	0
PB1_vRNA	314	2059	31
PB1_vRNA	370	1966	8
PA_vRNA	335	1991	8
NA_vRNA	274	1159	0
PB1_vRNA	375	2212	24
PB1_vRNA	341	2044	481
PB2_vRNA	98	2111	16
PA_vRNA	236	1979	5
PA_vRNA	284	2157	9
PB1_vRNA	430	2013	10
PB1_vRNA	471	2035	9
PB2_vRNA	319	2126	5
PA_vRNA	714	1589	4
PA_vRNA	424	1979	986
PB2_vRNA	343	2009	6
PB1_vRNA	631	1775	6
PB2_vRNA	181	2196	6
PB1_vRNA	1984	2009	5295
PB2_vRNA	248	2196	17
PB2_vRNA	496	2173	56
PB1_vRNA	462	2001	0
PA_vRNA	220	2072	25
PB1_vRNA	295	2214	13
PB2_vRNA	454	2020	0
PB2_vRNA	484	1885	3
PB1_vRNA	688	1790	3
PA_vRNA	253	2117	51
PA_vRNA	523	1801	1
PB1_vRNA	413	1975	4
PA_vRNA	230	2074	161
PA_vRNA	275	2042	5004
PA_vRNA	284	2073	5
PA_vRNA	374	2050	1577
PB1_vRNA	2247	2287	3
PB1_vRNA	230	2194	107
PA_vRNA	289	1995	4
PB2_vRNA	266	2127	13
PB2_vRNA	390	2058	693
PB2_vRNA	375	2025	0
PB2_vRNA	611	1831	0
PA_vRNA	306	1995	202
PB1_vRNA	728	1733	2268
PB1_vRNA	451	2019	9
PB1_vRNA	985	1455	7
PB2_vRNA	222	2181	1142
PA_vRNA	351	1889	10
PA_vRNA	285	2008	6
PB2_vRNA	387	2057	9
PA_vRNA	265	1998	260
PB2_vRNA	248	2197	10
PA_vRNA	276	2050	5
PA_vRNA	309	2045	16
PB1_vRNA	317	2146	47
PB2_vRNA	739	1702	2
PA_vRNA	334	1993	4
PA_vRNA	319	2054	1
PA_vRNA	254	2106	9
PB2_vRNA	167	370	363
PB2_vRNA	449	2017	8
PB2_vRNA	550	1879	7
PA_vRNA	250	2048	7
PB2_vRNA	219	2166	335
PA_vRNA	301	2039	5
PB1_vRNA	310	2101	6
PA_vRNA	221	2111	8
NA_vRNA	190	1283	5
PA_vRNA	334	1996	7
PB1_vRNA	213	2121	4
PB1_vRNA	299	2177	2498
PB2_vRNA	139	2117	0
PB1_vRNA	252	2186	2737
PB1_vRNA	245	2219	17
PA_vRNA	219	2053	7
PA_vRNA	242	2024	1
PB2_vRNA	280	2138	8
PA_vRNA	235	2061	6
PA_vRNA	362	1929	0
PB1_vRNA	398	2063	738
PA_vRNA	473	1872	11
PB2_vRNA	236	2172	183
PB2_vRNA	563	1918	4
PB2_vRNA	323	2043	12
PA_vRNA	320	1925	46
PA_vRNA	296	370	194
PB2_vRNA	187	2172	4
PB2_vRNA	167	2119	179
PB2_vRNA	470	1887	20
PA_vRNA	485	1814	36
PB1_vRNA	445	1986	10
NA_vRNA	341	1187	4
PB1_vRNA	249	2185	8
PB2_vRNA	387	2070	858
PA_vRNA	631	1770	102
PB1_vRNA	286	2177	9
PA_vRNA	1988	2090	15
PA_vRNA	291	2026	49
PB1_vRNA	271	2120	11
PA_vRNA	1995	2004	5
PB2_vRNA	455	2099	2
PA_vRNA	538	1776	11
PB1_vRNA	258	2138	1
PB1_vRNA	326	2169	23
NA_vRNA	650	1327	47
PA_vRNA	284	2065	6
PA_vRNA	351	2065	8
PB1_vRNA	342	2040	17
PB1_vRNA	2144	2177	3
PB2_vRNA	612	1880	0
PB1_vRNA	485	1938	79
PB2_vRNA	166	2135	12
PB1_vRNA	217	2118	185
PA_vRNA	367	1882	21
PB2_vRNA	714	1689	13
PA_vRNA	333	1960	7
PB2_vRNA	188	2229	0
PB1_vRNA	290	2284	35
PB2_vRNA	358	2033	41
PA_vRNA	258	1989	3
PB2_vRNA	477	2036	1
PA_vRNA	193	2130	5
PA_vRNA	356	1893	1
PA_vRNA	251	1980	5783
PA_vRNA	424	1941	90
PA_vRNA	537	1813	10
PA_vRNA	334	1916	14
PA_vRNA	65	1966	42
PB2_vRNA	263	2146	11
PB2_vRNA	187	2120	0
PB2_vRNA	265	2184	25
PB1_vRNA	86	98	28
PA_vRNA	430	1941	6
PB1_vRNA	317	2047	1
PA_vRNA	291	1978	540
PA_vRNA	308	2120	14
PA_vRNA	395	2041	198
PB1_vRNA	185	2169	56
PB2_vRNA	643	1729	6
PB1_vRNA	230	2171	3
PB1_vRNA	314	2149	468
PB2_vRNA	634	1847	1
PA_vRNA	196	2076	12
PB2_vRNA	198	2226	484
PA_vRNA	348	1985	9
PB2_vRNA	248	2133	21
NA_vRNA	150	1350	30
PA_vRNA	504	1889	69
PB1_vRNA	249	2180	2
PB2_vRNA	259	2096	6
PA_vRNA	335	1989	10
PA_vRNA	538	1763	0
PB1_vRNA	253	2211	3
PB1_vRNA	444	2064	3
PA_vRNA	257	2025	5
PA_vRNA	577	1847	6
PB1_vRNA	446	2023	1368
PB1_vRNA	239	2190	4
PB2_vRNA	1296	1369	0
PA_vRNA	391	1867	348
M_vRNA	301	993	0
PB1_vRNA	289	2217	10
PA_vRNA	231	2068	6
PA_vRNA	318	1987	22
PB1_vRNA	338	2110	222
PB2_vRNA	455	2049	6
PA_vRNA	269	2065	19
PA_vRNA	266	2061	2
PB2_vRNA	187	2129	203
PA_vRNA	281	2072	7
PA_vRNA	320	2011	19
PB2_vRNA	252	2195	8
PA_vRNA	542	1672	3
PB1_vRNA	345	2015	32
PB1_vRNA	360	2141	1
PB1_vRNA	366	1976	48
PA_vRNA	301	1998	6
PB1_vRNA	245	2082	59
PB1_vRNA	745	1643	0
PB2_vRNA	197	611	11
PB2_vRNA	424	1980	4
PB2_vRNA	592	1826	22
PA_vRNA	621	1741	1565
PB2_vRNA	216	2221	4
PB2_vRNA	472	1984	3
PA_vRNA	268	2122	5
PB1_vRNA	499	577	10
PB2_vRNA	455	2015	13
PB2_vRNA	356	2015	18
PB1_vRNA	132	1766	1
PB2_vRNA	516	1900	3
NA_vRNA	1314	1345	3
NP_vRNA	292	1405	12
PB1_vRNA	554	1827	13
PB1_vRNA	355	2029	1
PB1_vRNA	399	2173	2
PB2_vRNA	121	2083	17
PB1_vRNA	395	2060	1
PB2_vRNA	378	2028	1159
NA_vRNA	235	1230	26
PB1_vRNA	375	2026	17
PB1_vRNA	465	1976	35
PB1_vRNA	319	2147	15
PB2_vRNA	188	2181	8
HA_vRNA	237	1673	14
PA_vRNA	284	2023	5
PB1_vRNA	218	2235	5
NP_vRNA	210	272	1
PA_vRNA	400	1910	41
PA_vRNA	453	1972	3
PB1_vRNA	272	1958	40
PB1_vRNA	234	2154	0
PB2_vRNA	197	2219	23
PA_vRNA	356	1998	6
PB1_vRNA	418	2024	271
PA_vRNA	43	1932	5
PB1_vRNA	471	2052	41
PA_vRNA	538	1858	250
PB2_vRNA	248	2138	8
PB1_vRNA	293	2134	1879
PB2_vRNA	226	2156	2
PB2_vRNA	269	2214	19
PB1_vRNA	451	1708	84
PB1_vRNA	320	2015	7
PB1_vRNA	259	2176	21
PB1_vRNA	310	2173	6
NA_vRNA	1283	1327	6
PA_vRNA	152	1980	84
PB1_vRNA	442	2021	69
PA_vRNA	173	2135	7
PA_vRNA	428	2098	4
PB1_vRNA	439	2005	685
PB1_vRNA	620	1836	38
PA_vRNA	194	2069	3
PB2_vRNA	244	2203	96
PB1_vRNA	275	2159	8
PA_vRNA	356	1953	13
PB1_vRNA	275	2067	0
PB2_vRNA	471	1965	11
PB2_vRNA	1198	1223	12
PB1_vRNA	439	1913	1
PB2_vRNA	389	2083	4
PB1_vRNA	262	2095	1
PA_vRNA	317	2029	91
PA_vRNA	227	2041	745
PA_vRNA	257	2062	3
PB2_vRNA	410	2089	4
PA_vRNA	378	1939	7
PB2_vRNA	274	2136	9
PB1_vRNA	244	2022	332
PB1_vRNA	248	2160	2
PA_vRNA	321	1919	0
PA_vRNA	210	2086	4
PA_vRNA	391	1926	0
PB1_vRNA	289	2144	200
PB2_vRNA	712	1869	0
PA_vRNA	314	2059	12
PA_vRNA	257	2030	2
PA_vRNA	320	2053	20
PB2_vRNA	375	2044	33
NA_vRNA	1322	1376	158
PA_vRNA	1142	1733	0
PB2_vRNA	237	2170	17
PB1_vRNA	662	1894	88
PB1_vRNA	313	1962	1
PA_vRNA	279	2041	139
PB2_vRNA	331	2110	32
PA_vRNA	592	635	31
PB1_vRNA	747	1811	3
PB2_vRNA	217	2175	5
PB2_vRNA	250	2203	7
PA_vRNA	495	1859	3
PB2_vRNA	430	2009	50
PA_vRNA	265	2050	7
PA_vRNA	499	1886	4
PA_vRNA	437	1856	0
PA_vRNA	279	2039	1
PA_vRNA	286	1992	71
PA_vRNA	483	1860	21
NA_vRNA	276	1161	3
PB2_vRNA	265	2130	795
PB1_vRNA	272	2148	8
PA_vRNA	308	2051	2
PB2_vRNA	526	1910	9
PB2_vRNA	428	1911	1407
PA_vRNA	262	2046	484
PB2_vRNA	248	2192	25
PB2_vRNA	339	2106	2
NA_vRNA	445	1350	5
PB1_vRNA	389	1984	7
PB1_vRNA	282	2113	2
PB2_vRNA	371	2048	6
PA_vRNA	2126	2153	0
PA_vRNA	209	2029	12
PB1_vRNA	625	1744	2
PB1_vRNA	251	316	1
PB1_vRNA	518	801	1
PB1_vRNA	233	265	11
PA_vRNA	294	2009	9
PB1_vRNA	407	1932	21
PA_vRNA	401	2138	18
PB2_vRNA	816	1623	24
M_vRNA	599	628	0
PB2_vRNA	343	2164	13
PB2_vRNA	588	1955	25
PB2_vRNA	289	2202	42
NA_vRNA	289	1139	7
PA_vRNA	227	2056	7
PA_vRNA	304	2063	0
PA_vRNA	186	1865	2
PB1_vRNA	523	2290	2
PB2_vRNA	220	2192	215
PA_vRNA	214	2052	6547
PA_vRNA	177	1895	135
PA_vRNA	308	2003	607
PB2_vRNA	552	1912	4
NP_vRNA	390	1197	1
PA_vRNA	349	2073	15
PA_vRNA	537	1888	27
PB2_vRNA	456	1978	0
PB2_vRNA	411	2038	0
PA_vRNA	212	2061	0
PA_vRNA	203	2075	3
PB1_vRNA	168	1777	2
PB1_vRNA	394	2021	3
PA_vRNA	2046	2150	3
PB2_vRNA	238	2160	17
PB2_vRNA	383	2080	77
HA_vRNA	678	1519	0
PB2_vRNA	264	2213	107
PA_vRNA	235	2029	5
PB1_vRNA	332	2086	0
PA_vRNA	160	2031	9
PB2_vRNA	219	2205	56
PA_vRNA	379	1956	2
PB2_vRNA	220	1887	1
PA_vRNA	246	2069	33
PB2_vRNA	543	1941	12
PB2_vRNA	2154	2174	80
PA_vRNA	262	1777	8
PB1_vRNA	375	2177	2
PB1_vRNA	348	2114	3
PB1_vRNA	332	2145	17
PB2_vRNA	2095	2124	54
PA_vRNA	247	2026	1
PA_vRNA	395	1931	2
PA_vRNA	251	2060	26
PA_vRNA	329	1957	3
PA_vRNA	1822	1942	23
PB1_vRNA	274	2076	14
PA_vRNA	490	1782	18
PB2_vRNA	600	1779	0
PA_vRNA	230	2104	237
PA_vRNA	312	2106	4
PA_vRNA	477	1854	3
PB1_vRNA	432	1899	54
PB2_vRNA	432	2015	15
PB2_vRNA	249	2247	1
PA_vRNA	297	2021	0
PA_vRNA	139	1773	806
PB2_vRNA	220	2303	3
PA_vRNA	349	2003	171
PA_vRNA	218	247	15
PA_vRNA	277	2001	1
PB2_vRNA	477	1977	89
PB1_vRNA	562	1973	73
PA_vRNA	351	1930	13
PA_vRNA	491	562	2347
PA_vRNA	268	2045	5
PB2_vRNA	268	551	8
PB2_vRNA	391	2023	18
PA_vRNA	317	2007	2
PB2_vRNA	277	2268	2
PB1_vRNA	587	1901	1
PB1_vRNA	456	1780	91
PA_vRNA	265	2002	2
PB1_vRNA	415	1900	41
