segment	fivePrime	threePrime	counts
PB2_vRNA	190	2113	0
PB2_vRNA	2127	2145	18
PB1_vRNA	368	2034	0
PB1_vRNA	356	2086	83
PA_vRNA	347	1963	0
PA_vRNA	376	2059	8
PB1_vRNA	219	385	14
PB2_vRNA	416	2039	4
PB2_vRNA	423	2038	0
PB1_vRNA	433	2028	1
PB1_vRNA	262	2161	5
PB2_vRNA	551	1882	1685
PA_vRNA	596	1607	0
PA_vRNA	213	2047	0
PB1_vRNA	126	184	1
PB2_vRNA	242	2112	0
PB1_vRNA	450	1991	47
PB1_vRNA	625	1826	2
NA_vRNA	653	1326	44
PB2_vRNA	623	1883	34
PA_vRNA	564	1677	110
PB2_vRNA	291	1995	5
PA_vRNA	287	2012	0
M_vRNA	161	965	0
PA_vRNA	2072	2094	22
PB2_vRNA	274	2082	7
PA_vRNA	397	1934	55
PB2_vRNA	426	2013	0
PB1_vRNA	317	2157	1
NP_vRNA	84	208	2
PB2_vRNA	181	1688	0
PB2_vRNA	389	2063	122
PB2_vRNA	233	2177	11
HA_vRNA	231	1617	2
PA_vRNA	1934	2049	14
PB2_vRNA	524	1910	35
PA_vRNA	364	1961	107
PB2_vRNA	173	2064	18
NA_vRNA	189	1339	2
PA_vRNA	385	2007	1638
PB2_vRNA	381	2087	22
PA_vRNA	444	1886	0
HA_vRNA	349	1395	0
PA_vRNA	317	2095	18
PB2_vRNA	455	2006	1
PB2_vRNA	355	2048	0
PA_vRNA	376	1933	3
PA_vRNA	254	1971	0
NA_vRNA	185	1308	1
PA_vRNA	274	1996	3
PB2_vRNA	264	1848	4
PB2_vRNA	313	2183	0
PA_vRNA	312	1999	61
PB1_vRNA	367	2056	2
PB2_vRNA	357	2080	7
PA_vRNA	225	1835	0
PB2_vRNA	487	1961	21
NP_vRNA	806	856	2
PB1_vRNA	272	2023	6
PB1_vRNA	462	2023	43
PB1_vRNA	449	1996	0
PB2_vRNA	253	2157	0
PB2_vRNA	358	2018	155
NA_vRNA	386	1025	4
PB2_vRNA	204	2193	3
PB1_vRNA	520	2017	0
PB2_vRNA	473	1933	29
PB1_vRNA	235	2076	73
PB2_vRNA	313	2072	0
PB1_vRNA	238	267	0
PB2_vRNA	358	2019	2
PB1_vRNA	397	2021	0
PA_vRNA	231	2089	1
PB2_vRNA	1534	2255	9
PB1_vRNA	438	2102	10
PB2_vRNA	253	2235	0
PA_vRNA	213	2074	0
NA_vRNA	299	1198	244
PA_vRNA	321	1989	1
PB1_vRNA	289	2151	7
PA_vRNA	222	2053	1
PA_vRNA	470	1857	3
PA_vRNA	430	1802	0
PA_vRNA	220	2037	68
PA_vRNA	264	2132	1
NA_vRNA	370	1234	0
PB1_vRNA	713	1718	6
PA_vRNA	525	1883	988
PB2_vRNA	197	2083	17
PB2_vRNA	386	1984	37
PB1_vRNA	713	1789	8
PB2_vRNA	428	1973	3
PB2_vRNA	300	2114	2
PA_vRNA	420	1931	2
PA_vRNA	444	1858	45
PA_vRNA	467	1903	7
PA_vRNA	537	1978	0
PB1_vRNA	312	2151	251
PB2_vRNA	282	2163	0
PA_vRNA	238	2080	1
PB2_vRNA	274	2260	48
PB2_vRNA	348	2103	0
PA_vRNA	269	2076	0
PA_vRNA	333	2033	0
PA_vRNA	277	2030	0
PB2_vRNA	524	1950	2
PB1_vRNA	638	1761	1
PB2_vRNA	204	2222	445
PB1_vRNA	219	2196	417
PA_vRNA	279	2088	1
PB2_vRNA	191	1874	0
PB1_vRNA	298	2133	7
PB2_vRNA	308	2059	1454
PB1_vRNA	352	2122	17
PB1_vRNA	504	2055	14
PA_vRNA	889	985	3
PA_vRNA	304	2050	524
PB2_vRNA	198	2220	2
PB1_vRNA	529	1905	107
PB2_vRNA	424	2102	0
PB1_vRNA	316	2013	0
PB1_vRNA	173	2221	13803
PB2_vRNA	342	2147	21
PB2_vRNA	409	2129	0
PB2_vRNA	342	2038	0
PA_vRNA	227	1826	0
PB2_vRNA	288	2102	0
PA_vRNA	238	2073	0
PB1_vRNA	273	2174	172
PB2_vRNA	567	1890	16
PB2_vRNA	407	2008	0
PB2_vRNA	212	2188	32
PA_vRNA	222	1995	43
PB2_vRNA	1855	1887	6
PA_vRNA	526	1771	180
PA_vRNA	318	2048	1
PB2_vRNA	861	2128	0
PA_vRNA	299	1995	7
PA_vRNA	1876	1920	4
HA_vRNA	1571	1686	2
PB1_vRNA	437	2029	394
PA_vRNA	289	1879	0
PA_vRNA	257	2099	0
PA_vRNA	406	2041	1
PB1_vRNA	258	2195	60
PB2_vRNA	451	1959	17
NA_vRNA	341	1225	0
PB2_vRNA	227	2198	65
PA_vRNA	232	2002	0
PB1_vRNA	385	2021	1
PA_vRNA	225	2089	29
PB2_vRNA	740	1729	6
PB2_vRNA	515	527	6
PB2_vRNA	543	1822	0
PA_vRNA	379	1962	4
PB1_vRNA	284	2158	14
PA_vRNA	321	2005	1
PB1_vRNA	415	2140	0
NA_vRNA	181	1306	0
PB1_vRNA	183	201	76
PA_vRNA	293	2046	225
PB1_vRNA	316	2093	16
PB2_vRNA	453	1876	0
PA_vRNA	228	2055	0
PB1_vRNA	304	2151	1
PB2_vRNA	256	2172	40
PA_vRNA	260	2014	15
PA_vRNA	257	2122	1
PB1_vRNA	433	1899	13
PB1_vRNA	202	2249	1
PB1_vRNA	338	385	0
PB1_vRNA	383	2068	0
PB1_vRNA	310	2186	0
PA_vRNA	369	1922	4
PB2_vRNA	445	2130	57
PA_vRNA	325	2091	12
PB1_vRNA	370	2017	0
PB2_vRNA	2225	2249	45
PB2_vRNA	449	1950	0
PB2_vRNA	445	2019	48
PA_vRNA	303	2027	1
NA_vRNA	385	1063	8
PA_vRNA	226	406	2
PB1_vRNA	311	2189	0
PA_vRNA	293	2065	0
PA_vRNA	284	2032	324
PA_vRNA	237	2050	22
PA_vRNA	196	2147	0
NA_vRNA	468	1095	0
PA_vRNA	318	2049	758
PA_vRNA	261	2113	7
PB2_vRNA	506	1859	12
PA_vRNA	351	1997	67
PA_vRNA	265	2029	3
PA_vRNA	538	1825	32
PA_vRNA	317	2050	2
PA_vRNA	583	1663	0
PB2_vRNA	204	2177	0
PB2_vRNA	455	2017	4
PA_vRNA	333	1986	17
PA_vRNA	221	2074	22
PB1_vRNA	383	2115	2
PB1_vRNA	228	2190	10
PB2_vRNA	562	1908	33
PB2_vRNA	485	2010	0
PA_vRNA	355	2051	0
PB1_vRNA	413	2082	1
PA_vRNA	344	1948	88
PA_vRNA	462	1865	0
PB2_vRNA	455	1971	3
PA_vRNA	402	1865	914
PA_vRNA	189	612	2
PB2_vRNA	322	2046	2
PA_vRNA	310	1332	0
PA_vRNA	292	1991	0
PB2_vRNA	397	2110	1
NA_vRNA	904	1350	13
PB2_vRNA	445	1933	7
PB1_vRNA	434	2093	4
PB2_vRNA	650	1865	55
PA_vRNA	287	2027	1
PA_vRNA	393	1936	1
PA_vRNA	316	2048	14
NP_vRNA	367	1202	3
PA_vRNA	399	1985	8
PA_vRNA	403	1874	181
PB1_vRNA	474	1921	3
PB2_vRNA	345	2040	0
NA_vRNA	162	1327	1
PA_vRNA	562	1645	0
PB2_vRNA	117	2047	4
PB1_vRNA	405	2081	1
PA_vRNA	476	1857	30
PA_vRNA	469	1769	2
PB2_vRNA	215	2142	1726
PA_vRNA	283	1996	2057
PB2_vRNA	454	1952	0
PA_vRNA	426	2049	1
NP_vRNA	227	1420	2
PB2_vRNA	370	2109	4
PB1_vRNA	261	2147	6
PB2_vRNA	541	1831	7
PA_vRNA	211	1990	0
PA_vRNA	266	2018	0
PA_vRNA	1933	2097	42
PA_vRNA	253	2119	0
PB2_vRNA	80	227	4
PA_vRNA	217	2065	0
PA_vRNA	250	2090	1
PB2_vRNA	242	2109	0
PA_vRNA	305	2026	0
PB2_vRNA	355	2067	8
PB2_vRNA	185	2201	2
PB2_vRNA	351	2076	1
PB1_vRNA	447	1992	0
PA_vRNA	169	2142	139
PB2_vRNA	282	2127	71
PA_vRNA	382	1995	0
PA_vRNA	315	2027	0
PA_vRNA	431	1849	107
PB2_vRNA	551	1828	13
PB1_vRNA	413	2004	0
PA_vRNA	2140	2149	54
PA_vRNA	321	1956	0
PA_vRNA	218	2083	0
PB2_vRNA	200	1838	2
PA_vRNA	357	2008	30
PB1_vRNA	296	2152	0
PA_vRNA	223	2014	2
PB2_vRNA	156	2194	1
M_vRNA	579	624	4
PA_vRNA	349	2107	1
PA_vRNA	278	312	2
PB1_vRNA	243	2162	0
PA_vRNA	408	2024	0
PB1_vRNA	268	2154	13
PA_vRNA	390	1970	2442
PB2_vRNA	437	1985	143
NA_vRNA	1239	1280	37
PA_vRNA	460	2098	0
PA_vRNA	207	1959	0
PB1_vRNA	262	2214	17
PB2_vRNA	249	2144	4
NA_vRNA	248	1324	2
PA_vRNA	253	1986	3
PA_vRNA	256	1999	7
PB1_vRNA	214	2216	3
PA_vRNA	362	1729	0
PA_vRNA	402	1802	63
PA_vRNA	321	1988	0
PB2_vRNA	294	2251	0
PB2_vRNA	297	2109	0
NA_vRNA	1304	1378	14
PB1_vRNA	417	2062	1
PA_vRNA	494	1856	40
PB1_vRNA	289	2115	0
PB2_vRNA	237	2145	15
PA_vRNA	227	2059	2
PA_vRNA	351	2019	25
PA_vRNA	452	1816	0
PB1_vRNA	229	2156	2
PB1_vRNA	458	2004	59
NA_vRNA	306	1168	4
PA_vRNA	334	1955	49
PA_vRNA	640	1604	13
PB2_vRNA	553	1872	56
PB1_vRNA	405	2013	0
PB2_vRNA	438	1971	0
PA_vRNA	419	2136	0
NA_vRNA	953	1230	0
PB1_vRNA	289	2182	29
NA_vRNA	306	1160	0
PB2_vRNA	318	2049	11
PA_vRNA	358	1963	0
PB2_vRNA	318	2279	1
PB2_vRNA	276	2187	29
PB2_vRNA	1642	2187	4
PA_vRNA	454	2052	1
PB1_vRNA	364	2060	0
PB1_vRNA	405	1910	5
PA_vRNA	496	1842	10
PB1_vRNA	394	2062	0
PB2_vRNA	220	2194	63
PB2_vRNA	222	2186	14
PA_vRNA	246	2112	1
PB2_vRNA	233	2140	2
PA_vRNA	301	2038	3
PB2_vRNA	464	2023	3
PB2_vRNA	507	1921	0
PB2_vRNA	195	2223	5
PB1_vRNA	383	2131	55
PB2_vRNA	325	2058	10
PB2_vRNA	325	2052	12
PA_vRNA	350	1825	453
PA_vRNA	416	1998	3
PA_vRNA	503	1776	9
PB2_vRNA	389	2076	0
PB1_vRNA	245	2155	0
PA_vRNA	274	2074	0
PB1_vRNA	514	1939	2
PA_vRNA	451	1947	0
PA_vRNA	517	1831	69
PA_vRNA	290	2047	1
PA_vRNA	165	1896	2
PB1_vRNA	415	2032	2
PA_vRNA	2089	2152	28
PB2_vRNA	186	568	0
PB2_vRNA	1141	2279	0
PB2_vRNA	261	2193	68
PA_vRNA	375	2012	0
PB1_vRNA	908	2250	1215
PB2_vRNA	1910	2079	0
NA_vRNA	308	1176	0
PA_vRNA	394	2194	0
PA_vRNA	292	2046	3
PA_vRNA	258	1806	0
PB1_vRNA	304	2129	0
PB2_vRNA	545	622	26
PA_vRNA	369	1941	15
PA_vRNA	487	1874	0
HA_vRNA	547	1690	1
PA_vRNA	421	1976	0
NA_vRNA	158	1161	0
PB1_vRNA	331	2023	0
PA_vRNA	330	2028	24
PB2_vRNA	1242	1280	6
PB1_vRNA	435	2032	4
PA_vRNA	246	1998	411
PA_vRNA	406	2023	1
PA_vRNA	320	2056	24
PB1_vRNA	317	364	27
PB1_vRNA	646	1817	2
PA_vRNA	297	362	795
PA_vRNA	367	2027	0
NA_vRNA	247	1108	0
PA_vRNA	252	2067	5
PA_vRNA	364	1999	7
PB1_vRNA	318	2106	1
PA_vRNA	251	2145	45
PB2_vRNA	483	2015	1
PB1_vRNA	512	1884	4
PB2_vRNA	374	2007	13
PB1_vRNA	514	2082	34
PB1_vRNA	513	2051	5
PA_vRNA	318	1977	9070
PB2_vRNA	333	2064	0
PB1_vRNA	397	2067	1
NA_vRNA	117	1320	1
PA_vRNA	1964	1999	0
NA_vRNA	402	1116	7
PA_vRNA	302	1994	5536
PB1_vRNA	214	2164	37
PB1_vRNA	233	2151	3
PB1_vRNA	458	1993	17
PB2_vRNA	191	2195	0
PB2_vRNA	277	2145	0
NA_vRNA	172	1324	0
PA_vRNA	295	2047	0
PB2_vRNA	442	1908	0
PB1_vRNA	2095	2154	0
PA_vRNA	193	2155	6
PB1_vRNA	463	1974	355
PB1_vRNA	447	1899	101
PA_vRNA	304	1953	6
PB1_vRNA	228	263	0
PB2_vRNA	291	2128	155
PA_vRNA	187	1979	0
PB1_vRNA	447	2024	1
PA_vRNA	525	1978	0
PB1_vRNA	625	1796	156
PB1_vRNA	256	2037	0
PB2_vRNA	438	1875	24
PA_vRNA	352	2070	2
PB2_vRNA	244	2165	0
NA_vRNA	178	1324	0
PA_vRNA	373	2036	136
PA_vRNA	474	2035	0
PB2_vRNA	236	2147	0
PB1_vRNA	451	2037	1
PA_vRNA	230	2061	1
PA_vRNA	386	1892	9
PB1_vRNA	2205	2217	21
PA_vRNA	242	2105	0
PA_vRNA	525	1816	0
PA_vRNA	266	2052	0
PB1_vRNA	264	2250	42
PB2_vRNA	286	2201	0
PB2_vRNA	449	1910	2
PB2_vRNA	619	1863	35
PA_vRNA	1119	1636	1
PB1_vRNA	314	2059	54
PB1_vRNA	370	1966	7
PA_vRNA	335	1991	0
NA_vRNA	274	1159	3
PB1_vRNA	375	2212	3
PB1_vRNA	341	2044	232
PB2_vRNA	98	2111	2
PA_vRNA	236	1979	0
PA_vRNA	284	2157	104
PB1_vRNA	430	2013	1
PB1_vRNA	471	2035	6
PB2_vRNA	319	2126	23
PA_vRNA	714	1589	0
PA_vRNA	424	1979	1074
PB2_vRNA	343	2009	0
PB1_vRNA	631	1775	4
PB2_vRNA	181	2196	277
PB1_vRNA	1984	2009	2732
PB2_vRNA	248	2196	57
PB2_vRNA	496	2173	8
PB1_vRNA	462	2001	0
PA_vRNA	220	2072	0
PB1_vRNA	295	2214	5
PB2_vRNA	454	2020	0
PB2_vRNA	484	1885	0
PB1_vRNA	688	1790	8
PA_vRNA	253	2117	36
PA_vRNA	523	1801	0
PB1_vRNA	413	1975	0
PA_vRNA	230	2074	127
PA_vRNA	275	2042	5791
PA_vRNA	284	2073	0
PA_vRNA	374	2050	1568
PB1_vRNA	2247	2287	0
PB1_vRNA	230	2194	42
PA_vRNA	289	1995	0
PB2_vRNA	266	2127	9
PB2_vRNA	390	2058	902
PB2_vRNA	375	2025	5
PB2_vRNA	611	1831	1
PA_vRNA	306	1995	263
PB1_vRNA	728	1733	1157
PB1_vRNA	451	2019	0
PB1_vRNA	985	1455	5
PB2_vRNA	222	2181	2688
PA_vRNA	351	1889	0
PA_vRNA	285	2008	1
PB2_vRNA	387	2057	37
PA_vRNA	265	1998	64
PB2_vRNA	248	2197	9
PA_vRNA	276	2050	31
PA_vRNA	309	2045	11
PB1_vRNA	317	2146	21
PB2_vRNA	739	1702	0
PA_vRNA	334	1993	6
PA_vRNA	319	2054	0
PA_vRNA	254	2106	0
PB2_vRNA	167	370	161
PB2_vRNA	449	2017	0
PB2_vRNA	550	1879	12
PA_vRNA	250	2048	16
PB2_vRNA	219	2166	557
PA_vRNA	301	2039	1
PB1_vRNA	310	2101	1
PA_vRNA	221	2111	1
NA_vRNA	190	1283	7
PA_vRNA	334	1996	1
PB1_vRNA	213	2121	0
PB1_vRNA	299	2177	1590
PB2_vRNA	139	2117	0
PB1_vRNA	252	2186	1536
PB1_vRNA	245	2219	0
PA_vRNA	219	2053	9
PA_vRNA	242	2024	0
PB2_vRNA	280	2138	0
PA_vRNA	235	2061	0
PA_vRNA	362	1929	8
PB1_vRNA	398	2063	536
PA_vRNA	473	1872	7
PB2_vRNA	236	2172	161
PB2_vRNA	563	1918	0
PB2_vRNA	323	2043	2
PA_vRNA	320	1925	147
PA_vRNA	296	370	189
PB2_vRNA	187	2172	5
PB2_vRNA	167	2119	413
PB2_vRNA	470	1887	20
PA_vRNA	485	1814	210
PB1_vRNA	445	1986	0
NA_vRNA	341	1187	16
PB1_vRNA	249	2185	3
PB2_vRNA	387	2070	899
PA_vRNA	631	1770	51
PB1_vRNA	286	2177	0
PA_vRNA	1988	2090	14
PA_vRNA	291	2026	14
PB1_vRNA	271	2120	4
PA_vRNA	1995	2004	71
PB2_vRNA	455	2099	0
PA_vRNA	538	1776	0
PB1_vRNA	258	2138	4
PB1_vRNA	326	2169	1
NA_vRNA	650	1327	52
PA_vRNA	284	2065	9
PA_vRNA	351	2065	2
PB1_vRNA	342	2040	0
PB1_vRNA	2144	2177	0
PB2_vRNA	612	1880	1
PB1_vRNA	485	1938	28
PB2_vRNA	166	2135	5
PB1_vRNA	217	2118	71
PA_vRNA	367	1882	34
PB2_vRNA	714	1689	9
PA_vRNA	333	1960	0
PB2_vRNA	188	2229	0
PB1_vRNA	290	2284	0
PB2_vRNA	358	2033	9
PA_vRNA	258	1989	0
PB2_vRNA	477	2036	37
PA_vRNA	193	2130	91
PA_vRNA	356	1893	0
PA_vRNA	251	1980	5459
PA_vRNA	424	1941	5
PA_vRNA	537	1813	0
PA_vRNA	334	1916	0
PA_vRNA	65	1966	14
PB2_vRNA	263	2146	0
PB2_vRNA	187	2120	3
PB2_vRNA	265	2184	1
PB1_vRNA	86	98	2
PA_vRNA	430	1941	4
PB1_vRNA	317	2047	0
PA_vRNA	291	1978	1060
PA_vRNA	308	2120	139
PA_vRNA	395	2041	120
PB1_vRNA	185	2169	13
PB2_vRNA	643	1729	1
PB1_vRNA	230	2171	0
PB1_vRNA	314	2149	721
PB2_vRNA	634	1847	0
PA_vRNA	196	2076	0
PB2_vRNA	198	2226	979
PA_vRNA	348	1985	16
PB2_vRNA	248	2133	76
NA_vRNA	150	1350	33
PA_vRNA	504	1889	12
PB1_vRNA	249	2180	3
PB2_vRNA	259	2096	0
PA_vRNA	335	1989	0
PA_vRNA	538	1763	0
PB1_vRNA	253	2211	1
PB1_vRNA	444	2064	8
PA_vRNA	257	2025	1
PA_vRNA	577	1847	2
PB1_vRNA	446	2023	764
PB1_vRNA	239	2190	18
PB2_vRNA	1296	1369	0
PA_vRNA	391	1867	297
M_vRNA	301	993	0
PB1_vRNA	289	2217	0
PA_vRNA	231	2068	5
PA_vRNA	318	1987	37
PB1_vRNA	338	2110	124
PB2_vRNA	455	2049	0
PA_vRNA	269	2065	15
PA_vRNA	266	2061	0
PB2_vRNA	187	2129	121
PA_vRNA	281	2072	0
PA_vRNA	320	2011	129
PB2_vRNA	252	2195	7
PA_vRNA	542	1672	3
PB1_vRNA	345	2015	11
PB1_vRNA	360	2141	0
PB1_vRNA	366	1976	21
PA_vRNA	301	1998	0
PB1_vRNA	245	2082	12
PB1_vRNA	745	1643	0
PB2_vRNA	197	611	0
PB2_vRNA	424	1980	0
PB2_vRNA	592	1826	33
PA_vRNA	621	1741	1066
PB2_vRNA	216	2221	2
PB2_vRNA	472	1984	0
PA_vRNA	268	2122	2
PB1_vRNA	499	577	4
PB2_vRNA	455	2015	1
PB2_vRNA	356	2015	1
PB1_vRNA	132	1766	0
PB2_vRNA	516	1900	0
NA_vRNA	1314	1345	64
NP_vRNA	292	1405	0
PB1_vRNA	554	1827	0
PB1_vRNA	355	2029	10
PB1_vRNA	399	2173	0
PB2_vRNA	121	2083	42
PB1_vRNA	395	2060	1
PB2_vRNA	378	2028	1243
NA_vRNA	235	1230	117
PB1_vRNA	375	2026	4
PB1_vRNA	465	1976	4
PB1_vRNA	319	2147	0
PB2_vRNA	188	2181	0
HA_vRNA	237	1673	294
PA_vRNA	284	2023	0
PB1_vRNA	218	2235	0
NP_vRNA	210	272	3
PA_vRNA	400	1910	1
PA_vRNA	453	1972	1
PB1_vRNA	272	1958	20
PB1_vRNA	234	2154	0
PB2_vRNA	197	2219	79
PA_vRNA	356	1998	1
PB1_vRNA	418	2024	145
PA_vRNA	43	1932	2
PB1_vRNA	471	2052	28
PA_vRNA	538	1858	127
PB2_vRNA	248	2138	38
PB1_vRNA	293	2134	1133
PB2_vRNA	226	2156	21
PB2_vRNA	269	2214	295
PB1_vRNA	451	1708	35
PB1_vRNA	320	2015	1
PB1_vRNA	259	2176	0
PB1_vRNA	310	2173	0
NA_vRNA	1283	1327	46
PA_vRNA	152	1980	13
PB1_vRNA	442	2021	10
PA_vRNA	173	2135	0
PA_vRNA	428	2098	2
PB1_vRNA	439	2005	347
PB1_vRNA	620	1836	2
PA_vRNA	194	2069	17
PB2_vRNA	244	2203	68
PB1_vRNA	275	2159	54
PA_vRNA	356	1953	3
PB1_vRNA	275	2067	0
PB2_vRNA	471	1965	0
PB2_vRNA	1198	1223	0
PB1_vRNA	439	1913	0
PB2_vRNA	389	2083	0
PB1_vRNA	262	2095	0
PA_vRNA	317	2029	162
PA_vRNA	227	2041	530
PA_vRNA	257	2062	0
PB2_vRNA	410	2089	1
PA_vRNA	378	1939	2
PB2_vRNA	274	2136	13
PB1_vRNA	244	2022	113
PB1_vRNA	248	2160	1
PA_vRNA	321	1919	0
PA_vRNA	210	2086	0
PA_vRNA	391	1926	0
PB1_vRNA	289	2144	107
PB2_vRNA	712	1869	1
PA_vRNA	314	2059	0
PA_vRNA	257	2030	0
PA_vRNA	320	2053	0
PB2_vRNA	375	2044	52
NA_vRNA	1322	1376	158
PA_vRNA	1142	1733	0
PB2_vRNA	237	2170	0
PB1_vRNA	662	1894	19
PB1_vRNA	313	1962	1
PA_vRNA	279	2041	156
PB2_vRNA	331	2110	22
PA_vRNA	592	635	87
PB1_vRNA	747	1811	1
PB2_vRNA	217	2175	0
PB2_vRNA	250	2203	9
PA_vRNA	495	1859	0
PB2_vRNA	430	2009	21
PA_vRNA	265	2050	0
PA_vRNA	499	1886	0
PA_vRNA	437	1856	0
PA_vRNA	279	2039	0
PA_vRNA	286	1992	36
PA_vRNA	483	1860	7
NA_vRNA	276	1161	0
PB2_vRNA	265	2130	1081
PB1_vRNA	272	2148	15
PA_vRNA	308	2051	3
PB2_vRNA	526	1910	2
PB2_vRNA	428	1911	1066
PA_vRNA	262	2046	332
PB2_vRNA	248	2192	11
PB2_vRNA	339	2106	0
NA_vRNA	445	1350	0
PB1_vRNA	389	1984	0
PB1_vRNA	282	2113	0
PB2_vRNA	371	2048	0
PA_vRNA	2126	2153	22
PA_vRNA	209	2029	0
PB1_vRNA	625	1744	0
PB1_vRNA	251	316	0
PB1_vRNA	518	801	3
PB1_vRNA	233	265	6
PA_vRNA	294	2009	3
PB1_vRNA	407	1932	2
PA_vRNA	401	2138	24
PB2_vRNA	816	1623	20
M_vRNA	599	628	1
PB2_vRNA	343	2164	0
PB2_vRNA	588	1955	2
PB2_vRNA	289	2202	6
NA_vRNA	289	1139	7
PA_vRNA	227	2056	0
PA_vRNA	304	2063	0
PA_vRNA	186	1865	0
PB1_vRNA	523	2290	0
PB2_vRNA	220	2192	122
PA_vRNA	214	2052	6102
PA_vRNA	177	1895	60
PA_vRNA	308	2003	766
PB2_vRNA	552	1912	0
NP_vRNA	390	1197	0
PA_vRNA	349	2073	152
PA_vRNA	537	1888	115
PB2_vRNA	456	1978	0
PB2_vRNA	411	2038	9
PA_vRNA	212	2061	0
PA_vRNA	203	2075	2
PB1_vRNA	168	1777	0
PB1_vRNA	394	2021	0
PA_vRNA	2046	2150	10
PB2_vRNA	238	2160	32
PB2_vRNA	383	2080	46
HA_vRNA	678	1519	2
PB2_vRNA	264	2213	62
PA_vRNA	235	2029	0
PB1_vRNA	332	2086	3
PA_vRNA	160	2031	6
PB2_vRNA	219	2205	216
PA_vRNA	379	1956	0
PB2_vRNA	220	1887	0
PA_vRNA	246	2069	0
PB2_vRNA	543	1941	9
PB2_vRNA	2154	2174	220
PA_vRNA	262	1777	44
PB1_vRNA	375	2177	0
PB1_vRNA	348	2114	18
PB1_vRNA	332	2145	1
PB2_vRNA	2095	2124	4
PA_vRNA	247	2026	1
PA_vRNA	395	1931	0
PA_vRNA	251	2060	26
PA_vRNA	329	1957	0
PA_vRNA	1822	1942	4
PB1_vRNA	274	2076	7
PA_vRNA	490	1782	52
PB2_vRNA	600	1779	6
PA_vRNA	230	2104	385
PA_vRNA	312	2106	0
PA_vRNA	477	1854	1
PB1_vRNA	432	1899	9
PB2_vRNA	432	2015	44
PB2_vRNA	249	2247	4
PA_vRNA	297	2021	0
PA_vRNA	139	1773	898
PB2_vRNA	220	2303	6
PA_vRNA	349	2003	385
PA_vRNA	218	247	6
PA_vRNA	277	2001	7
PB2_vRNA	477	1977	44
PB1_vRNA	562	1973	26
PA_vRNA	351	1930	0
PA_vRNA	491	562	1429
PA_vRNA	268	2045	5
PB2_vRNA	268	551	13
PB2_vRNA	391	2023	0
PA_vRNA	317	2007	2
PB2_vRNA	277	2268	16
PB1_vRNA	587	1901	0
PB1_vRNA	456	1780	40
PA_vRNA	265	2002	1
PB1_vRNA	415	1900	0
