segment	fivePrime	threePrime	counts
PB1_vRNA	220	275	0
PB1_vRNA	409	2021	2
PB2_vRNA	1259	1513	0
PA_vRNA	430	1950	18
PA_vRNA	351	1943	3
PA_vRNA	391	1940	5
PB1_vRNA	461	1996	2
PB1_vRNA	221	2125	16
PA_vRNA	213	2022	0
NA_vRNA	194	1286	347
PA_vRNA	242	2115	225
PA_vRNA	364	2058	53
PB2_vRNA	230	2136	11
PB2_vRNA	255	2154	14
PB2_vRNA	550	1840	7
PB2_vRNA	358	2070	3
PA_vRNA	241	1996	22
PA_vRNA	386	1945	12
PB1_vRNA	443	1997	21
PB2_vRNA	124	1467	0
PA_vRNA	132	1952	1
PA_vRNA	409	1985	7
PB2_vRNA	389	2083	15
PB1_vRNA	310	2133	2
PA_vRNA	231	2065	6
PB1_vRNA	2233	2252	4
PB1_vRNA	445	1934	3
PA_vRNA	307	2041	3
PB2_vRNA	256	2184	11
PB2_vRNA	268	2168	452
PA_vRNA	537	1813	66
PA_vRNA	376	1928	3
PA_vRNA	504	1864	1
PB2_vRNA	552	1986	7
PA_vRNA	165	2118	1095
PA_vRNA	652	2074	7
PB2_vRNA	389	2035	24
PA_vRNA	397	1958	0
PB1_vRNA	444	1948	40
PB2_vRNA	477	2038	3
PB2_vRNA	2040	2056	3
PB1_vRNA	379	2190	337
PA_vRNA	575	1159	1
PA_vRNA	1818	1859	4
PB2_vRNA	250	2186	15
PB1_vRNA	267	2146	8
PB2_vRNA	350	2075	0
PA_vRNA	63	1031	1
PB1_vRNA	359	2142	1
PA_vRNA	296	1961	3
PB1_vRNA	316	2145	36
PB2_vRNA	343	1595	3
PB2_vRNA	319	2103	19
HA_vRNA	808	852	1
PA_vRNA	266	2022	8
PB1_vRNA	179	2074	126
NA_vRNA	201	1347	12
PA_vRNA	320	1990	1
PB2_vRNA	234	2176	15
PA_vRNA	100	1960	1
PA_vRNA	284	2073	1
NA_vRNA	188	1249	0
PB1_vRNA	358	2074	4
PA_vRNA	494	1874	1
PA_vRNA	213	2071	480
PB1_vRNA	179	2207	33
PB2_vRNA	588	1877	5
PB2_vRNA	247	2180	7
PB1_vRNA	470	2007	1
PA_vRNA	249	2125	1
PA_vRNA	591	1705	0
PB1_vRNA	293	2161	3
PB1_vRNA	244	1905	1
PA_vRNA	210	2102	9
PB2_vRNA	277	2130	31
PB2_vRNA	210	280	15
PB2_vRNA	472	2015	3
PB1_vRNA	460	2056	14
PA_vRNA	243	2089	17
PB2_vRNA	217	2163	0
PA_vRNA	293	2106	18
PB2_vRNA	288	2162	1
PB1_vRNA	366	2140	0
PB1_vRNA	515	2016	8
PB1_vRNA	713	1727	4
PA_vRNA	248	2057	11
PB2_vRNA	449	2002	1
PA_vRNA	373	1982	781
PA_vRNA	388	2025	0
PA_vRNA	1883	2142	2
PB1_vRNA	405	2037	1
PB1_vRNA	361	2165	5
PA_vRNA	502	1561	2
PB2_vRNA	260	2171	0
PB1_vRNA	385	2023	6
PB2_vRNA	438	2179	2
PB1_vRNA	375	2039	1
PB2_vRNA	265	1444	0
PA_vRNA	523	1886	3
PB1_vRNA	348	2029	0
PB2_vRNA	581	1933	28
PA_vRNA	248	2054	19
PB1_vRNA	365	2102	109
PA_vRNA	2092	2140	8
PA_vRNA	271	1906	62
PA_vRNA	463	2000	0
PB2_vRNA	214	2198	3
NA_vRNA	187	1337	5
PB1_vRNA	253	2178	481
PA_vRNA	221	1894	12
PA_vRNA	526	1999	3
PA_vRNA	278	2059	4
PA_vRNA	298	1938	116
PB2_vRNA	2106	2178	9
NA_vRNA	275	1112	1
PB2_vRNA	278	2163	4
PB2_vRNA	438	2095	4
PA_vRNA	188	2012	168
PA_vRNA	352	1961	16
NA_vRNA	317	1226	6
PB1_vRNA	481	2010	2
PB2_vRNA	180	2194	2
NA_vRNA	449	1060	0
PB2_vRNA	202	2220	209
PA_vRNA	490	1789	12
PB2_vRNA	357	2089	2
PA_vRNA	235	2067	16
PB2_vRNA	254	2166	6
PB2_vRNA	435	2046	6
PB2_vRNA	295	2036	164
PA_vRNA	223	1058	7
PB2_vRNA	455	2086	1
PB1_vRNA	415	1973	2
PA_vRNA	224	540	4
PA_vRNA	411	1959	3
PA_vRNA	238	2101	3
PA_vRNA	361	1790	62
PA_vRNA	320	1991	1
PA_vRNA	388	1772	1
PA_vRNA	462	1901	97
PB1_vRNA	183	2153	33
PB2_vRNA	273	927	14
PA_vRNA	319	1969	67
PA_vRNA	433	1942	75
PA_vRNA	295	1897	0
PA_vRNA	219	2097	6
PA_vRNA	120	258	8
PA_vRNA	359	1990	0
PB2_vRNA	395	2138	14
PB1_vRNA	376	2184	0
PA_vRNA	495	1859	3
PA_vRNA	305	1917	1
NA_vRNA	198	1298	24
PA_vRNA	391	443	6
PA_vRNA	168	2133	126
PB2_vRNA	269	2190	2
PA_vRNA	235	2091	5
PB1_vRNA	2014	2144	24
PB1_vRNA	250	2158	0
NP_vRNA	569	940	2
PA_vRNA	292	2019	1
PA_vRNA	264	1985	6
PA_vRNA	292	2039	23
PB1_vRNA	450	2067	4
PB1_vRNA	478	1901	1
PA_vRNA	334	1967	16
PA_vRNA	265	2106	28
PA_vRNA	264	1958	11
PA_vRNA	278	2034	12
PB2_vRNA	274	2148	2
NA_vRNA	188	1254	234
PA_vRNA	407	2138	2
PA_vRNA	317	1962	8
PA_vRNA	377	1943	14
PB1_vRNA	1880	1907	7
PB2_vRNA	227	2179	5
PA_vRNA	195	2140	2
PA_vRNA	261	2147	219
PA_vRNA	379	1999	5
PB2_vRNA	109	1431	7
PA_vRNA	183	2023	78
PA_vRNA	469	1958	19
PB1_vRNA	300	380	16
PB1_vRNA	250	2152	3
PA_vRNA	210	2030	0
M_vRNA	569	631	2
PB1_vRNA	415	2032	560
PA_vRNA	2151	2192	1
PA_vRNA	230	2113	121
PA_vRNA	443	1932	3
PA_vRNA	452	1902	9
PA_vRNA	526	1829	14
PA_vRNA	496	1707	5
PB1_vRNA	204	2176	7
PB1_vRNA	422	2004	1
PA_vRNA	315	2072	3
PB1_vRNA	2238	2258	3
PA_vRNA	321	2052	637
PB2_vRNA	251	2133	1
PB1_vRNA	356	2116	4
PB2_vRNA	368	2230	23
PB1_vRNA	239	2182	3
PB2_vRNA	409	2049	7
PA_vRNA	492	1961	0
PB2_vRNA	543	1893	3
PB1_vRNA	290	2038	6
PA_vRNA	349	1983	6
PB2_vRNA	148	2155	0
PA_vRNA	423	1851	1
PA_vRNA	295	2023	10
PA_vRNA	267	2077	54
PA_vRNA	273	2008	1
PB2_vRNA	565	1944	58
PA_vRNA	769	1907	215
PB2_vRNA	274	2008	1
PB1_vRNA	696	1769	104
PB1_vRNA	445	1995	119
PB2_vRNA	538	2234	15
PB2_vRNA	245	2220	0
PA_vRNA	261	2082	12
PA_vRNA	313	1941	9
PA_vRNA	403	1867	66
PB2_vRNA	414	2039	9
PB2_vRNA	454	2039	4
PB2_vRNA	242	2194	7
PA_vRNA	302	336	1
PA_vRNA	261	333	119
NA_vRNA	191	1302	1
PB2_vRNA	437	2000	7
PB1_vRNA	513	1896	1
PB2_vRNA	409	2037	1
PB2_vRNA	277	1220	24
NA_vRNA	308	1077	49
PB1_vRNA	276	2100	0
PB1_vRNA	415	1952	3
PB1_vRNA	365	1916	13
PA_vRNA	314	2042	8
PB2_vRNA	148	2135	17
PA_vRNA	351	2073	21
PA_vRNA	253	2115	0
PB2_vRNA	255	1856	149
PA_vRNA	180	2118	160
PA_vRNA	227	2106	8
PB2_vRNA	197	2180	0
NP_vRNA	383	1199	41
PA_vRNA	236	2072	24
PB2_vRNA	634	1777	0
PA_vRNA	358	1802	184
PB2_vRNA	455	1982	10
NA_vRNA	345	1256	9
PA_vRNA	262	2053	157
PA_vRNA	263	2034	125
PB1_vRNA	300	2226	3
PB2_vRNA	515	1777	265
PA_vRNA	785	1841	128
PB1_vRNA	377	2094	2
PB2_vRNA	563	1920	0
PB1_vRNA	315	2131	0
PA_vRNA	302	1888	33
PA_vRNA	266	2065	0
PA_vRNA	528	2091	84
PB1_vRNA	487	1933	0
PA_vRNA	370	1983	1
PB2_vRNA	592	1777	2
PA_vRNA	72	2097	778
NA_vRNA	324	1225	10
NP_vRNA	229	1423	25
PA_vRNA	241	253	162
PB1_vRNA	444	2007	18
PA_vRNA	484	1902	33
PA_vRNA	495	1802	29
PB2_vRNA	399	1987	1
PB2_vRNA	561	1857	1
PB1_vRNA	287	2172	2
PB1_vRNA	271	2016	144
PA_vRNA	240	2048	11
PA_vRNA	292	2075	29
PB2_vRNA	390	2047	12
NA_vRNA	184	1256	15
PA_vRNA	252	2025	32
PB1_vRNA	324	2097	1
PA_vRNA	400	1828	10
PA_vRNA	448	1858	117
PB2_vRNA	277	305	4
PB1_vRNA	195	2145	18
PB2_vRNA	454	1627	17
PA_vRNA	373	1999	12
PB1_vRNA	642	1604	5
PB2_vRNA	248	2192	0
PA_vRNA	407	1861	3
PA_vRNA	270	2101	383
PA_vRNA	362	1729	3
PA_vRNA	283	1956	14
PB2_vRNA	216	2183	565
PB1_vRNA	2205	2279	12
PA_vRNA	409	1866	58
PB2_vRNA	551	1890	1
PA_vRNA	453	1971	1
PA_vRNA	349	2028	39
PB2_vRNA	582	1896	25
PA_vRNA	172	2140	5
NA_vRNA	45	1190	3
PA_vRNA	308	1941	0
PB1_vRNA	443	501	16
PB2_vRNA	351	2042	9
PB1_vRNA	183	2252	19
PB2_vRNA	275	2223	1
PB2_vRNA	342	2156	9
PA_vRNA	287	2010	69
PA_vRNA	246	2097	2
PA_vRNA	318	2053	3
PA_vRNA	536	1877	2
PA_vRNA	377	2076	9
PB2_vRNA	381	2023	3
PB1_vRNA	252	2141	101
PB1_vRNA	253	461	0
PB1_vRNA	103	1452	3
PA_vRNA	438	1919	3
PA_vRNA	619	1684	3
PA_vRNA	235	2075	4
PB2_vRNA	289	2202	6
PA_vRNA	392	1891	4
PA_vRNA	396	2042	0
PB1_vRNA	179	235	379
PB1_vRNA	778	1683	1
PA_vRNA	386	1880	1
PB2_vRNA	376	2061	77
PA_vRNA	453	1914	32
PA_vRNA	314	2076	1
PB1_vRNA	383	2082	31
PB2_vRNA	358	2074	63
PB2_vRNA	337	2101	71
PA_vRNA	254	2019	2
PB1_vRNA	319	2201	8
PA_vRNA	170	219	6
PB1_vRNA	520	1818	0
PA_vRNA	537	1807	0
PA_vRNA	293	1965	5
PB2_vRNA	476	1961	33
PA_vRNA	298	1961	3
PA_vRNA	356	2032	6
PA_vRNA	536	1862	1
PB2_vRNA	706	1926	0
PA_vRNA	210	1977	4
PA_vRNA	246	2114	23
PA_vRNA	221	2050	1
PB2_vRNA	189	302	0
PA_vRNA	335	2008	0
PA_vRNA	257	1976	45
PA_vRNA	1890	2065	1
PB2_vRNA	245	2112	0
NA_vRNA	468	1097	3
NA_vRNA	1316	1338	3
PA_vRNA	405	1984	142
PB2_vRNA	233	2239	1
PB1_vRNA	499	2005	8
PB2_vRNA	227	2196	231
PA_vRNA	504	1815	201
PA_vRNA	319	2058	24
PB1_vRNA	469	2004	3
PA_vRNA	330	1987	65
PA_vRNA	316	2010	159
PB1_vRNA	268	2161	35
PA_vRNA	273	2026	28
PB1_vRNA	248	2151	3
PB1_vRNA	296	2161	2
PA_vRNA	453	1790	2
PA_vRNA	283	2057	1
PB2_vRNA	170	2113	0
NA_vRNA	312	1173	2
PA_vRNA	453	1880	1
PB2_vRNA	149	2165	26
PB1_vRNA	237	2181	3
PB1_vRNA	446	466	4
NA_vRNA	195	1266	0
PB1_vRNA	618	1938	25
PA_vRNA	248	2032	2
PB1_vRNA	334	2208	6
PB1_vRNA	528	2019	2
PB2_vRNA	202	2219	6
PB2_vRNA	364	2125	21
PB1_vRNA	179	2231	369
PB2_vRNA	702	1830	13
PB2_vRNA	246	2146	6
PB2_vRNA	260	2200	132
PA_vRNA	313	1984	2
PB1_vRNA	445	2058	80
PA_vRNA	253	2037	192
PA_vRNA	802	1698	1
PB1_vRNA	326	2121	3
PA_vRNA	378	413	24
PB2_vRNA	329	2086	2
PA_vRNA	266	1894	21
PB1_vRNA	271	1869	156
PA_vRNA	235	2033	12
PB1_vRNA	240	2041	0
PA_vRNA	211	1935	10
PA_vRNA	511	1759	3
PB1_vRNA	450	2013	10
PA_vRNA	254	2104	6
PB2_vRNA	438	2101	0
PA_vRNA	348	1962	396
PB1_vRNA	318	2052	5
PA_vRNA	183	1951	2
PA_vRNA	242	2086	27
PA_vRNA	482	1700	28
PA_vRNA	333	2054	14
NA_vRNA	106	1008	5
PA_vRNA	283	2036	0
PB2_vRNA	265	2215	0
PA_vRNA	378	1870	19
PB1_vRNA	331	2130	20
PB2_vRNA	278	2104	5
PA_vRNA	269	2076	4
PA_vRNA	358	1968	1622
PB2_vRNA	447	481	3
PA_vRNA	318	2001	2
PB2_vRNA	1893	1911	3
PB1_vRNA	363	2021	67
PB2_vRNA	254	1891	3
PA_vRNA	359	1988	9
PA_vRNA	318	2018	1
PA_vRNA	329	2025	31
PA_vRNA	335	2052	2
PA_vRNA	225	1991	49
PB2_vRNA	263	2227	2
NA_vRNA	86	102	160
PB2_vRNA	572	1924	1119
PA_vRNA	376	1963	0
PB1_vRNA	272	298	1
PB1_vRNA	293	2128	7
PB2_vRNA	547	1925	0
PB1_vRNA	206	2208	40
PA_vRNA	236	2104	31
PA_vRNA	72	1955	2
PA_vRNA	308	2028	11
PB2_vRNA	237	2157	7
PB2_vRNA	582	1865	11
PB2_vRNA	402	2044	14
PA_vRNA	251	2140	1
PA_vRNA	225	2042	178
PA_vRNA	238	2104	256
PB2_vRNA	455	1993	33
PB2_vRNA	250	2183	1
PB1_vRNA	337	2006	1
PA_vRNA	252	2055	41
PA_vRNA	356	2155	5
PB1_vRNA	177	2077	0
PA_vRNA	396	1938	16
PB1_vRNA	354	2136	1
PA_vRNA	329	2093	0
PB2_vRNA	283	2062	32
PA_vRNA	614	1691	2
PB2_vRNA	261	2196	7
PB2_vRNA	342	2014	4
PB1_vRNA	350	2004	5
PB1_vRNA	853	1646	8
PA_vRNA	210	2108	637
PB1_vRNA	2274	2289	173
PA_vRNA	318	1973	11
PA_vRNA	409	2044	66
PA_vRNA	196	2149	9
PB1_vRNA	230	2244	2
PB1_vRNA	309	2051	3
PA_vRNA	261	1922	33
PA_vRNA	264	2071	0
PA_vRNA	326	1985	6
PB2_vRNA	179	2149	6
PA_vRNA	375	1985	2046
PB2_vRNA	550	1908	13
PA_vRNA	67	583	0
PA_vRNA	316	1993	4
PA_vRNA	309	324	9
PA_vRNA	1989	2097	7
PB2_vRNA	363	2036	0
M_vRNA	551	639	0
PB1_vRNA	467	491	3
PB1_vRNA	220	2185	19
PB1_vRNA	220	2156	7
PB2_vRNA	388	2064	6
PB2_vRNA	538	2090	2
NA_vRNA	193	1335	16
PB1_vRNA	203	2233	3
PB1_vRNA	328	2116	0
PB1_vRNA	225	2144	1
PA_vRNA	497	1801	1787
PB1_vRNA	362	2131	8
PB2_vRNA	259	2180	157
PA_vRNA	65	1966	45
