	segment	fivePrime	threePrime	counts
70	NS_vRNA	199	261	2
71	NS_vRNA	199	615	3
72	NS_vRNA	199	664	3
73	NS_vRNA	200	562	1
74	NS_vRNA	200	719	5
75	NS_vRNA	202	241	1
76	NS_vRNA	202	716	4
77	NS_vRNA	209	781	1
78	NS_vRNA	212	243	1
79	NS_vRNA	214	634	2
80	NS_vRNA	215	562	1
81	NS_vRNA	215	851	1
82	NS_vRNA	216	247	2
83	NS_vRNA	216	674	1
84	NS_vRNA	216	694	1
85	NS_vRNA	217	672	1
86	NS_vRNA	218	635	2
87	NS_vRNA	218	770	2
88	NS_vRNA	219	731	1
89	NS_vRNA	219	733	1
90	NS_vRNA	219	740	1
91	NS_vRNA	220	781	1
92	NS_vRNA	221	732	1
93	NS_vRNA	222	687	1
94	NS_vRNA	224	700	1
95	NS_vRNA	224	705	1
96	NS_vRNA	230	282	1
97	NS_vRNA	230	673	2
98	NS_vRNA	230	674	1
99	NS_vRNA	230	704	1
100	NS_vRNA	230	715	2
101	NS_vRNA	230	745	3
102	NS_vRNA	230	749	2
103	NS_vRNA	232	721	2
104	NS_vRNA	233	523	3
105	NS_vRNA	233	716	2
106	NS_vRNA	235	262	2
107	NS_vRNA	235	536	2
108	NS_vRNA	235	771	1
109	NS_vRNA	236	267	1
110	NS_vRNA	238	686	2
111	NS_vRNA	239	703	1
112	NS_vRNA	240	637	1
113	NS_vRNA	240	678	3
114	NS_vRNA	242	264	1
115	NS_vRNA	242	589	2
116	NS_vRNA	243	750	2
117	NS_vRNA	244	283	1
118	NS_vRNA	244	311	1
119	NS_vRNA	244	636	1
120	NS_vRNA	244	678	1
121	NS_vRNA	246	503	1
122	NS_vRNA	246	706	1
123	NS_vRNA	247	675	13
124	NS_vRNA	248	835	1
125	NS_vRNA	258	444	3
126	NS_vRNA	258	672	2
127	NS_vRNA	259	675	2
128	NS_vRNA	259	830	1
129	NS_vRNA	260	558	1
130	NS_vRNA	260	649	1
131	NS_vRNA	260	720	2
132	NS_vRNA	261	509	2
133	NS_vRNA	262	612	1
134	NS_vRNA	262	753	1
135	NS_vRNA	263	544	1
136	NS_vRNA	263	663	1
137	NS_vRNA	264	597	1
138	NS_vRNA	264	774	8
139	NS_vRNA	267	682	1
140	NS_vRNA	268	706	1
141	NS_vRNA	272	491	1
142	NS_vRNA	272	748	1
143	NS_vRNA	274	635	1
144	NS_vRNA	274	713	2
145	NS_vRNA	278	517	1
146	NS_vRNA	279	726	1
147	NS_vRNA	281	466	1
148	NS_vRNA	281	535	1
149	NS_vRNA	281	589	1
150	NS_vRNA	281	681	1
151	NS_vRNA	282	480	2
152	NS_vRNA	282	715	2
153	NS_vRNA	282	743	1
154	NS_vRNA	282	771	1
155	NS_vRNA	282	779	1
156	NS_vRNA	283	602	1
157	NS_vRNA	283	776	1
158	NS_vRNA	286	688	4
159	NS_vRNA	287	385	2
160	NS_vRNA	288	308	1
161	NS_vRNA	288	612	1
162	NS_vRNA	289	312	1
163	NS_vRNA	289	322	1
164	NS_vRNA	290	718	2
165	NS_vRNA	290	825	1
166	NS_vRNA	291	695	2
167	NS_vRNA	292	729	13
168	NS_vRNA	293	626	1
169	NS_vRNA	294	519	2
170	NS_vRNA	294	708	1
171	NS_vRNA	294	728	2
172	NS_vRNA	296	731	2
173	NS_vRNA	296	734	1
174	NS_vRNA	297	730	1
175	NS_vRNA	300	504	1
176	NS_vRNA	300	584	2
177	NS_vRNA	301	356	2
178	NS_vRNA	301	418	1
179	NS_vRNA	301	690	2
180	NS_vRNA	302	550	1
181	NS_vRNA	302	685	1
182	NS_vRNA	303	515	1
183	NS_vRNA	306	597	1
184	NS_vRNA	306	615	1
185	NS_vRNA	307	322	2
186	NS_vRNA	307	550	1
187	NS_vRNA	307	645	1
188	NS_vRNA	307	719	2
189	NS_vRNA	309	652	5
190	NS_vRNA	310	489	1
191	NS_vRNA	310	575	1
192	NS_vRNA	310	647	2
193	NS_vRNA	310	649	1
194	NS_vRNA	311	321	1
195	NS_vRNA	311	352	1
196	NS_vRNA	311	734	1
197	NS_vRNA	312	618	4
198	NS_vRNA	319	676	1
199	NS_vRNA	321	425	1
200	NS_vRNA	321	635	1
201	NS_vRNA	325	526	2
202	NS_vRNA	335	616	1
203	NS_vRNA	338	349	1
204	NS_vRNA	338	419	1
205	NS_vRNA	339	842	3
206	NS_vRNA	340	789	1
207	NS_vRNA	341	634	1
208	NS_vRNA	346	849	3
209	NS_vRNA	347	574	2
210	NS_vRNA	351	387	1
211	NS_vRNA	351	409	1
212	NS_vRNA	351	611	1
213	NS_vRNA	353	623	2
214	NS_vRNA	355	573	1
215	NS_vRNA	356	520	1
216	NS_vRNA	356	648	5
217	NS_vRNA	356	661	1
218	NS_vRNA	360	526	1
219	NS_vRNA	362	436	1
220	NS_vRNA	365	651	1
221	NS_vRNA	365	838	3
222	NS_vRNA	366	740	1
223	NS_vRNA	367	401	1
224	NS_vRNA	370	555	1
225	NS_vRNA	370	565	1
226	NS_vRNA	372	558	1
227	NS_vRNA	374	547	1
228	NS_vRNA	378	396	1
229	NS_vRNA	378	490	1
230	NS_vRNA	379	399	1
231	NS_vRNA	388	401	1
232	NS_vRNA	388	524	2
233	NS_vRNA	394	534	1
234	NS_vRNA	399	505	1
235	NS_vRNA	400	436	1
236	NS_vRNA	405	539	1
237	NS_vRNA	407	519	1
238	NS_vRNA	412	565	2
239	NS_vRNA	415	612	1
240	NS_vRNA	416	447	1
241	NS_vRNA	425	446	1
242	NS_vRNA	427	439	1
243	NS_vRNA	430	450	1
244	NS_vRNA	436	629	1
245	NS_vRNA	437	527	1
246	NS_vRNA	440	626	1
247	NS_vRNA	446	614	1
248	NS_vRNA	449	500	1
249	NS_vRNA	457	488	4
250	NS_vRNA	457	510	1
251	NS_vRNA	461	783	1
252	NS_vRNA	462	536	1
253	NS_vRNA	465	840	3
254	NS_vRNA	469	790	1
255	NS_vRNA	475	539	2
256	NS_vRNA	478	503	2
257	NS_vRNA	485	540	1
258	NS_vRNA	486	523	2
259	NS_vRNA	486	564	1
260	NS_vRNA	489	654	1
261	NS_vRNA	491	564	1
262	NS_vRNA	493	525	1
263	NS_vRNA	496	626	3
264	NS_vRNA	503	538	1
265	NS_vRNA	504	523	1
266	NS_vRNA	520	547	1
267	NS_vRNA	521	538	2
268	NS_vRNA	522	541	3
269	NS_vRNA	522	584	1
270	NS_vRNA	543	587	1
271	NS_vRNA	548	617	1
272	NS_vRNA	553	719	1
273	NS_vRNA	555	736	1
274	NS_vRNA	558	616	1
275	NS_vRNA	560	625	1
276	NS_vRNA	572	849	5
277	NS_vRNA	581	840	1
278	NS_vRNA	588	631	1
279	NS_vRNA	588	650	2
280	NS_vRNA	592	820	2
281	NS_vRNA	601	636	1
282	NS_vRNA	610	670	2
283	NS_vRNA	613	638	1
284	NS_vRNA	616	635	1
285	NS_vRNA	618	662	2
286	NS_vRNA	624	651	1
287	NS_vRNA	624	652	1
288	NS_vRNA	633	649	1
289	NS_vRNA	633	650	3
290	NS_vRNA	634	647	1
291	NS_vRNA	634	702	1
292	NS_vRNA	635	659	1
293	NS_vRNA	635	672	1
294	NS_vRNA	636	739	2
295	NS_vRNA	637	653	2
296	NS_vRNA	646	689	1
297	NS_vRNA	646	782	1
298	NS_vRNA	647	678	1
299	NS_vRNA	650	674	1
300	NS_vRNA	653	682	2
301	NS_vRNA	656	734	2
302	NS_vRNA	658	684	1
303	NS_vRNA	662	691	1
304	NS_vRNA	664	710	2
305	NS_vRNA	664	832	1
306	NS_vRNA	667	716	1
307	NS_vRNA	676	716	1
308	NS_vRNA	681	712	2
309	NS_vRNA	682	820	2
310	NS_vRNA	683	703	1
311	NS_vRNA	684	703	2
312	NS_vRNA	684	727	2
313	NS_vRNA	685	716	2
314	NS_vRNA	685	820	3
315	NS_vRNA	686	701	3
316	NS_vRNA	686	711	2
317	NS_vRNA	686	712	2
318	NS_vRNA	686	823	1
319	NS_vRNA	686	838	1
320	NS_vRNA	686	854	1
321	NS_vRNA	687	703	1
322	NS_vRNA	689	788	1
323	NS_vRNA	691	812	1
324	NS_vRNA	693	712	1
325	NS_vRNA	720	730	2
326	NS_vRNA	722	778	1
327	NS_vRNA	724	798	2
328	NS_vRNA	725	746	1
329	NS_vRNA	730	806	1
330	NS_vRNA	734	761	1
331	NS_vRNA	738	781	1
332	NS_vRNA	739	752	1
333	NS_vRNA	739	763	1
334	NS_vRNA	740	776	2
335	NS_vRNA	741	758	2
336	NS_vRNA	741	759	1
337	NS_vRNA	742	781	1
338	NS_vRNA	743	795	1
339	NS_vRNA	745	761	1
340	NS_vRNA	747	760	1
341	NS_vRNA	751	787	1
342	NS_vRNA	757	803	2
343	NS_vRNA	758	777	1
344	NS_vRNA	758	825	1
345	NS_vRNA	759	794	1
346	NS_vRNA	766	826	3
347	NS_vRNA	767	791	3
348	NS_vRNA	768	803	2
349	NS_vRNA	768	814	1
350	NS_vRNA	769	827	1
351	NS_vRNA	771	801	1
352	NS_vRNA	771	825	4
353	NS_vRNA	772	794	1
354	NS_vRNA	772	803	6
355	NS_vRNA	772	824	15
356	NS_vRNA	772	825	1
357	NS_vRNA	775	823	4
358	NS_vRNA	775	827	7
359	NS_vRNA	776	820	1
360	NS_vRNA	776	825	1
361	NS_vRNA	777	805	1
362	NS_vRNA	779	812	1
363	NS_vRNA	780	803	1
364	NS_vRNA	780	806	1
365	NS_vRNA	780	807	4
366	NS_vRNA	780	816	1
367	NS_vRNA	781	812	1
368	NS_vRNA	781	816	3
369	NS_vRNA	781	825	1
370	NS_vRNA	781	841	1
371	NS_vRNA	784	805	1
372	NS_vRNA	787	808	1
373	NS_vRNA	787	823	1
374	NS_vRNA	787	825	1
375	NS_vRNA	790	824	2
376	NS_vRNA	791	806	1
377	NS_vRNA	791	824	3
378	NS_vRNA	793	824	1
379	NS_vRNA	801	823	3
380	NS_vRNA	803	822	1
381	NS_vRNA	803	828	1
382	NS_vRNA	804	853	2
383	NS_vRNA	805	866	1
384	NS_vRNA	812	841	1
385	NS_vRNA	822	865	1
386	NS_vRNA	825	840	1
