	segment	fivePrime	threePrime	counts
159	NS_vRNA	382	397	1
160	NS_vRNA	386	493	1
161	NS_vRNA	388	448	1
162	NS_vRNA	397	426	1
163	NS_vRNA	401	545	1
164	NS_vRNA	412	572	1
165	NS_vRNA	415	448	2
166	NS_vRNA	421	521	1
167	NS_vRNA	426	556	1
168	NS_vRNA	427	466	2
169	NS_vRNA	433	449	1
170	NS_vRNA	440	473	1
171	NS_vRNA	457	499	1
172	NS_vRNA	470	523	1
173	NS_vRNA	478	518	1
174	NS_vRNA	478	727	1
175	NS_vRNA	506	517	1
176	NS_vRNA	569	594	1
177	NS_vRNA	572	849	6
178	NS_vRNA	574	606	1
179	NS_vRNA	589	615	1
180	NS_vRNA	595	609	1
181	NS_vRNA	596	614	1
182	NS_vRNA	596	635	1
183	NS_vRNA	599	630	1
184	NS_vRNA	599	636	1
185	NS_vRNA	600	635	1
186	NS_vRNA	606	636	2
187	NS_vRNA	615	654	2
188	NS_vRNA	616	654	1
189	NS_vRNA	617	637	1
190	NS_vRNA	634	653	1
191	NS_vRNA	634	655	2
192	NS_vRNA	635	663	2
193	NS_vRNA	659	705	2
194	NS_vRNA	659	803	1
195	NS_vRNA	671	686	1
196	NS_vRNA	695	744	2
197	NS_vRNA	702	748	1
198	NS_vRNA	716	737	2
199	NS_vRNA	720	764	1
200	NS_vRNA	726	753	1
201	NS_vRNA	730	806	2
202	NS_vRNA	736	786	1
203	NS_vRNA	737	779	1
204	NS_vRNA	752	796	3
205	NS_vRNA	769	817	1
206	NS_vRNA	769	827	1
207	NS_vRNA	788	826	1
208	NS_vRNA	792	823	1
209	NS_vRNA	802	852	1
