	segment	fivePrime	threePrime	counts
105	NS_vRNA	299	605	3
106	NS_vRNA	300	366	1
107	NS_vRNA	302	538	1
108	NS_vRNA	303	653	1
109	NS_vRNA	305	624	1
110	NS_vRNA	305	804	1
111	NS_vRNA	307	645	4
112	NS_vRNA	309	652	2
113	NS_vRNA	310	647	1
114	NS_vRNA	310	779	1
115	NS_vRNA	312	661	1
116	NS_vRNA	312	741	1
117	NS_vRNA	313	737	1
118	NS_vRNA	321	349	1
119	NS_vRNA	321	649	2
120	NS_vRNA	322	817	1
121	NS_vRNA	337	785	4
122	NS_vRNA	337	800	5
123	NS_vRNA	338	366	1
124	NS_vRNA	341	635	1
125	NS_vRNA	341	654	1
126	NS_vRNA	343	602	1
127	NS_vRNA	347	574	2
128	NS_vRNA	348	417	2
129	NS_vRNA	351	409	3
130	NS_vRNA	351	673	2
131	NS_vRNA	352	660	2
132	NS_vRNA	353	556	1
133	NS_vRNA	354	605	1
134	NS_vRNA	355	508	1
135	NS_vRNA	356	648	3
136	NS_vRNA	358	447	1
137	NS_vRNA	358	466	3
138	NS_vRNA	369	427	1
139	NS_vRNA	396	503	1
140	NS_vRNA	399	436	2
141	NS_vRNA	399	716	1
142	NS_vRNA	408	499	1
143	NS_vRNA	416	615	1
144	NS_vRNA	417	453	1
145	NS_vRNA	429	561	2
146	NS_vRNA	430	450	1
147	NS_vRNA	445	465	2
148	NS_vRNA	452	498	1
149	NS_vRNA	457	492	1
150	NS_vRNA	463	489	1
151	NS_vRNA	468	556	1
152	NS_vRNA	478	545	4
153	NS_vRNA	500	523	2
154	NS_vRNA	503	542	2
155	NS_vRNA	522	538	2
156	NS_vRNA	533	608	1
157	NS_vRNA	536	584	2
158	NS_vRNA	538	561	1
159	NS_vRNA	541	799	2
160	NS_vRNA	550	626	1
161	NS_vRNA	564	854	1
162	NS_vRNA	572	849	4
163	NS_vRNA	593	618	1
164	NS_vRNA	597	635	1
165	NS_vRNA	606	635	2
166	NS_vRNA	610	659	1
167	NS_vRNA	613	806	1
168	NS_vRNA	614	638	1
169	NS_vRNA	615	634	1
170	NS_vRNA	615	651	1
171	NS_vRNA	616	645	2
172	NS_vRNA	622	651	1
173	NS_vRNA	633	658	1
174	NS_vRNA	634	658	1
175	NS_vRNA	636	695	1
176	NS_vRNA	646	681	1
177	NS_vRNA	647	693	1
178	NS_vRNA	651	715	2
179	NS_vRNA	657	701	2
180	NS_vRNA	658	684	1
181	NS_vRNA	658	713	2
182	NS_vRNA	675	765	2
183	NS_vRNA	685	820	2
184	NS_vRNA	686	712	1
185	NS_vRNA	686	715	2
186	NS_vRNA	686	720	1
187	NS_vRNA	686	838	2
188	NS_vRNA	699	739	1
189	NS_vRNA	703	752	2
190	NS_vRNA	703	808	1
191	NS_vRNA	705	734	2
192	NS_vRNA	706	739	1
193	NS_vRNA	715	806	1
194	NS_vRNA	721	743	1
195	NS_vRNA	731	790	1
196	NS_vRNA	737	770	2
197	NS_vRNA	745	825	1
198	NS_vRNA	746	796	2
199	NS_vRNA	747	773	1
200	NS_vRNA	758	804	1
201	NS_vRNA	770	804	1
202	NS_vRNA	770	807	1
203	NS_vRNA	772	780	1
204	NS_vRNA	773	812	1
205	NS_vRNA	773	852	1
206	NS_vRNA	779	822	1
207	NS_vRNA	780	808	2
208	NS_vRNA	801	829	1
209	NS_vRNA	806	840	1
210	NS_vRNA	823	851	1
211	NS_vRNA	823	858	1
