	segment	fivePrime	threePrime	counts
85	NS_vRNA	230	677	1
86	NS_vRNA	230	715	2
87	NS_vRNA	231	553	1
88	NS_vRNA	232	247	1
89	NS_vRNA	235	721	1
90	NS_vRNA	240	636	1
91	NS_vRNA	240	721	1
92	NS_vRNA	242	653	1
93	NS_vRNA	243	504	4
94	NS_vRNA	244	636	3
95	NS_vRNA	244	712	2
96	NS_vRNA	244	713	3
97	NS_vRNA	245	282	2
98	NS_vRNA	245	556	1
99	NS_vRNA	246	537	3
100	NS_vRNA	249	693	2
101	NS_vRNA	249	767	1
102	NS_vRNA	250	616	1
103	NS_vRNA	250	741	2
104	NS_vRNA	255	717	1
105	NS_vRNA	260	704	1
106	NS_vRNA	261	490	1
107	NS_vRNA	262	273	1
108	NS_vRNA	262	585	1
109	NS_vRNA	262	773	1
110	NS_vRNA	262	795	3
111	NS_vRNA	263	732	2
112	NS_vRNA	265	706	2
113	NS_vRNA	267	293	1
114	NS_vRNA	269	731	1
115	NS_vRNA	271	633	2
116	NS_vRNA	274	699	1
117	NS_vRNA	279	703	1
118	NS_vRNA	280	782	2
119	NS_vRNA	281	339	2
120	NS_vRNA	281	638	1
121	NS_vRNA	281	717	1
122	NS_vRNA	281	719	2
123	NS_vRNA	282	649	2
124	NS_vRNA	282	671	1
125	NS_vRNA	283	456	5
126	NS_vRNA	283	727	2
127	NS_vRNA	286	458	1
128	NS_vRNA	286	690	2
129	NS_vRNA	286	719	1
130	NS_vRNA	286	759	2
131	NS_vRNA	288	638	1
132	NS_vRNA	289	496	1
133	NS_vRNA	289	578	4
134	NS_vRNA	289	728	2
135	NS_vRNA	290	694	2
136	NS_vRNA	292	468	1
137	NS_vRNA	292	805	4
138	NS_vRNA	295	446	1
139	NS_vRNA	297	564	1
140	NS_vRNA	299	335	1
141	NS_vRNA	301	554	1
142	NS_vRNA	301	786	2
143	NS_vRNA	302	704	1
144	NS_vRNA	303	447	1
145	NS_vRNA	303	480	1
146	NS_vRNA	303	636	1
147	NS_vRNA	304	616	2
148	NS_vRNA	304	652	4
149	NS_vRNA	305	391	1
150	NS_vRNA	306	816	1
151	NS_vRNA	307	816	2
152	NS_vRNA	308	340	1
153	NS_vRNA	308	590	2
154	NS_vRNA	309	473	3
155	NS_vRNA	309	504	1
156	NS_vRNA	309	652	3
157	NS_vRNA	310	340	4
158	NS_vRNA	310	504	5
159	NS_vRNA	310	675	2
160	NS_vRNA	310	729	1
161	NS_vRNA	311	607	1
162	NS_vRNA	312	446	2
163	NS_vRNA	320	636	1
164	NS_vRNA	321	751	3
165	NS_vRNA	332	821	1
166	NS_vRNA	334	803	3
167	NS_vRNA	337	769	1
168	NS_vRNA	337	800	12
169	NS_vRNA	338	556	1
170	NS_vRNA	339	522	2
171	NS_vRNA	339	792	1
172	NS_vRNA	340	464	1
173	NS_vRNA	347	574	3
174	NS_vRNA	348	778	1
175	NS_vRNA	350	381	6
176	NS_vRNA	351	409	3
177	NS_vRNA	351	473	1
178	NS_vRNA	352	437	1
179	NS_vRNA	353	377	1
180	NS_vRNA	354	560	1
181	NS_vRNA	355	479	3
182	NS_vRNA	356	648	1
183	NS_vRNA	363	405	2
184	NS_vRNA	364	557	1
185	NS_vRNA	365	397	1
186	NS_vRNA	365	449	1
187	NS_vRNA	365	531	3
188	NS_vRNA	365	548	2
189	NS_vRNA	365	699	2
190	NS_vRNA	365	838	4
191	NS_vRNA	367	733	1
192	NS_vRNA	373	823	2
193	NS_vRNA	378	496	2
194	NS_vRNA	387	500	1
195	NS_vRNA	388	429	1
196	NS_vRNA	397	505	1
197	NS_vRNA	403	616	2
198	NS_vRNA	403	674	2
199	NS_vRNA	404	735	3
200	NS_vRNA	413	530	2
201	NS_vRNA	414	680	2
202	NS_vRNA	418	561	1
203	NS_vRNA	418	575	1
204	NS_vRNA	419	551	2
205	NS_vRNA	428	556	1
206	NS_vRNA	436	537	2
207	NS_vRNA	457	499	1
208	NS_vRNA	465	479	2
209	NS_vRNA	466	524	4
210	NS_vRNA	471	710	1
211	NS_vRNA	478	507	1
212	NS_vRNA	480	492	1
213	NS_vRNA	496	524	5
214	NS_vRNA	501	524	1
215	NS_vRNA	505	546	2
216	NS_vRNA	508	535	2
217	NS_vRNA	513	523	1
218	NS_vRNA	557	597	3
219	NS_vRNA	561	586	1
220	NS_vRNA	563	600	1
221	NS_vRNA	564	854	1
222	NS_vRNA	572	849	5
223	NS_vRNA	579	735	2
224	NS_vRNA	582	842	2
225	NS_vRNA	585	701	1
226	NS_vRNA	595	636	1
227	NS_vRNA	599	638	1
228	NS_vRNA	599	728	1
229	NS_vRNA	603	636	2
230	NS_vRNA	611	712	1
231	NS_vRNA	613	626	3
232	NS_vRNA	613	634	2
233	NS_vRNA	614	636	1
234	NS_vRNA	615	679	5
235	NS_vRNA	623	662	9
236	NS_vRNA	635	659	1
237	NS_vRNA	635	726	2
238	NS_vRNA	636	712	1
239	NS_vRNA	646	669	1
240	NS_vRNA	649	702	1
241	NS_vRNA	651	771	1
242	NS_vRNA	654	685	1
243	NS_vRNA	655	710	1
244	NS_vRNA	673	721	1
245	NS_vRNA	676	773	1
246	NS_vRNA	677	714	2
247	NS_vRNA	680	714	2
248	NS_vRNA	681	721	1
249	NS_vRNA	684	727	3
250	NS_vRNA	688	736	2
251	NS_vRNA	689	733	2
252	NS_vRNA	699	717	1
253	NS_vRNA	715	739	1
254	NS_vRNA	717	811	1
255	NS_vRNA	730	770	1
256	NS_vRNA	730	771	1
257	NS_vRNA	731	790	1
258	NS_vRNA	735	769	1
259	NS_vRNA	745	766	1
260	NS_vRNA	750	766	1
261	NS_vRNA	757	804	2
262	NS_vRNA	760	778	1
263	NS_vRNA	771	822	4
264	NS_vRNA	772	805	6
265	NS_vRNA	773	825	3
266	NS_vRNA	775	823	1
267	NS_vRNA	776	806	1
268	NS_vRNA	782	807	2
269	NS_vRNA	786	817	3
270	NS_vRNA	791	815	3
271	NS_vRNA	804	822	1
272	NS_vRNA	804	823	2
273	NS_vRNA	840	854	1
