	segment	fivePrime	threePrime	counts
134	NS_vRNA	322	414	3
135	NS_vRNA	329	592	7
136	NS_vRNA	334	615	6
137	NS_vRNA	337	741	4
138	NS_vRNA	337	800	3
139	NS_vRNA	338	396	1
140	NS_vRNA	338	475	2
141	NS_vRNA	338	738	1
142	NS_vRNA	349	500	3
143	NS_vRNA	349	863	1
144	NS_vRNA	351	444	9
145	NS_vRNA	351	577	8
146	NS_vRNA	351	681	2
147	NS_vRNA	352	819	1
148	NS_vRNA	354	470	2
149	NS_vRNA	354	536	1
150	NS_vRNA	355	397	1
151	NS_vRNA	355	661	1
152	NS_vRNA	356	648	2
153	NS_vRNA	357	401	1
154	NS_vRNA	358	415	1
155	NS_vRNA	359	398	2
156	NS_vRNA	359	433	1
157	NS_vRNA	360	526	3
158	NS_vRNA	365	538	1
159	NS_vRNA	365	838	2
160	NS_vRNA	366	526	2
161	NS_vRNA	366	755	1
162	NS_vRNA	367	507	2
163	NS_vRNA	367	524	1
164	NS_vRNA	367	544	1
165	NS_vRNA	368	417	1
166	NS_vRNA	368	549	1
167	NS_vRNA	369	546	1
168	NS_vRNA	370	576	1
169	NS_vRNA	377	445	1
170	NS_vRNA	377	452	1
171	NS_vRNA	379	397	1
172	NS_vRNA	380	396	1
173	NS_vRNA	380	716	2
174	NS_vRNA	382	397	1
175	NS_vRNA	384	518	1
176	NS_vRNA	385	511	2
177	NS_vRNA	386	396	1
178	NS_vRNA	387	401	3
179	NS_vRNA	388	615	1
180	NS_vRNA	389	410	2
181	NS_vRNA	396	589	1
182	NS_vRNA	397	420	1
183	NS_vRNA	398	416	1
184	NS_vRNA	407	530	2
185	NS_vRNA	410	452	2
186	NS_vRNA	411	614	1
187	NS_vRNA	417	429	1
188	NS_vRNA	424	459	1
189	NS_vRNA	424	467	1
190	NS_vRNA	427	504	2
191	NS_vRNA	429	453	1
192	NS_vRNA	430	504	2
193	NS_vRNA	432	550	1
194	NS_vRNA	438	516	1
195	NS_vRNA	446	489	2
196	NS_vRNA	447	464	2
197	NS_vRNA	457	484	1
198	NS_vRNA	457	492	1
199	NS_vRNA	459	536	2
200	NS_vRNA	459	595	2
201	NS_vRNA	464	491	1
202	NS_vRNA	501	524	1
203	NS_vRNA	503	649	2
204	NS_vRNA	523	583	2
205	NS_vRNA	541	640	1
206	NS_vRNA	541	799	2
207	NS_vRNA	550	565	1
208	NS_vRNA	553	597	11
209	NS_vRNA	565	843	2
210	NS_vRNA	572	849	9
211	NS_vRNA	579	735	1
212	NS_vRNA	592	668	1
213	NS_vRNA	592	674	3
214	NS_vRNA	593	687	1
215	NS_vRNA	600	676	2
216	NS_vRNA	601	637	2
217	NS_vRNA	603	637	1
218	NS_vRNA	613	624	3
219	NS_vRNA	614	767	1
220	NS_vRNA	615	652	2
221	NS_vRNA	616	653	3
222	NS_vRNA	618	662	3
223	NS_vRNA	633	665	1
224	NS_vRNA	634	668	1
225	NS_vRNA	635	671	1
226	NS_vRNA	635	681	1
227	NS_vRNA	649	687	1
228	NS_vRNA	651	670	1
229	NS_vRNA	652	690	2
230	NS_vRNA	652	833	2
231	NS_vRNA	656	685	3
232	NS_vRNA	666	704	1
233	NS_vRNA	666	721	4
234	NS_vRNA	671	701	12
235	NS_vRNA	672	712	3
236	NS_vRNA	672	726	6
237	NS_vRNA	673	728	10
238	NS_vRNA	675	706	4
239	NS_vRNA	678	838	2
240	NS_vRNA	679	709	7
241	NS_vRNA	679	810	1
242	NS_vRNA	681	712	1
243	NS_vRNA	685	800	1
244	NS_vRNA	685	814	1
245	NS_vRNA	685	820	2
246	NS_vRNA	686	704	3
247	NS_vRNA	690	720	1
248	NS_vRNA	697	736	2
249	NS_vRNA	699	738	2
250	NS_vRNA	704	739	5
251	NS_vRNA	706	741	1
252	NS_vRNA	706	748	2
253	NS_vRNA	709	727	2
254	NS_vRNA	713	814	2
255	NS_vRNA	716	781	1
256	NS_vRNA	716	791	1
257	NS_vRNA	717	739	1
258	NS_vRNA	717	769	1
259	NS_vRNA	719	774	2
260	NS_vRNA	722	783	4
261	NS_vRNA	724	739	1
262	NS_vRNA	727	771	1
263	NS_vRNA	727	785	3
264	NS_vRNA	728	774	5
265	NS_vRNA	730	763	1
266	NS_vRNA	731	756	1
267	NS_vRNA	733	763	1
268	NS_vRNA	737	757	1
269	NS_vRNA	738	770	2
270	NS_vRNA	738	783	2
271	NS_vRNA	740	765	1
272	NS_vRNA	741	771	1
273	NS_vRNA	744	768	1
274	NS_vRNA	748	758	1
275	NS_vRNA	751	825	6
276	NS_vRNA	756	773	2
277	NS_vRNA	757	813	41
278	NS_vRNA	760	822	5
279	NS_vRNA	767	782	1
280	NS_vRNA	768	804	4
281	NS_vRNA	769	788	5
282	NS_vRNA	770	804	8
283	NS_vRNA	772	789	1
284	NS_vRNA	773	804	3
285	NS_vRNA	774	803	4
286	NS_vRNA	774	812	8
287	NS_vRNA	780	803	2
288	NS_vRNA	780	826	2
289	NS_vRNA	803	823	3
290	NS_vRNA	805	824	1
291	NS_vRNA	821	840	3
292	NS_vRNA	821	849	1
293	NS_vRNA	827	843	2
294	NS_vRNA	829	853	8
