	segment	fivePrime	threePrime	counts
153	NS_vRNA	491	514	2
154	NS_vRNA	492	810	1
155	NS_vRNA	497	523	3
156	NS_vRNA	505	547	1
157	NS_vRNA	526	557	3
158	NS_vRNA	541	799	1
159	NS_vRNA	551	614	2
160	NS_vRNA	554	617	41
161	NS_vRNA	556	626	2
162	NS_vRNA	560	613	1
163	NS_vRNA	560	836	1
164	NS_vRNA	563	614	2
165	NS_vRNA	563	833	1
166	NS_vRNA	564	854	1
167	NS_vRNA	572	849	9
168	NS_vRNA	577	671	2
169	NS_vRNA	579	687	1
170	NS_vRNA	597	807	1
171	NS_vRNA	600	667	2
172	NS_vRNA	602	614	1
173	NS_vRNA	616	704	1
174	NS_vRNA	625	637	1
175	NS_vRNA	635	662	3
176	NS_vRNA	636	696	2
177	NS_vRNA	650	662	2
178	NS_vRNA	650	677	9
179	NS_vRNA	661	683	3
180	NS_vRNA	665	715	3
181	NS_vRNA	669	703	1
182	NS_vRNA	669	799	2
183	NS_vRNA	674	786	3
184	NS_vRNA	681	704	4
185	NS_vRNA	681	845	1
186	NS_vRNA	684	709	4
187	NS_vRNA	685	820	1
188	NS_vRNA	686	719	3
189	NS_vRNA	689	727	2
190	NS_vRNA	689	735	3
191	NS_vRNA	700	781	11
192	NS_vRNA	701	767	1
193	NS_vRNA	706	718	1
194	NS_vRNA	709	728	2
195	NS_vRNA	715	740	4
196	NS_vRNA	715	742	1
197	NS_vRNA	717	739	9
198	NS_vRNA	719	823	2
199	NS_vRNA	720	749	2
200	NS_vRNA	722	767	1
201	NS_vRNA	729	740	3
202	NS_vRNA	736	760	1
203	NS_vRNA	737	749	1
204	NS_vRNA	737	765	3
205	NS_vRNA	740	760	2
206	NS_vRNA	743	811	1
207	NS_vRNA	749	828	4
208	NS_vRNA	755	799	1
209	NS_vRNA	757	792	6
210	NS_vRNA	768	823	4
211	NS_vRNA	770	803	9
212	NS_vRNA	774	824	15
213	NS_vRNA	776	805	1
214	NS_vRNA	785	824	6
215	NS_vRNA	788	806	1
216	NS_vRNA	792	820	14
217	NS_vRNA	795	823	4
218	NS_vRNA	802	826	1
219	NS_vRNA	806	822	18
220	NS_vRNA	806	823	1
221	NS_vRNA	824	853	7
