"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
35.3989,94.0669,43.4715,82.9938
44.842,91.1164,17.2391,92.7987
22.3742,40.557,-46.0523,57.4091
1.22028,51.6549,-169.011,40.851
52.6954,90.4256,-104.905,60.1655
23.5752,47.1901,-13.1436,82.1908
17.0386,95.1965,73.5464,133.001
28.6987,108.046,89.8117,121.485
-3.1188,37.2405,-94.5271,60.211
31.0718,127.486,36.941,162.104
48.2008,106.23,89.3675,151.749
40.7838,62.5622,-27.112,62.8723
54.1869,76.9709,41.9096,107.477
30.6962,53.1857,-51.4407,51.6899
23.8551,102.596,54.6348,93.6938
2.54614,111.364,-24.3089,69.9749
32.0708,171.377,237.588,184.998
11.6032,76.4673,51.2891,79.753
18.8909,90.4884,75.9211,73.2435
35.8595,64.9861,-11.1513,86.6003
24.4829,74.8934,-44.0434,48.2817
6.72178,67.6653,-9.37779,68.4268
21.0335,77.1597,151.61,96.8415
37.9272,140.701,88.6777,112.476
26.2356,92.7488,-23.7952,48.2694
20.6408,110.049,41.9385,122.219
4.72467,80.8721,-14.6955,89.5413
37.7255,97.2042,80.9383,159.231
18.2546,77.1597,-7.96631,89.1743
35.2639,97.2669,-5.9114,104.08
19.9931,58.9264,-56.6239,72.4764
41.8155,146.862,-11.8645,149.097
4.43621,64.731,-103.214,36.4107
15.7157,46.4885,-7.48219,48.7573
-4.11278,63.1363,-22.3331,-1.14035
-11.4566,80.8721,-118.886,53.2276
31.5471,51.0171,-132.249,78.8635
27.2088,85.4622,-161.414,122.715
25.2737,75.8378,-23.6036,69.9539
31.3055,134.721,109.483,87.4492
38.9782,107.608,-9.88173,99.1628
14.6869,85.9022,-47.4047,108.297
49.6009,85.148,-15.4658,75.3069
29.695,89.2951,12.1372,132.507
-2.16171,68.4945,35.1482,79.8493
25.1726,85.5251,46.9867,111.615
34.255,98.7095,22.5116,118.805
38.8234,86.5307,31.3989,104.191
9.64081,72.2482,-10.8152,78.7442
47.2687,119.118,-121.773,145.755
22.8738,82.0043,4.44226,99.2755
20.7169,65.1775,-18.02,119.848
20.4292,96.7023,-37.8872,97.0497
47.386,114.992,52.635,132.721
19.8163,94.7573,-96.6239,98.2095
44.8944,93.3765,109.951,178.268
39.1708,86.6563,70.0868,83.853
47.5352,136.279,-39.2252,122.234
28.1857,133.35,-9.29581,117.628
-1.66014,97.4551,-79.9186,98.5637
85.7684,172.059,38.6158,212.58
2.29532,40.8759,-48.6945,110.012
21.3431,62.7536,-37.7562,68.5316
15.5588,67.1549,-32.5531,78.3619
23.0073,63.7104,20.587,60.0971
37.4102,115.242,-4.25587,78.618
49.0752,127.486,157.634,121.546
27.41,53.3133,-45.8789,33.4197
51.9539,71.6812,49.4501,142.55
63.2403,104.977,107.82,132.002
18.227,127.05,74.5472,92.2367
15.8312,95.6358,-53.392,90.6885
29.6476,80.4318,77.3052,64.7453
10.8466,63.4552,-10.5301,66.4648
38.3788,125.676,-242.627,110.98
-2.80465,47.3815,-26.1968,71.117
10.1,61.6692,-109.466,82.4895
-0.478652,70.9185,-15.1403,77.5196
32.7295,115.305,27.6913,75.287
16.3006,74.6415,24.2947,117.643
13.913,51.0809,-10.094,72.588
14.5712,45.8507,-82.3172,54.219
26.3446,118.931,-7.34185,78.7636
24.2814,102.534,-100.528,88.9279
43.385,117.618,-18.55,126.865
18.0352,93.6903,30.8363,107.459
2.421,64.412,-46.2511,65.6263
32.806,142.195,-64.2614,109.391
19.2567,59.628,-26.2646,63.023
62.9845,151.463,21.0297,130.381
20.5108,46.1696,-98.7257,112.326
29.1473,111.677,-84.8628,120.331
24.8358,58.7988,-147.454,100.349
29.454,85.5251,-48.8725,67.9915
65.9702,133.973,65.0343,92.9909
28.7531,133.35,76.7662,151.952
16.4778,123.366,-60.8423,85.7827
-14.4441,29.97,-88.5802,30.1234
25.4738,95.3848,-150.33,96.4025
26.9824,255.597,164.582,172.217
15.0555,98.3959,14.7653,146.452
15.6838,67.9842,84.128,82.723
41.6236,88.1643,9.50577,115.636
46.5262,205.401,80.1736,191.731
10.5549,116.805,-18.2266,111.039
38.6281,76.0896,134.081,101.543
14.4198,71.7442,-185.796,4.10861
13.5053,74.4526,-37.9542,69.2078
22.3071,104.038,-19.3188,119.634
6.7019,60.0745,14.0925,70.6362
20.3118,171.873,148.421,152.685
16.9607,110.988,-46.0804,68.6313
20.4385,103.474,-113.402,53.4185
38.244,51.7187,59.7694,89.4428
10.6483,63.6466,4.7296,39.8186
24.7054,69.7703,21.7593,72.2362
11.1595,48.3382,-59.1911,19.5218
37.4737,90.4884,129.504,95.9106
52.5962,109.173,114.145,95.5327
8.44191,90.8652,-34.8044,138.939
33.0956,90.3628,76.2424,162.426
15.9664,102.22,-5.59729,100.003
9.46529,105.666,-116.757,92.1619
15.7929,78.5443,112.547,131.455
42.1932,137.712,67.8376,137.555
36.6842,125.864,-64.6705,74.0856
32.4941,108.735,60.9082,101.45
39.6772,101.656,-56.3479,94.5352
34.2017,108.86,42.0112,106.463
12.8767,85.148,122.085,66.0363
50.1832,119.306,201.299,162.778
41.7725,58.4161,33.6554,74.7404
27.6253,44.8302,-41.3785,33.8324
56.7002,91.4931,-6.53043,53.4409
39.7081,50.3155,-56.3022,60.6706
8.11514,41.3223,0.918773,90.062
3.1437,27.9293,-46.6213,82.6745
32.2324,126.8,73.7964,130.528
-4.27242,57.5231,-80.7792,28.0504
23.1055,110.988,4.43778,134.378
12.7968,103.536,-26.0265,50.5726
29.344,126.738,117.782,86.3055
35.9023,42.6617,-140.366,94.0175
-13.1562,36.22,-137.203,47.3716
2.42418,96.8905,-131.439,71.3566
49.4751,129.358,37.2183,131.895
-2.55875,88.2272,6.26722,72.4271
14.4268,81.9414,97.0383,100.694
58.8571,161.584,22.4381,148.573
7.30837,94.5063,-67.0281,88.4341
1.48889,80.7463,-31.8399,71.8464
29.2962,66.7722,-18.1455,91.6149
33.2579,104.789,-18.3418,101.785
30.1942,78.4184,12.4665,70.9551
54.9245,147.049,102.512,116.831
20.8162,70.7271,-55.2752,47.9622
19.9265,134.846,91.8241,67.713
30.0839,93.3765,-27.5951,101.467
45.3121,110.362,47.6506,89.2572
8.9033,69.0686,-90.6954,87.6741
30.8759,106.606,5.98067,116.931
15.7267,91.9326,40.0018,120.56
29.3585,107.295,-76.3286,78.6062
26.8466,86.7192,104.833,132.527
39.6315,156.06,-18.9325,111.785
9.6933,59.1177,-57.7702,60.7426
7.81192,39.2176,44.8256,93.33
7.5034,84.9594,78.7735,66.7644
36.1881,103.286,152.863,141.378
52.092,104.476,59.7948,127.21
39.4618,82.3187,-88.1595,75.8612
53.1205,157.488,121.652,152.927
12.9122,106.105,39.8158,116.854
57.0564,90.7396,53.3455,111.257
51.5867,86.0279,-52.9543,67.6985
5.14474,137.338,-115.184,61.1197
11.5082,55.163,-54.7381,90.3105
31.6378,57.2679,24.3879,87.0384
36.7374,123.616,133.627,153.379
10.0964,52.803,-89.3201,9.86688
45.6701,94.2552,96.6579,140.772
46.2036,83.1362,50.8233,93.6734
26.3972,87.9759,30.9547,72.9148
31.1266,96.9533,-73.5036,34.2911
9.9088,91.4931,-21.9585,73.3064
54.5759,109.298,31.5722,106.864
29.2232,71.4292,-31.4935,81.4698
43.8886,101.594,66.8607,113.519
21.7429,79.7398,-40.2368,127.558
51.9415,53.9511,-110.375,28.2782
51.224,97.8315,-47.843,138.437
33.7518,60.9038,71.277,95.5967
19.0994,54.1425,29.3171,86.5815
27.9447,97.2669,-55.3233,77.457
2.76986,61.7968,57.0222,112.044
10.7247,73.8229,28.8117,73.9221
12.0055,73.0671,-40.9486,71.5657
31.9958,138.148,-112.957,114.212
24.227,79.0477,9.35585,82.7994
45.0968,186.84,97.8358,143.611
56.8812,52.3565,-31.3244,75.9464
57.4501,67.9842,-9.68784,97.9461
59.0618,105.917,-59.4226,58.8782
15.1492,98.0196,47.683,117.787
79.1902,96.6396,71.8182,105.537
36.2866,159.846,124.648,124.343
18.2128,107.107,35.8787,112.071
27.6561,90.8024,40.4736,121.696
44.2103,131.354,285.699,193.421
16.3452,74.5156,-45.8835,70.0854
26.8348,57.7144,-34.0218,109.501
0.695525,50.9533,-44.1843,74.8208
31.2441,72.6262,-60.8116,57.7612
38.0122,139.705,8.28209,139.543
32.5703,93.7531,-60.6011,117.326
-18.4464,84.0793,35.2413,119.783
22.1828,59.5642,-0.0729978,72.5991
26.3132,91.1164,1.86915,94.4247
55.8242,144.498,142.297,181.211
20.8913,97.4551,-29.8276,82.2096
33.2351,106.105,-24.417,110.406
26.0835,89.9232,80.4139,119.946
-1.19483,63.2001,-39.4087,23.9566
-2.5721,85.148,45.4901,91.0895
22.7402,84.6451,-115.071,53.2644
23.7348,127.736,14.9206,131.399
31.7604,155.439,-27.8651,109.941
42.9573,97.3297,-19.453,113.525
107.663,153.886,83.8675,137.299
20.0773,62.3708,-26.0112,87.4597
30.0853,55.2906,-9.66858,76.9625
19.2544,48.1469,-135.413,75.4503
-2.58658,37.1129,-85.2369,52.6132
37.9219,56.6301,-21.768,82.6355
30.3255,67.729,-47.245,68.5377
36.7483,42.2152,-0.895497,36.5296
32.0035,40.4932,-67.9305,58.5844
26.7883,97.5806,250.042,120.754
4.57698,39.2176,-84.9817,45.1075
5.80534,63.0087,-77.4322,121.578
56.8804,153.016,67.1914,161.251
42.8471,79.6769,-199.304,77.0799
-2.3169,23.3377,-193.024,11.196
-7.56826,115.993,-13.2651,102.206
22.6395,75.6489,-19.2625,64.4491
31.9487,86.3421,13.6334,89.0104
41.8747,92.4977,3.7103,81.6539
27.0698,140.701,11.5826,52.9579
44.1226,57.2042,-19.1957,81.4337
13.3607,76.845,25.2193,79.1954
22.867,80.5576,50.9129,100.023
67.0648,103.787,-63.6903,61.4456
15.4566,96.5141,-54.1389,34.953
5.52568,68.4307,-37.5159,67.4686
33.634,119.618,28.5842,102.597
22.1559,41.705,-91.5286,63.4169
29.4497,93.8786,14.8607,129.331
21.8952,95.2593,38.309,98.4668
30.3229,144.498,43.9362,105.336
51.432,108.61,14.1239,103.152
63.1784,88.1015,6.24106,108.839
76.8144,137.774,121.169,165.819
32.9512,134.347,134.475,135.863
29.0588,157.86,128.455,154.511
-5.20472,72.6262,-51.4274,68.6484
23.2638,64.412,-79.2133,80.2848
39.7486,60.4572,-30.2354,80.5102
27.3342,69.1962,45.909,78.3476
13.0936,156.991,-64.1816,78.4473
29.1401,152.954,-117.983,96.7847
18.4394,89.9232,-36.4669,105.148
21.7205,92.7488,-35.4307,44.8494
13.5535,110.738,-24.5592,100.36
28.7294,99.8382,-39.5794,93.7277
9.41561,44.9578,-129.168,79.4275
9.82762,0.892602,-296.722,-21.1132
27.7712,50.3792,-194.204,48.0516
39.4674,127.424,-151.173,81.33
22.8858,50.6344,15.4374,55.3344
24.4077,78.4184,-23.7104,56.6355
10.3998,26.2712,11.2056,67.4345
31.7607,108.297,78.9072,134.25
5.2872,93.7531,-74.4493,57.4597
16.463,131.23,25.2827,99.5922
27.4903,101.656,-63.4079,73.1833
17.4318,55.0355,-21.8376,58.8935
25.3618,130.107,56.58,96.6752
49.2251,93.6903,39.2262,110.972
38.7559,30.6715,-74.8367,38.6555
17.6924,90.4884,54.8003,96.8649
34.2367,147.173,31.2379,139.096
47.1426,145.431,43.3897,171.941
3.14685,97.2669,10.7091,124.914
16.0833,91.1164,17.1727,74.8512
35.9433,124.802,11.3888,125.97
10.7888,75.586,-24.6835,72.886
50.1071,110.801,82.8156,146.881
7.17348,66.1981,-40.7359,60.8293
15.6176,81.5011,-55.0661,102.248
40.2834,126.862,-21.2301,94.1229
5.20899,85.0851,-38.0713,72.2346
31.1643,67.3463,-28.0875,78.798
16.257,26.7176,-80.8947,37.2943
3.20893,85.4622,-10.0581,124.101
19.0412,55.2906,-20.7053,56.535
12.0201,65.2413,7.48113,88.1969
27.7878,84.5822,-14.7592,113.157
31.9785,106.543,11.4668,103.967
21.5743,103.223,82.4075,134.118
48.2111,127.424,272.678,150.603
25.3636,130.481,82.5718,114.733
26.1608,151.276,33.1328,117.439
30.3468,34.4981,9.9091,41.8207
31.0495,105.854,26.005,73.2965
-4.30648,109.799,-54.8417,100.553
33.347,128.61,11.3953,85.8008
3.21993,68.4945,46.2359,80.2888
43.1627,162.266,-34.3581,90.7013
27.3183,33.2226,23.4784,80.1201
30.9771,94.4435,5.23891,93.5079
27.9824,74.9563,11.5269,61.0979
16.5164,78.1038,-49.8835,69.3248
15.2827,100.653,23.3962,109.039
46.1525,134.472,-57.4223,93.2656
37.4589,82.0043,115.02,134.075
41.0495,99.9009,74.6995,124.649
11.6657,65.5602,-45.7898,72.8108
-5.67971,92.8116,-111.568,58.4339
17.4642,30.6078,38.3155,61.3786
29.3293,157.736,15.5127,173.141
16.189,47.0626,-69.107,69.189
23.3071,98.3959,37.7251,99.8161
54.2141,147.049,-3.82143,140.982
51.5041,82.5703,45.8352,113.398
21.0704,64.2207,28.2881,80.5728
39.6615,177.691,290.305,199.742
5.56184,26.0161,-18.4791,81.7036
25.0211,132.788,153.242,177.132
48.9024,127.424,-66.3744,98.1418
16.5397,57.2679,4.33505,78.9004
18.8957,161.832,99.3483,109.217
70.2408,214.259,413.16,182.72
5.87779,122.804,-25.5942,58.7672
-12.3626,64.0293,-132.635,50.8177
30.7864,83.262,-72.8539,78.1871
33.2089,132.601,39.2086,76.8026
19.6979,75.2712,62.1256,93.1107
20.6006,96.075,149.35,102.349
16.8,21.1057,68.7043,56.0674
1.94298,56.8214,-105.532,57.8973
6.39825,102.032,-43.4549,73.9524
2.02695,27.2915,-101.378,54.652
22.519,72.5632,-12.4117,77.8359
59.6281,124.428,68.0373,129.863
27.1064,112.678,-31.5168,91.4942
30.1793,109.048,-75.3837,90.8603
41.7893,66.836,-49.868,72.8761
21.8516,71.8702,-22.2816,72.8776
13.6311,119.056,20.3462,73.4875
6.79364,108.359,-98.4739,78.696
27.5282,44.1924,5.47066,68.9715
44.6174,79.0477,1.35512,105.576
-1.6154,52.9944,-89.2766,59.2339
9.58972,56.8214,-44.48,41.8279
18.1494,28.3757,-52.4571,58.2671
19.9259,97.0787,46.255,86.0309
7.93187,123.866,104.919,159.103
28.1606,122.242,140.713,89.9898
22.9644,79.4881,-51.2558,64.8611
15.9618,59.628,74.2179,94.4292
17.3584,73.7599,-73.2385,67.0406
20.7339,107.858,10.4309,124.046
31.0941,123.179,-0.0115974,104.856
24.157,54.9079,-40.5385,29.7151
15.9461,94.3807,6.21942,59.6633
45.8596,111.614,22.8561,95.3759
12.3178,111.677,19.5685,85.5394
19.7359,73.1301,-84.1345,64.5385
41.2522,56.5025,56.6618,120.382
36.222,58.0972,16.0446,58.4858
12.001,66.0705,-29.6673,59.898
32.0105,43.6184,-24.7499,33.4565
35.6793,91.4931,53.7626,64.0127
11.4549,78.4814,72.8978,96.2287
14.3414,78.6701,80.2489,91.9237
29.9501,74.2637,-106.217,98.0706
44.4149,113.366,78.0079,158.511
61.4272,119.056,163.084,117.124
15.9358,63.6466,-4.72593,91.2322
24.1604,125.552,20.8947,114.538
4.6643,72.3112,-23.4841,59.7423
10.1596,95.5103,-137.102,81.944
32.7073,85.3994,16.8994,114.275
50.4296,175.402,174.333,171.918
5.73114,110.488,-116.361,75.0617
50.6414,149.038,131.181,124.04
16.5846,73.508,-45.9124,55.6547
2.91177,90.0488,51.5982,84.1068
62.0132,85.9022,20.9298,82.058
-2.47738,53.8236,-53.3301,69.1125
33.904,62.1157,-85.1681,84.7753
1.61896,96.9533,-22.898,81.7312
43.4364,109.111,-18.7492,66.3747
1.72011,45.7231,-52.5634,88.7455
25.24,76.845,60.5615,67.6068
21.2149,124.553,23.9804,113.203
52.9646,74.0748,48.5456,109.386
30.5181,135.469,128.694,150.592
32.357,83.7021,20.5667,104.507
34.0214,82.3816,37.2724,114.334
78.3993,92.3721,73.953,187.422
64.3822,95.3848,-13.6143,119.271
43.4668,45.6594,-103.762,56.9163
34.7718,97.3924,66.2451,146.584
23.8432,99.2739,17.8401,88.931
34.3065,84.8337,-88.3615,52.2169
17.2558,47.9555,-72.244,72.3574
7.23003,62.4984,-49.3669,54.5465
-3.02062,50.3792,-36.8828,49.3026
51.5564,47.5728,-52.1992,40.6367
44.3382,120.618,63.2138,130.511
12.4879,55.9285,-82.7772,90.9841
8.76369,89.986,-88.8514,72.7621
15.9499,91.1792,27.2785,132.265
11.4644,56.3112,-15.7019,89.0857
40.8299,153.327,153.441,173.396
7.74812,71.365,13.1651,33.4883
37.8307,39.7916,-11.6837,31.8972
20.007,92.121,66.7037,107.445
5.95795,55.5457,22.2688,49.8611
2.57431,48.3382,-95.0868,36.4237
14.2059,83.1362,-3.4866,100.899
27.7017,74.7675,-63.8295,80.1175
12.3223,66.1343,39.8155,72.8753
24.9724,58.735,-34.0651,30.3996
40.284,77.2227,6.68553,94.0549
13.582,92.7488,108.933,91.1125
4.56118,67.9842,-105.922,28.6098
2.87295,66.8998,-77.5816,82.3357
27.8095,69.6427,57.5467,68.1411
16.3489,159.35,68.6278,94.0184
-7.02127,23.4015,-7.5053,87.2409
18.1261,162.824,-25.6101,103.453
14.5625,91.9326,-25.9105,55.1856
10.8162,61.7968,37.7305,82.0076
23.3205,117.368,121.91,116.578
14.8547,87.2847,-62.7675,71.4077
13.5248,198.07,4.97663,103.553
3.91991,45.8507,-16.0392,51.187
-11.6516,48.402,-29.7916,40.527
41.9832,113.991,47.501,130.46
20.598,92.8743,-104.479,66.1204
32.4803,40.557,-21.1742,60.376
52.9244,157.922,142.442,174.722
46.6017,73.382,-3.85732,49.4385
42.3657,105.917,-27.0335,69.6962
27.8824,74.8934,-47.6056,72.214
17.3167,74.2637,-14.606,89.9296
20.1469,120.305,-15.6228,73.649
14.9037,90.1116,-3.23167,59.8777
6.35327,51.9738,-88.5027,60.697
19.9629,64.0293,-34.5049,51.4889
-4.74569,75.4601,-45.4749,46.2772
48.0702,111.051,49.5066,135.825
22.3959,61.1589,22.5305,48.9176
50.9276,83.9536,-105.966,86.1544
92.2077,132.29,-137.514,130.717
42.9169,170.263,13.0115,130.183
17.1282,51.8463,7.35936,98.7041
19.8331,45.1491,51.4994,65.9186
43.2736,68.6221,-76.5995,78.3724
12.5855,57.842,-42.7649,98.396
24.2686,65.4327,-5.51813,132.95
17.9108,61.2865,32.2696,48.2587
36.9978,47.1901,-7.19931,69.6647
15.4041,69.1962,-31.0971,65.1211
0.788207,142.382,-57.5451,94.9434
12.1242,92.3093,-96.4577,21.8617
0.877129,76.2785,-5.69645,66.8107
31.427,115.242,-57.8772,55.6889
44.345,69.9617,59.5223,50.6279
53.7555,44.1924,19.5376,51.9427
11.9372,34.5619,-69.1588,42.6399
5.17552,119.118,-2.62178,124.629
64.135,36.1563,-43.4945,62.6398
31.089,107.107,44.7476,111.506
35.6647,105.479,10.9303,47.375
59.3991,63.5828,24.9971,51.8342
41.623,64.6034,7.4473,30.4902
61.9054,94.1925,71.9867,94.0396
10.2821,57.842,-13.2325,62.2573
14.8713,44.7664,-45.4433,57.3926
17.8131,163.941,123.973,168.653
18.4807,98.3332,88.7015,76.2152
26.5598,89.986,35.9202,91.3619
14.0859,95.5103,36.6311,65.5446
7.52523,60.3935,27.2405,70.4234
26.6109,114.742,4.65848,43.0894
30.8238,65.1775,-59.3042,49.687
12.8641,57.9058,-25.463,79.6079
7.06831,87.0962,-137.344,60.3468
35.5307,97.5806,146.311,135.305
19.6263,61.9243,2.78677,119.314
53.5469,75.523,-22.1856,99.4685
35.904,60.5848,-3.42231,63.3897
12.7797,137.899,30.574,95.0635
44.4247,146.924,191.002,139.16
79.2178,126.8,-26.8165,168.357
54.8891,69.7065,169.958,132.939
20.7573,68.941,-51.4435,66.6716
53.0573,111.301,143.491,80.826
35.2868,96.075,-26.4566,95.4499
26.9891,183.503,161.122,189.725
26.3964,72.3112,-56.8751,60.8328
59.2593,114.679,90.4848,140.407
7.65955,74.7045,-22.2998,98.0907
34.905,94.1925,24.4355,125.707
37.4551,28.567,-130.713,55.3705
24.9441,110.425,107.29,130.917
59.949,122.117,150.103,124.652
27.71,89.1066,23.7855,73.1127
9.71895,75.3341,-18.2793,70.0628
72.9917,111.426,-84.7445,93.0098
25.3609,41.3223,93.2366,72.4388
8.0003,71.3032,-0.427483,78.483
42.6256,47.2539,11.4796,46.9121
41.0249,80.3689,-22.1512,72.6053
29.5574,83.1362,8.66271,74.7568
38.5461,99.5874,61.5345,116.742
30.1512,121.742,111.441,185.28
34.5171,137.961,235.68,156.628
15.7688,67.0274,59.8497,85.4471
17.4555,108.61,68.1232,62.3452
24.6849,101.907,-54.3162,74.5148
27.8387,144.436,70.6589,101.415
26.8846,90.8024,-86.6558,85.7098
28.3125,128.298,-47.496,73.1085
31.2254,83.0733,-21.5999,59.8325
36.3789,26.8451,-20.1649,59.3131
5.99096,62.0519,-90.6305,52.2771
35.7805,104.852,-26.1719,83.1955
21.3562,78.3555,-36.172,73.1572
37.6268,70.9185,35.3976,103.248
6.80469,65.3051,-64.3185,77.4686
10.7277,79.1106,15.1555,67.5012
41.8878,94.9455,-51.4223,147.141
2.50712,43.0444,-84.2422,37.8047
18.854,130.045,-39.6579,101.682
40.0792,108.547,-21.8445,128.986
30.8429,68.941,42.8916,132.769
54.863,90.2372,35.3405,117.577
16.9399,60.2659,7.53732,83.123
32.6768,85.4622,32.2495,87.2354
45.4295,41.705,-38.3881,51.8629
26.3211,67.6653,10.9012,57.0363
-2.88207,75.2082,-47.8944,33.9079
29.5942,85.2737,-49.4241,76.7635
-11.9827,38.6436,-87.7085,65.8652
16.98,134.16,12.6896,66.4909
7.54894,43.8097,-27.4035,31.2809
24.4581,98.5841,-0.147683,111.892
28.1189,94.8828,-118.965,94.6161
4.83621,69.0686,-33.9581,71.0635
60.872,203.738,156.698,190.827
22.3631,88.7926,-55.7585,89.0775
44.5944,30.4802,-54.6214,35.0941
7.74809,80.9979,-19.4213,76.0832
20.0712,94.3807,-101.173,88.1406
39.3991,57.7782,-88.4922,46.3134
75.2187,157.115,121.299,169.326
38.495,59.8194,99.6334,85.9009
12.343,52.229,-144.486,82.7464
27.3159,128.859,82.7156,122.985
9.71381,46.1058,-187.204,58.4642
32.8441,103.85,-23.3751,74.7338
81.7615,242.096,150.758,244.955
30.1413,108.985,5.76536,113.344
15.4155,72.5632,87.7521,82.1116
20.2625,91.5559,-85.4534,66.8822
45.6903,86.6563,17.6088,114.184
10.7356,126.425,-57.7389,54.453
16.4088,53.3133,-37.1332,75.1941
31.9381,45.5956,-26.015,84.1079
39.7501,147.422,75.2015,116.869
39.7511,67.4739,-35.4837,68.0575
9.00052,49.4225,68.8966,52.5321
10.0781,70.4082,97.4327,72.7529
-0.0261052,96.0122,19.896,88.077
34.8007,17.5347,-122.405,46.0004
39.3519,90.1744,50.2186,124.593
14.6014,25.761,-6.62092,75.2067
31.3499,63.3914,151.611,119.028
9.0339,124.241,79.9944,91.4165
12.2123,77.3486,-121.571,42.4999
37.8053,142.942,8.76372,138.193
17.7783,33.8603,79.2907,50.8139
40.0707,121.18,0.881126,129.933
-3.41251,83.6392,-26.9053,58.4871
35.8216,203.061,218.627,230.788
17.929,73.1931,49.5469,88.8363
46.4693,109.236,116.782,125.017
18.0684,85.7765,-34.2475,79.4351
42.0328,97.016,153.801,149.298
18.7993,60.3935,-65.3427,71.242
45.5692,97.4551,70.2192,85.0342
30.8116,56.5663,-47.0915,69.2938
29.1362,47.7004,-172.047,42.4504
22.6648,83.765,3.67234,92.0695
45.5078,105.98,183.513,110.116
17.9176,140.328,-43.9248,114.446
38.3607,145.867,69.5061,167.769
41.6068,107.733,-57.9354,93.1614
11.347,85.6508,-0.754022,120.388
7.82445,94.82,-54.664,61.5151
15.1371,103.411,33.0938,113.042
26.4929,20.8507,-57.5567,104.888
