PB2_vRNA	226	2192	+
PA_vRNA	658	1698	+
PB2_vRNA	466	1959	+
PA_vRNA	484	1864	+
PB2_vRNA	424	2037	+
PB2_vRNA	451	2058	+
PA_vRNA	165	2068	+
PB2_vRNA	135	1383	+
PB2_vRNA	227	2189	+
PB2_vRNA	488	1960	+
PA_vRNA	244	2065	+
PA_vRNA	223	2074	+
PA_vRNA	418	1825	+
PA_vRNA	1965	1998	+
PA_vRNA	291	2061	+
NP_vRNA	209	1401	+
PB1_vRNA	616	1801	+
PA_vRNA	2057	2100	+
PA_vRNA	232	2091	+
PB1_vRNA	263	2140	+
PB1_vRNA	216	2136	+
PB2_vRNA	340	2012	+
PB2_vRNA	217	2204	+
PA_vRNA	155	1920	+
PB1_vRNA	516	2043	+
PA_vRNA	285	1997	+
NA_vRNA	318	1196	+
PB2_vRNA	318	2099	+
PA_vRNA	229	339	+
PB2_vRNA	242	2179	+
PA_vRNA	270	2075	+
PA_vRNA	321	2073	+
PA_vRNA	242	288	+
PB1_vRNA	466	1975	+
PB2_vRNA	142	1710	+
NP_vRNA	33	1187	+
PB2_vRNA	280	2128	+
PA_vRNA	525	1840	+
PB2_vRNA	389	1999	+
PA_vRNA	323	2020	+
NA_vRNA	144	1317	+
PB1_vRNA	1776	1803	+
PA_vRNA	593	1722	+
PB2_vRNA	231	1956	+
PB1_vRNA	244	2161	+
PB1_vRNA	321	2099	+
NA_vRNA	260	1326	+
PA_vRNA	523	2009	+
PB1_vRNA	234	257	+
PB2_vRNA	245	2200	+
PB2_vRNA	392	2022	+
PB2_vRNA	142	371	+
PA_vRNA	492	1882	+
PB1_vRNA	297	2216	+
PB2_vRNA	456	1940	+
PA_vRNA	312	2053	+
PB2_vRNA	457	1977	+
PB1_vRNA	169	1776	+
PB1_vRNA	448	2023	+
PA_vRNA	312	1938	+
PA_vRNA	292	2068	+
PB1_vRNA	130	1942	+
PA_vRNA	576	2055	+
PA_vRNA	225	2070	+
PA_vRNA	405	1842	+
PA_vRNA	474	1944	+
PA_vRNA	308	1881	+
PA_vRNA	151	1719	+
PB1_vRNA	643	1795	+
HA_vRNA	395	1741	+
PA_vRNA	439	1939	+
PB1_vRNA	324	2033	+
PB2_vRNA	343	2039	+
PB2_vRNA	507	1932	+
PB1_vRNA	532	2020	+
PA_vRNA	421	1791	+
PA_vRNA	377	1958	+
PB1_vRNA	405	2008	+
PB1_vRNA	407	2133	+
PB1_vRNA	361	383	+
PB2_vRNA	291	2154	+
PA_vRNA	322	1955	+
PB2_vRNA	157	2149	+
PB2_vRNA	392	2056	+
PB2_vRNA	277	2179	+
PA_vRNA	348	1931	+
PB1_vRNA	255	2124	+
PA_vRNA	473	1784	+
PA_vRNA	518	1830	+
PB2_vRNA	439	1959	+
PA_vRNA	455	2054	+
PB1_vRNA	391	2114	+
PB1_vRNA	298	2154	+
PA_vRNA	447	2194	+
PA_vRNA	430	1911	+
PA_vRNA	455	1801	+
PA_vRNA	477	1721	+
PA_vRNA	293	2063	+
PB1_vRNA	219	2183	+
NA_vRNA	145	1297	+
PA_vRNA	214	2060	+
PB2_vRNA	201	2214	+
PA_vRNA	266	2033	+
NA_vRNA	283	1360	+
PB2_vRNA	182	1687	+
PA_vRNA	437	2024	+
PB1_vRNA	2147	2188	+
PA_vRNA	360	1962	+
PA_vRNA	361	371	+
PB1_vRNA	438	1959	+
PA_vRNA	266	2052	+
PB1_vRNA	338	2029	+
PB2_vRNA	247	1911	+
PB1_vRNA	273	1957	+
PB1_vRNA	437	2035	+
PA_vRNA	252	2054	+
PB1_vRNA	175	2135	+
NA_vRNA	181	1282	+
PA_vRNA	438	1902	+
PB1_vRNA	269	2160	+
PB2_vRNA	244	2155	+
PB1_vRNA	276	2012	+
PA_vRNA	123	167	+
PA_vRNA	429	2097	+
PA_vRNA	539	1824	+
PB2_vRNA	443	1956	+
PB2_vRNA	581	1888	+
PB1_vRNA	229	2067	+
PB1_vRNA	463	2036	+
PB1_vRNA	229	2151	+
PB1_vRNA	532	1918	+
PB2_vRNA	1142	2278	+
PA_vRNA	371	1993	+
PA_vRNA	239	2057	+
PA_vRNA	307	2063	+
PB1_vRNA	230	2180	+
PA_vRNA	362	2011	+
PB1_vRNA	253	2129	+
PB1_vRNA	418	2042	+
PA_vRNA	217	1876	+
PB1_vRNA	323	2155	+
PA_vRNA	398	1933	+
PB1_vRNA	297	2175	+
PB1_vRNA	2181	2187	+
PA_vRNA	355	1998	+
PB1_vRNA	2191	2230	+
PB2_vRNA	442	1826	+
PB1_vRNA	448	1970	+
PB1_vRNA	430	2120	+
PA_vRNA	293	2025	+
PB1_vRNA	358	2143	+
PB2_vRNA	339	2117	+
NP_vRNA	385	1316	+
NA_vRNA	762	1322	+
PA_vRNA	416	1921	+
PB2_vRNA	352	2019	+
PA_vRNA	266	2027	+
PB2_vRNA	542	1830	+
PA_vRNA	144	2045	+
PB2_vRNA	568	1856	+
NA_vRNA	651	1326	+
PB1_vRNA	818	2284	+
PA_vRNA	367	1933	+
PB1_vRNA	223	2188	+
PB1_vRNA	186	2200	+
PB1_vRNA	406	2013	+
PA_vRNA	251	2041	+
PA_vRNA	357	2019	+
PA_vRNA	357	1818	+
PA_vRNA	613	1702	+
PA_vRNA	237	2034	+
PB2_vRNA	583	1864	+
PA_vRNA	171	2014	+
PB1_vRNA	595	662	+
NA_vRNA	148	1146	+
PA_vRNA	562	1995	+
PB2_vRNA	1541	2145	+
HA_vRNA	213	631	+
PA_vRNA	363	1728	+
PB1_vRNA	273	2147	+
PB2_vRNA	143	1829	+
PB2_vRNA	437	2068	+
PA_vRNA	322	2073	+
PA_vRNA	73	2046	+
PB1_vRNA	443	1912	+
PB1_vRNA	375	1951	+
PB2_vRNA	275	283	+
PB1_vRNA	449	2016	+
PB2_vRNA	246	2178	+
PB2_vRNA	183	2129	+
PA_vRNA	265	2054	+
PB2_vRNA	265	2243	+
PB1_vRNA	119	1619	+
PA_vRNA	387	2001	+
PB1_vRNA	333	2085	+
PA_vRNA	330	2014	+
PB2_vRNA	223	2185	+
PA_vRNA	285	2045	+
PA_vRNA	210	2113	+
NP_vRNA	502	1143	+
PA_vRNA	694	1728	+
PA_vRNA	294	2032	+
PA_vRNA	538	1977	+
PB1_vRNA	253	2166	+
NA_vRNA	150	1129	+
PB2_vRNA	370	2015	+
PB1_vRNA	300	2142	+
PB2_vRNA	277	2182	+
PB2_vRNA	630	654	+
NP_vRNA	426	1216	+
PB1_vRNA	215	2205	+
M_vRNA	371	469	+
PA_vRNA	431	1940	+
NA_vRNA	132	1259	+
PB1_vRNA	332	2176	+
PA_vRNA	262	2112	+
PA_vRNA	354	2050	+
PB1_vRNA	297	2141	+
HA_vRNA	350	1394	+
PB1_vRNA	221	2229	+
PB2_vRNA	403	2215	+
PB1_vRNA	488	1877	+
PA_vRNA	312	2025	+
PA_vRNA	316	1919	+
PB2_vRNA	603	1884	+
PA_vRNA	402	1931	+
NA_vRNA	177	1301	+
PB2_vRNA	167	2202	+
PA_vRNA	378	1935	+
NA_vRNA	228	1308	+
PA_vRNA	408	1967	+
PA_vRNA	241	2050	+
PB2_vRNA	318	2117	+
PB1_vRNA	351	2029	+
PB2_vRNA	140	2173	+
PB1_vRNA	354	2167	+
PB2_vRNA	597	638	+
PB2_vRNA	554	1871	+
PB2_vRNA	264	2145	+
PA_vRNA	237	1978	+
PA_vRNA	390	1968	+
PA_vRNA	445	1896	+
PB1_vRNA	435	2029	+
PA_vRNA	291	2040	+
PA_vRNA	103	568	+
PB1_vRNA	205	2019	+
PA_vRNA	375	2023	+
PB1_vRNA	260	2189	+
PA_vRNA	363	1864	+
PB1_vRNA	318	2127	+
PA_vRNA	209	2114	+
PA_vRNA	297	2000	+
PB1_vRNA	577	1930	+
PB2_vRNA	150	2144	+
PB1_vRNA	310	2147	+
PB2_vRNA	392	2072	+
PB2_vRNA	261	2151	+
PB1_vRNA	256	2150	+
PB2_vRNA	170	181	+
PB2_vRNA	559	1969	+
PB1_vRNA	321	343	+
PB2_vRNA	512	1847	+
PA_vRNA	221	1985	+
PA_vRNA	281	2049	+
PA_vRNA	617	1982	+
PB1_vRNA	314	2132	+
PB2_vRNA	484	2014	+
NA_vRNA	191	1344	+
NA_vRNA	1323	1377	+
NA_vRNA	308	1203	+
NA_vRNA	368	1225	+
PA_vRNA	391	1969	+
PB1_vRNA	400	1904	+
PA_vRNA	234	2031	+
PA_vRNA	318	2048	+
PB1_vRNA	384	2203	+
PB1_vRNA	400	2081	+
PB2_vRNA	398	2026	+
PA_vRNA	463	1992	+
PB2_vRNA	575	1776	+
PB1_vRNA	615	1751	+
PB1_vRNA	221	2171	+
PB1_vRNA	596	1907	+
PB2_vRNA	456	2038	+
PB1_vRNA	322	2154	+
PB1_vRNA	157	2183	+
PB1_vRNA	681	1742	+
PA_vRNA	461	2097	+
PA_vRNA	247	2062	+
PA_vRNA	385	1930	+
PA_vRNA	544	1887	+
PB2_vRNA	195	2201	+
PB2_vRNA	247	2186	+
PB2_vRNA	432	2037	+
PA_vRNA	263	1998	+
PA_vRNA	453	1865	+
PA_vRNA	354	1926	+
PB1_vRNA	433	1967	+
PA_vRNA	475	1850	+
PA_vRNA	409	2023	+
PB1_vRNA	398	2080	+
PB2_vRNA	203	2172	+
NA_vRNA	309	1175	+
PB2_vRNA	359	2030	+
PB2_vRNA	217	2101	+
PA_vRNA	390	1870	+
PB1_vRNA	369	2178	+
PA_vRNA	326	2090	+
PB1_vRNA	236	2156	+
PA_vRNA	210	2000	+
PA_vRNA	233	2046	+
PB1_vRNA	342	2149	+
PB2_vRNA	205	1231	+
PB2_vRNA	192	2210	+
PB1_vRNA	399	2029	+
PA_vRNA	225	2123	+
PB2_vRNA	462	1830	+
PA_vRNA	246	2099	+
PB2_vRNA	189	2180	+
PA_vRNA	386	1854	+
PA_vRNA	888	924	+
PA_vRNA	213	2032	+
PA_vRNA	310	2069	+
PB1_vRNA	352	2020	+
PB1_vRNA	300	2206	+
PB2_vRNA	2068	2207	+
PA_vRNA	288	2047	+
PA_vRNA	182	2147	+
PB1_vRNA	318	2152	+
PB1_vRNA	256	2194	+
PB2_vRNA	1537	2181	+
PB2_vRNA	246	2164	+
PB1_vRNA	328	2048	+
PB1_vRNA	271	2184	+
PB2_vRNA	443	2006	+
PB2_vRNA	249	2200	+
PB2_vRNA	605	1870	+
PA_vRNA	307	2055	+
PA_vRNA	336	2036	+
PA_vRNA	395	1926	+
PB1_vRNA	198	2175	+
PA_vRNA	322	2004	+
PA_vRNA	356	2057	+
NA_vRNA	290	1138	+
PB1_vRNA	311	2152	+
PA_vRNA	224	2063	+
PB2_vRNA	2073	2094	+
PB2_vRNA	400	898	+
PB2_vRNA	322	2114	+
PA_vRNA	451	2142	+
PB1_vRNA	341	2144	+
PA_vRNA	299	1964	+
PB2_vRNA	484	1977	+
PA_vRNA	358	2010	+
PB2_vRNA	330	2084	+
PB2_vRNA	359	2069	+
PB2_vRNA	400	1863	+
PA_vRNA	262	367	+
PA_vRNA	421	1972	+
PA_vRNA	320	2031	+
PA_vRNA	375	1977	+
PB1_vRNA	447	1940	+
PB1_vRNA	250	2179	+
PA_vRNA	1865	1968	+
PB2_vRNA	181	2221	+
PB1_vRNA	363	2148	+
PB1_vRNA	232	2201	+
PA_vRNA	255	2066	+
PA_vRNA	309	2020	+
PB1_vRNA	695	1836	+
PB2_vRNA	264	2127	+
PA_vRNA	252	2089	+
PB1_vRNA	486	2167	+
PA_vRNA	321	2050	+
PB2_vRNA	446	1985	+
PA_vRNA	263	2045	+
PB1_vRNA	528	1941	+
PB2_vRNA	314	2017	+
PB2_vRNA	1537	2086	+
PB2_vRNA	368	2082	+
PA_vRNA	1978	2022	+
PB2_vRNA	517	1830	+
PB2_vRNA	235	2187	+
NA_vRNA	86	1070	+
NA_vRNA	225	1320	+
PB1_vRNA	246	855	+
PA_vRNA	417	2003	+
PB1_vRNA	450	1995	+
PA_vRNA	1834	1856	+
PA_vRNA	247	2005	+
PA_vRNA	418	1920	+
NP_vRNA	402	1219	+
PA_vRNA	286	2056	+
PB2_vRNA	273	2184	+
PA_vRNA	392	1925	+
PB2_vRNA	382	2035	+
PB1_vRNA	233	2152	+
PB1_vRNA	542	1960	+
PB1_vRNA	360	2099	+
PA_vRNA	217	2034	+
PA_vRNA	2057	2075	+
PA_vRNA	375	2127	+
PA_vRNA	303	1985	+
PB1_vRNA	333	2144	+
PB1_vRNA	843	1636	+
PA_vRNA	309	2050	+
PB2_vRNA	239	2181	+
PB2_vRNA	267	1873	+
NS_vRNA	670	702	+
PB1_vRNA	328	2152	+
PA_vRNA	389	1892	+
NA_vRNA	314	1233	+
PA_vRNA	356	2021	+
PA_vRNA	227	2065	+
PA_vRNA	358	1921	+
PA_vRNA	2073	2115	+
PA_vRNA	253	2064	+
PA_vRNA	397	1919	+
PB2_vRNA	564	1917	+
PB1_vRNA	731	1581	+
PA_vRNA	419	1873	+
PB2_vRNA	1544	2055	+
PA_vRNA	390	1984	+
PB1_vRNA	238	351	+
PB1_vRNA	382	2283	+
PA_vRNA	196	1960	+
PA_vRNA	161	2125	+
PB1_vRNA	240	1808	+
PB1_vRNA	240	2148	+
PA_vRNA	614	1674	+
PB2_vRNA	439	2104	+
PA_vRNA	210	2090	+
PA_vRNA	287	2042	+
PA_vRNA	308	1999	+
PB2_vRNA	274	2146	+
PA_vRNA	2051	2067	+
PA_vRNA	263	1776	+
PA_vRNA	413	1822	+
PB1_vRNA	2207	2230	+
PA_vRNA	410	1932	+
PB2_vRNA	409	2028	+
PA_vRNA	473	1836	+
PA_vRNA	299	2021	+
PB2_vRNA	114	1857	+
PA_vRNA	169	2116	+
PA_vRNA	298	2157	+
PA_vRNA	382	1717	+
PB1_vRNA	237	2198	+
PB2_vRNA	581	1829	+
PB2_vRNA	229	2144	+
PB1_vRNA	615	1777	+
PA_vRNA	332	1969	+
PB1_vRNA	563	1972	+
PB2_vRNA	1863	2286	+
PA_vRNA	284	2071	+
PB1_vRNA	655	2094	+
PA_vRNA	259	2067	+
PB1_vRNA	279	2134	+
PB2_vRNA	2147	2159	+
PB2_vRNA	384	2054	+
PB2_vRNA	426	1916	+
PA_vRNA	172	1997	+
PB1_vRNA	275	2207	+
PA_vRNA	358	1946	+
PB1_vRNA	233	2173	+
PA_vRNA	234	2027	+
PB2_vRNA	390	2019	+
PA_vRNA	269	2027	+
PB2_vRNA	245	2184	+
PA_vRNA	387	1934	+
PA_vRNA	348	1998	+
PA_vRNA	364	1904	+
PA_vRNA	222	2090	+
PA_vRNA	266	1991	+
PB2_vRNA	380	2084	+
PA_vRNA	292	1882	+
PB2_vRNA	190	2161	+
PA_vRNA	438	1957	+
PB2_vRNA	215	2243	+
PA_vRNA	398	1935	+
PA_vRNA	295	2059	+
PB2_vRNA	2041	2060	+
PA_vRNA	292	1955	+
PA_vRNA	197	2134	+
PA_vRNA	1976	2088	+
PB1_vRNA	525	1845	+
PB1_vRNA	621	1717	+
PB2_vRNA	462	1994	+
PA_vRNA	408	1922	+
PB2_vRNA	192	2164	+
PB1_vRNA	416	2019	+
PB2_vRNA	217	2162	+
PA_vRNA	286	2024	+
PB2_vRNA	227	2204	+
PB2_vRNA	519	1990	+
PA_vRNA	252	2194	+
PA_vRNA	616	1608	+
PA_vRNA	404	1952	+
PB2_vRNA	268	2138	+
PB1_vRNA	464	1973	+
PA_vRNA	392	1984	+
PB1_vRNA	410	1972	+
NA_vRNA	195	1310	+
PA_vRNA	194	2101	+
PA_vRNA	472	1881	+
PA_vRNA	363	1928	+
PA_vRNA	530	1866	+
PB2_vRNA	149	1262	+
NA_vRNA	321	1207	+
HA_vRNA	812	855	+
PA_vRNA	263	2073	+
PB1_vRNA	298	2140	+
PB2_vRNA	188	483	+
PB2_vRNA	269	2143	+
PB2_vRNA	186	2037	+
PB1_vRNA	445	2050	+
PB2_vRNA	275	2134	+
PB1_vRNA	419	2004	+
PB1_vRNA	230	2152	+
NA_vRNA	182	1334	+
PB2_vRNA	204	2221	+
NA_vRNA	183	1190	+
PB1_vRNA	375	2073	+
PA_vRNA	485	1810	+
PB2_vRNA	287	2096	+
PB1_vRNA	332	2091	+
PB1_vRNA	392	2031	+
PB1_vRNA	524	2015	+
PB2_vRNA	400	1969	+
NA_vRNA	205	1335	+
PA_vRNA	363	2065	+
PA_vRNA	284	2073	+
PA_vRNA	365	1960	+
PB2_vRNA	183	243	+
PA_vRNA	246	2050	+
PB1_vRNA	490	1925	+
PA_vRNA	478	1849	+
PA_vRNA	225	2072	+
NP_vRNA	807	855	+
PA_vRNA	315	1988	+
M_vRNA	276	470	+
PB2_vRNA	263	2057	+
PA_vRNA	231	2103	+
PB2_vRNA	426	1993	+
PB1_vRNA	246	2134	+
PB2_vRNA	313	2180	+
PB2_vRNA	147	2149	+
NA_vRNA	223	1297	+
PB2_vRNA	666	1830	+
PB2_vRNA	242	2193	+
PB1_vRNA	1177	2173	+
PB1_vRNA	430	2021	+
PA_vRNA	280	2040	+
PA_vRNA	470	1862	+
PA_vRNA	288	1969	+
PA_vRNA	1990	2152	+
PB1_vRNA	209	2218	+
PB2_vRNA	166	1921	+
PB2_vRNA	308	2136	+
PB2_vRNA	221	2175	+
PA_vRNA	299	432	+
PA_vRNA	331	1956	+
PB2_vRNA	199	2225	+
PA_vRNA	281	2045	+
PA_vRNA	299	2098	+
PB2_vRNA	260	2184	+
PB1_vRNA	303	2171	+
PA_vRNA	227	2057	+
PA_vRNA	2103	2112	+
PB1_vRNA	446	2061	+
PB2_vRNA	245	2168	+
PA_vRNA	542	577	+
PB2_vRNA	471	1967	+
NA_vRNA	383	904	+
PB2_vRNA	293	2147	+
PB1_vRNA	445	2262	+
PB2_vRNA	563	2136	+
PB1_vRNA	215	2163	+
PB2_vRNA	283	2252	+
PA_vRNA	512	1832	+
PA_vRNA	579	2014	+
PB1_vRNA	314	2146	+
PB2_vRNA	383	2035	+
PB2_vRNA	516	1896	+
PB1_vRNA	234	2143	+
PA_vRNA	1983	2095	+
PB1_vRNA	301	2069	+
PA_vRNA	596	1715	+
PB2_vRNA	388	2052	+
PB2_vRNA	227	2181	+
PA_vRNA	574	2008	+
NP_vRNA	228	1419	+
PA_vRNA	437	2055	+
PB2_vRNA	291	2191	+
PB1_vRNA	416	2046	+
PA_vRNA	410	1914	+
PB1_vRNA	318	2130	+
PA_vRNA	2095	2136	+
PB1_vRNA	1867	1903	+
NA_vRNA	188	1279	+
PB1_vRNA	366	2107	+
PA_vRNA	310	1996	+
PA_vRNA	859	1980	+
PB2_vRNA	275	2122	+
PA_vRNA	408	2097	+
PB2_vRNA	266	2129	+
NP_vRNA	403	1249	+
NP_vRNA	317	1456	+
PA_vRNA	391	1884	+
PB1_vRNA	428	2055	+
PB1_vRNA	253	2139	+
PA_vRNA	463	1932	+
PB2_vRNA	291	2196	+
PA_vRNA	138	326	+
PA_vRNA	229	2054	+
PB1_vRNA	235	2195	+
PB2_vRNA	203	2178	+
PB2_vRNA	148	2047	+
PB2_vRNA	275	2188	+
PB1_vRNA	302	1719	+
PB2_vRNA	399	530	+
PB1_vRNA	555	1971	+
PB1_vRNA	296	2171	+
PA_vRNA	364	2006	+
PB1_vRNA	748	1733	+
PB2_vRNA	246	2212	+
PB2_vRNA	389	2028	+
PA_vRNA	318	1917	+
PB2_vRNA	362	937	+
PB2_vRNA	303	2082	+
PB1_vRNA	576	1796	+
PB1_vRNA	392	2029	+
PA_vRNA	244	2067	+
PA_vRNA	210	2097	+
PA_vRNA	678	1987	+
PA_vRNA	230	2112	+
PA_vRNA	607	1676	+
PA_vRNA	266	2089	+
PA_vRNA	462	1824	+
PB2_vRNA	270	2246	+
PA_vRNA	397	1887	+
PA_vRNA	412	1906	+
PA_vRNA	1813	1891	+
PB1_vRNA	205	1977	+
PB1_vRNA	394	2014	+
PB1_vRNA	432	1996	+
PB2_vRNA	230	2167	+
PB2_vRNA	1964	1985	+
PB2_vRNA	349	2036	+
PB1_vRNA	422	2020	+
PB1_vRNA	252	2205	+
PA_vRNA	372	1655	+
PB2_vRNA	1431	2067	+
PA_vRNA	262	2055	+
PA_vRNA	377	1932	+
PB1_vRNA	530	1979	+
PA_vRNA	469	1873	+
PB1_vRNA	272	2229	+
PB1_vRNA	288	2159	+
NA_vRNA	104	1256	+
NP_vRNA	209	1431	+
NP_vRNA	1149	1326	+
PB2_vRNA	332	2085	+
PA_vRNA	407	2022	+
PA_vRNA	351	2108	+
PB2_vRNA	636	1743	+
PA_vRNA	288	1908	+
PB1_vRNA	186	2168	+
PB2_vRNA	455	1981	+
PA_vRNA	239	2074	+
PA_vRNA	472	1875	+
PA_vRNA	197	2075	+
PB1_vRNA	307	2102	+
PA_vRNA	250	2019	+
PB1_vRNA	434	1996	+
PA_vRNA	320	2085	+
PB1_vRNA	2127	2153	+
PB1_vRNA	178	2231	+
HA_vRNA	251	1360	+
PB1_vRNA	229	2145	+
PB2_vRNA	202	283	+
NA_vRNA	275	1169	+
PB1_vRNA	241	2131	+
PB2_vRNA	294	2180	+
PB1_vRNA	446	1953	+
PB1_vRNA	284	2148	+
PA_vRNA	227	2059	+
PB2_vRNA	388	2016	+
PB2_vRNA	226	2214	+
PA_vRNA	1384	1951	+
PA_vRNA	253	2048	+
PA_vRNA	665	1770	+
PB2_vRNA	217	2224	+
NA_vRNA	196	1305	+
PA_vRNA	1983	2045	+
PA_vRNA	315	2024	+
PB2_vRNA	186	2127	+
PB1_vRNA	298	2119	+
PB1_vRNA	377	1993	+
NA_vRNA	156	1040	+
PA_vRNA	355	1955	+
PA_vRNA	282	2061	+
PB1_vRNA	333	2146	+
PA_vRNA	233	2105	+
PA_vRNA	398	1960	+
PA_vRNA	165	233	+
PB1_vRNA	253	2143	+
PB2_vRNA	319	2117	+
PA_vRNA	118	1950	+
PB1_vRNA	259	2194	+
NA_vRNA	178	1323	+
PB1_vRNA	340	2192	+
NA_vRNA	203	1343	+
PA_vRNA	470	1847	+
PB1_vRNA	461	2021	+
PA_vRNA	312	1933	+
PA_vRNA	217	2003	+
PB1_vRNA	328	2158	+
PB2_vRNA	245	2141	+
PA_vRNA	333	2043	+
PB1_vRNA	513	1898	+
PB2_vRNA	290	2179	+
NA_vRNA	177	1327	+
PA_vRNA	290	2050	+
PB2_vRNA	387	2046	+
PB2_vRNA	217	2254	+
PA_vRNA	274	2133	+
PB2_vRNA	252	2160	+
PA_vRNA	376	1931	+
PB2_vRNA	201	2221	+
PA_vRNA	228	2104	+
PB1_vRNA	407	2100	+
PA_vRNA	358	1990	+
PA_vRNA	253	2067	+
M_vRNA	162	964	+
PB1_vRNA	225	2240	+
PA_vRNA	297	2076	+
PA_vRNA	311	2090	+
PB1_vRNA	374	2114	+
NA_vRNA	1296	1377	+
PA_vRNA	454	1840	+
PB2_vRNA	157	233	+
PB1_vRNA	406	2012	+
PA_vRNA	232	294	+
PA_vRNA	67	115	+
PB1_vRNA	2196	2230	+
PB2_vRNA	359	2034	+
PB2_vRNA	488	1927	+
PB2_vRNA	400	2024	+
