"FSC-A","SSC-A","APC-A","FITC-A","Time"
54408.9,40894,-32.3,503.13,0.950819
40367.4,33827.8,50.15,415.71,0.951836
70276,76025.6,-13.6,679.83,0.955904
69003.3,70275.5,510,662.16,0.955904
72564.7,60214.7,316.2,935.58,0.972174
39296.2,35353,22.95,364.56,0.975225
46173.9,69439.4,25.5,808.17,0.976242
87387.4,57534.4,49.3,755.16,0.98031
59583.4,54763.1,37.4,605.43,0.981327
72331.6,77895.9,8.5,3450.3,0.984378
32748.7,36627.1,46.75,390.6,0.990479
54970.6,69857.9,2727.65,850.95,0.992513
49262,39542.7,277.1,608.22,1.00065
78650.8,59852.9,29.75,824.91,1.00167
62547.5,36852.2,5641.45,529.17,1.01082
79330.2,86185.9,-32.3,1150.41,1.01692
98494,62677.4,100.3,876.06,1.02709
30175.6,44232.7,5.1,477.09,1.03014
59356.7,39767.7,732.7,767.25,1.03014
33622.4,51174.2,7.65,789.57,1.03319
45920.3,55085.8,-15.3,504.06,1.03726
45806.6,40174.1,175.95,784.92,1.04844
60920.9,79871.2,63.75,900.24,1.05658
60267.5,67203.7,394.4,776.55,1.05963
60942.2,56574.7,65.45,651.93,1.05963
59562.1,71812.7,66.3,903.03,1.06166
51292.3,48599,21.25,751.44,1.06268
69952.1,71160.8,29.75,938.37,1.06675
37280.1,42470.3,1.7,563.58,1.06675
25537.5,35480.4,28.05,423.15,1.0698
54126.1,46291.7,60.35,664.02,1.07082
32724.2,48702.2,12731.3,396.18,1.07387
33632.7,44691.1,112.2,580.32,1.07997
71290.4,75539.2,35480.7,977.43,1.08098
51273.4,51029.1,69.7,783.06,1.08404
55650,51621.5,28.05,750.51,1.08607
55222.6,67407.3,72.25,786.78,1.0881
34528.5,46864.6,61.2,619.38,1.09014
59607.1,48696.7,56.1,459.42,1.09726
65020.2,55654,163.2,771.9,1.09726
60213.8,51810.3,20207.1,825.84,1.10234
48826,43847.6,190.4,424.08,1.10234
54359.1,42590.3,27.2,556.14,1.10336
28210.9,41105.1,46.75,518.94,1.10437
107865,74947.8,42.5,1148.55,1.10946
77178.3,56376.6,56.95,822.12,1.10946
59148.1,43127.8,193.8,542.19,1.11353
89781.1,69135.3,56.95,1324.32,1.11658
44058.3,49408.1,85,688.2,1.1237
75978.2,64042.6,336.6,658.44,1.12776
36998.9,52531.1,34.85,681.69,1.1359
65611.1,53634,51,734.7,1.14098
61154.7,55633.5,-5.95,675.18,1.14708
50407.5,65461.8,1559.75,2403.12,1.15319
75087.1,59030.8,44.2,887.22,1.15319
50036.2,57283.4,51,593.34,1.15522
47025.5,41787.7,4.25,597.99,1.15725
61683.2,58688.6,-2.55,829.56,1.15827
38669.7,50981.7,4455.7,621.24,1.16132
78890.2,70900.4,2130.95,1128.09,1.16336
46667.7,32120.3,50.15,446.4,1.16437
43600.1,44119.2,45.9,542.19,1.16844
62989.9,89447.4,3833.5,1089.96,1.17047
46844.6,66569.4,73.95,956.97,1.17759
68885.6,62346.3,58.65,1027.65,1.17861
44933.6,52344.1,15.3,1080.66,1.17861
57072.8,43826.2,2298.4,1277.82,1.18268
54757.3,41896.5,12.75,810.03,1.18776
39763.9,38664.8,15778.6,544.05,1.18776
58895.3,59833.4,34,730.05,1.19285
53822.7,63648.3,-8.5,858.39,1.19488
58021.6,74179.6,2104.6,1431.27,1.19895
60120.6,51555.5,46.75,691.92,1.19895
66877.5,65929.6,118.15,846.3,1.2081
66581.2,61063.8,22.95,655.65,1.2081
57663.7,43014.4,28.9,624.03,1.21115
56150.8,56725.4,158.1,829.56,1.21217
50969.2,55348.9,158.95,561.72,1.21725
46005.7,58993.6,16677,798.87,1.2203
68493.8,47670.9,685.1,690.99,1.22132
48172.6,37659.4,38.25,528.24,1.2264
97854.9,50757.5,28.05,823.05,1.22945
94768.4,77329.5,54.4,871.41,1.23047
39032.3,36853.1,34,395.25,1.23149
92754.7,52809.1,84.15,727.26,1.23454
37480.8,72107.5,29.75,936.51,1.23962
77587.5,68382,53.55,1089.96,1.24267
40767.2,65406.9,5490.15,2342.67,1.24471
34698.4,44564.7,18.7,507.78,1.24573
51365,43192.9,28.05,640.77,1.24979
55492.8,63492,82.45,845.37,1.25081
50804.1,42067.6,228.65,533.82,1.25081
69277.5,43844.9,186.15,3699.54,1.25183
83122.2,75972.6,16156,3478.2,1.25386
50531.6,43405.9,10.2,632.4,1.25793
73664.3,61147.5,125.8,792.36,1.25793
57996.3,65413.4,36893.4,937.44,1.26098
52424.4,50949.1,7.65,715.17,1.262
89804.8,65356.7,-5.1,740.28,1.26403
53239.7,51448.5,45.05,591.48,1.26403
69079.2,62503.4,16954.1,4009.23,1.2681
102529,73896.9,85.85,1186.68,1.2681
70727.9,50616.2,166.6,762.6,1.27013
89030.6,69088.8,32.3,836.07,1.27522
44931.2,49731.8,19601,1355.01,1.27827
29409.3,47380.7,63.75,781.2,1.28233
58438.7,65339.9,13.6,929.07,1.28539
39716.5,41926.3,56.1,451.98,1.2864
65659.3,33870.6,55.25,575.67,1.29759
48170.2,46640.4,4.25,891.87,1.30369
72349.8,62459.7,4.25,916.98,1.30471
66909.8,45463.1,40.8,531.96,1.30776
79423.4,69268.3,37.4,801.66,1.30979
49482.4,44665.1,26832.8,584.04,1.31488
97397.5,77799.1,51.85,1178.31,1.31996
69122.6,50677.6,5.95,696.57,1.32098
56115.3,57368.9,5786.8,655.65,1.32098
59061.2,69052.5,6970,806.31,1.32199
48035.2,39860.7,13.6,461.28,1.32403
69339.9,72877.6,193.8,888.15,1.32708
73845.2,72803.2,61.2,901.17,1.33216
39850,56313.4,36.55,531.03,1.3342
76597.6,49549.5,6.8,370.14,1.33827
65280.9,63525.5,1940.55,683.55,1.33928
71044.7,46712,39.1,674.25,1.3403
77421.6,58728.6,58.65,877.92,1.35657
45716.5,44527.5,11.9,449.19,1.36369
59408.8,57131.8,54.4,848.16,1.36776
58901.6,64992.1,27758.5,2368.71,1.37081
40828,55871.6,87.55,800.73,1.37081
53033.5,75766.2,26880.4,2080.41,1.37894
38143.6,64945.6,3863.25,680.76,1.37996
39329.4,59161.9,301.75,714.24,1.38504
65305.4,86331,453.9,1138.32,1.39013
47041.3,52801.7,17,455.7,1.39216
61576.6,69923,31.45,538.47,1.39725
52087.9,49786.6,3296.3,562.65,1.40436
55577.3,57627.4,49.3,832.35,1.40538
69761.7,64726.1,5.1,906.75,1.41453
80645.6,63299.5,49.3,885.36,1.41657
45658.8,73922.9,36768.4,757.95,1.41758
63480.5,56586.8,578,814.68,1.42165
60075.6,68291.8,97.75,880.71,1.42775
62552.2,50553.9,22.95,526.38,1.42979
77514,39016.3,84.15,643.56,1.4308
49161.7,45556.1,29.75,615.66,1.43589
53669.4,61254.4,20.4,1092.75,1.43792
52982.1,46693.4,28.05,673.32,1.44199
45672.3,35955.7,51.85,332.01,1.44301
59323.5,75198.9,1133.05,734.7,1.44809
63382.5,72988.3,47.6,1004.4,1.44911
44139.7,41745.8,34.85,544.98,1.45114
54487.9,44177.8,16450.9,972.78,1.45318
76824.3,53116.9,45.05,902.1,1.45521
75437.9,70643.7,26652.6,1208.07,1.4603
75877.9,60238,23.8,937.44,1.46538
36205.7,39310.2,9259.05,2674.68,1.46741
60844.2,52866.8,79.9,775.62,1.46945
31964.2,57791.1,166.6,2459.85,1.47148
52569,49709.4,4871.35,461.28,1.47657
91562.6,72620.9,62.05,759.81,1.4786
104304,88021.7,24.65,1134.6,1.48165
63068.1,50352.1,330.65,637.98,1.4847
66942.2,68177.4,20.4,772.83,1.48572
61589.2,57924.1,172.55,792.36,1.49589
58999.6,67884.4,60.35,952.32,1.50301
56801.8,55101.6,160.65,819.33,1.51114
51628.1,39183.7,39.95,545.91,1.51419
88200.3,65714.7,80.75,747.72,1.51928
55975.5,48309.8,-5.1,635.19,1.52029
44751.9,50003.3,5969.55,436.17,1.52029
68331.1,52427.8,13.6,653.79,1.52233
56713.3,57033.2,51.85,613.8,1.52741
49659.4,51269,32.3,775.62,1.52843
65948.4,57152.2,267.75,730.98,1.53046
94943.8,68193.2,3.4,962.55,1.53148
47268.9,56478.9,59.5,551.49,1.53351
42572.3,68915.8,13118.1,6273.78,1.53453
25231,49162.6,150.45,579.39,1.53555
68564.1,74951.5,22.1,1029.51,1.5386
69352.5,82456.6,42607.1,7544.16,1.54165
103106,66548.9,137.7,783.99,1.54572
40330.3,53103.9,128.35,670.53,1.54978
67402,43415.2,17532.1,8383.95,1.55182
67610.6,64547.6,11.05,753.3,1.55385
43723.3,50636.6,1187.45,5321.46,1.55487
59746.1,50605.9,29789.1,742.14,1.55589
64986.2,56592.4,29.75,690.99,1.55589
75900.8,66748.9,139.4,998.82,1.56097
86136.1,64341.1,11.05,913.26,1.56402
40182.6,62018,214.2,810.03,1.56606
55085.9,71822,29.75,778.41,1.56707
39378.3,55175,11563.4,628.68,1.56707
55848.3,47579.7,588.2,604.5,1.56809
45063.2,55422.4,51.85,967.2,1.57012
72650,55265.2,8.5,790.5,1.57114
62238.6,79844.2,30415.6,7866.87,1.57216
104155,66963.7,142.8,910.47,1.57826
58330.4,34860.1,-8.5,339.45,1.58029
53567.5,58864.4,53737.9,741.21,1.58131
60040,63344.2,55.25,707.73,1.58131
90240.1,76879.4,17455.6,1985.55,1.58436
47106.1,45466.8,88.4,638.91,1.58639
39115.3,56351.5,97.75,810.03,1.58639
55142,49661.1,47.6,656.58,1.58639
64329.7,51282.1,135.15,653.79,1.58843
34368.9,43843.9,4777.85,836.07,1.59148
72514.1,59429.8,78.2,890.94,1.59351
49200.4,40811.2,47.6,569.16,1.59453
43972.2,56827.7,52.7,568.23,1.5986
58283,44645.6,41.65,557.07,1.60266
55795.3,50066.6,20.4,707.73,1.60266
70283.1,50976.1,-0.85,1072.29,1.60368
67769.4,66230,11414.7,833.28,1.6047
65879.7,54585.4,89.25,617.52,1.60978
47066.6,59907.8,128.35,632.4,1.6108
55198.9,51643.8,204,678.9,1.61283
47524.8,58090.6,261.8,638.91,1.61283
68094.1,43609.6,6052.85,624.96,1.61385
45187.2,70879,28338.2,914.19,1.61588
32200.4,39299.9,30.6,309.69,1.62199
72737.7,57066.7,182.75,1012.77,1.6291
62737.1,36758.2,186.15,609.15,1.63317
60587.5,60892.7,79.9,816.54,1.63419
37756.5,45440.7,45.05,597.06,1.63521
87351.9,80751.9,496.4,980.22,1.64131
83217.8,81247.6,187.85,1182.96,1.64232
64262.6,46150.3,3535.15,830.49,1.64537
51965.4,49150.5,8.5,721.68,1.64741
57584.7,55675.4,39.95,797.94,1.65046
65693.2,83439.6,339.15,1026.72,1.65148
35756.2,35223.8,44.2,385.02,1.65351
61034.6,58538.9,1739.1,601.71,1.65859
52250.6,54140.9,27.2,633.33,1.66571
83154.6,64571.8,78.2,876.06,1.66876
40162,51664.3,199.75,608.22,1.67487
77326,73389.1,18.7,1081.59,1.6769
62793.9,48415.8,14.45,820.26,1.67995
79924.3,79595,602.65,836.07,1.67995
48119.7,55603.8,54.4,579.39,1.68097
58040.5,78087.5,11.9,1021.14,1.68198
80347.7,53953,11.9,760.74,1.68503
57362.7,57848.8,514.25,771.9,1.68605
44706.9,47248.6,40271.3,518.01,1.68707
53962.5,61126.1,5.1,747.72,1.6891
39268.5,41518,11.9,454.77,1.69012
53801.4,65457.1,3710.25,1118.79,1.69622
58940.3,56414.7,2.55,577.53,1.69825
51793.2,61361.4,254.15,685.41,1.70029
52171.6,62080.3,-5.1,888.15,1.70131
77603.3,68057.4,27.2,684.48,1.70537
50011.7,41017.6,51,512.43,1.70639
67532.4,37550.6,17,524.52,1.70639
49238.3,37575.7,129.2,644.49,1.70842
46600.5,43779.8,33.15,437.1,1.72063
78838.8,65355.8,418.2,843.51,1.72063
42935.7,55637.2,147.05,795.15,1.72266
47264.9,58550,21.25,677.97,1.72368
73504,56672.3,28.9,712.38,1.72368
33902.1,39588.2,9.35,312.48,1.72673
61950.2,59371.2,49.3,981.15,1.7308
40741.1,40840.9,6886.7,493.83,1.7369
73674.6,48424.2,217.6,751.44,1.74198
65333,42488.9,79.9,603.57,1.743
39320.7,48682.7,64.6,612.87,1.743
46689,36887.5,54.4,431.52,1.74605
48652.9,48282.8,2130.1,1192.26,1.74808
45570.4,43272.9,85,644.49,1.75418
39903.7,44825.1,13.6,604.5,1.75418
47625.2,51913.5,12560.5,1087.17,1.76029
44660.3,46874.8,4544.1,756.09,1.76944
104826,68860,29.75,1048.11,1.77351
47047.7,51440.2,2215.95,692.85,1.77859
44325.3,48628.8,1151.75,555.21,1.78164
59155.2,37772.9,64.6,557.07,1.78266
63444.1,81133.2,33097.3,1206.21,1.78571
64689.9,41534.7,28.05,512.43,1.78978
69148.7,75413.7,189.55,795.15,1.79181
41533.5,48378.6,26203,3020.64,1.79283
39280.4,62240.2,6271.3,1380.12,1.79283
53644.2,43582.6,34,341.31,1.79486
62903.8,54846.8,12.75,835.14,1.79893
53782.4,41126.5,0.85,556.14,1.80096
99615.8,64834,45.05,989.52,1.81215
63843.1,55718.2,39.1,795.15,1.81723
26517.9,45465.8,550.8,441.75,1.82232
33418.6,53716.8,70244,600.78,1.82232
66460.3,65200.4,70.55,1062.99,1.82334
41557.2,66638.2,12.75,659.37,1.82842
92445.8,72133.6,50.15,862.11,1.83147
57862.8,37181.4,43.35,562.65,1.83147
34086.1,55221.5,-17,841.65,1.83249
32153,40088.6,4116.55,952.32,1.8335
93478.3,70569.3,21.25,889.08,1.8335
60443.7,62415.1,50.15,727.26,1.83554
76865.4,61167,52.7,683.55,1.83656
68444,62327.7,367.2,840.72,1.83757
64886.7,78571,78.2,952.32,1.84164
58582.5,76088.9,16514.7,3138.75,1.84266
48582.6,50880.3,23.8,562.65,1.84876
59093.6,66496.9,499.8,912.33,1.85283
44320.6,43893.2,312.8,549.63,1.85588
45010.2,54883,10.2,709.59,1.85689
50534.7,40508,66.3,426.87,1.863
57626.6,44284.7,90.1,548.7,1.87825
55395.6,75850.8,32692.7,4695.57,1.87825
57217.3,87944.5,7596.45,1093.68,1.88028
103567,83735.3,54.4,1045.32,1.88028
58934,57276.8,60.35,628.68,1.88232
53577,45671.4,39.1,601.71,1.8874
68183.3,37647.3,47.6,531.03,1.89147
66205.2,49929.8,0.85,679.83,1.89249
25972.8,47491.4,2060.4,518.94,1.89757
54698.8,68006.2,33161.9,1158.78,1.8996
66095.4,63321.8,99.45,740.28,1.90571
83632.6,75657.4,71.4,1028.58,1.90672
57907,44626.1,40.8,776.55,1.91181
103992,57801.4,40.8,854.67,1.91181
64498.8,52814.7,44726.2,571.95,1.91994
45831.9,44934.8,-9.35,1091.82,1.92096
51930.7,36291.4,47.6,461.28,1.92706
63624.2,65291.6,209.1,920.7,1.92706
68471.7,49054.7,105.4,631.47,1.93215
53502.8,70203.8,2915.5,754.23,1.9352
72176.8,52368.3,-27.2,809.1,1.9352
49054.3,61939.9,199.75,864.9,1.93723
64246,75003.6,87.55,1562.4,1.93926
76958.6,73198.4,77.35,930.93,1.94028
75482.9,60725.3,42.5,716.1,1.9474
73476.3,77316.5,327.25,995.1,1.95045
77657,51654.1,-17,812.82,1.95655
44717.2,50602.2,445.4,466.86,1.96367
62407.6,58506.3,16739.9,618.45,1.96672
93869.4,55610.3,124.1,615.66,1.96876
72636.6,58431.9,111.35,737.49,1.97791
71687.8,50471.1,1.7,783.06,1.97791
61164.2,43411.5,60.35,637.05,1.98197
41190.6,34266.8,62.9,593.34,1.98808
58819.5,55840.9,81.6,827.7,1.99011
68552.2,57143.9,55.25,742.14,1.99113
62755.2,69096.2,136,725.4,1.99214
40892,38700.1,18457.8,457.56,1.99418
86690.7,52176.7,65.45,843.51,1.99723
67755.9,52710.5,-3.4,560.79,1.99825
63092.6,69195.7,16134.7,7234.47,2.00536
77724.9,61864.5,112.2,922.56,2.00943
64029.5,73707.1,150.45,805.38,2.01757
84417.8,54082.3,218.45,830.49,2.02163
87165.4,74258.6,125.8,941.16,2.02265
50002.3,46743.7,4225.35,2460.78,2.02469
70152.8,59981.3,22.95,730.05,2.0257
38710.8,50054.5,18188.3,573.81,2.02774
57908.6,36634.6,36.55,702.15,2.03282
34969.4,48545.1,3262.3,540.33,2.03587
70455.4,55637.2,83.3,724.47,2.03994
73373.6,44264.3,45.05,566.37,2.04096
50612.9,71421.2,6030.75,1620.99,2.04096
54910.5,44392.6,30.6,616.59,2.04604
46735.6,45666.7,5524.15,520.8,2.04807
49622.3,46340,116.45,593.34,2.05316
37241.4,51687.5,39.1,754.23,2.05316
66089,44734.9,1736.55,920.7,2.05519
70316.3,63453.9,42.5,723.54,2.05621
55700.5,51634.5,10706.6,735.63,2.06028
57982.1,59023.4,3.4,773.76,2.06536
57509.6,73993.6,28.9,774.69,2.0674
92271.2,70554.5,58.65,916.05,2.07045
42522.5,53015.6,27.2,875.13,2.07451
37619,43286.9,58.65,496.62,2.0796
39104.2,45372.8,30.6,621.24,2.0857
57997.1,57328.9,22.1,731.91,2.09282
58465.5,63040.1,146.2,973.71,2.09689
62044.2,72521.4,244.8,886.29,2.0979
31807,37717.1,59.5,398.04,2.0979
38032.2,46897.1,18.7,726.33,2.09892
40782.2,44272.6,5.95,502.2,2.10095
67417,57667.4,42.5,769.11,2.10095
68466.9,61476.7,80.75,863.97,2.10502
64404,54327.8,245.65,701.22,2.10706
77349.7,71432.4,29.75,1992.06,2.10909
64291.8,44106.2,25.5,493.83,2.11011
55874.3,55241.1,17724.2,768.18,2.11316
83896.4,60318.9,43.35,740.28,2.11519
54860,48842.7,4.25,620.31,2.11519
42128.3,42155,11.05,390.6,2.11926
68440.1,50555.7,51.85,669.6,2.11926
42114.9,35848.7,37.4,490.11,2.12028
81142.5,64796.8,15994.5,854.67,2.12129
60316.5,60544.9,79.9,680.76,2.12231
64774.5,62570.4,109.65,1881.39,2.12434
43707.5,69952.7,11774.2,729.12,2.12841
39194.3,42464.7,85.85,670.53,2.13248
74454.3,40217.9,29.75,459.42,2.13655
50962.1,53952.1,58.65,681.69,2.13756
44456.5,40342.5,5.1,572.88,2.1396
49057.4,70538.6,16424.6,662.16,2.14367
66783.4,61842.2,28.9,862.11,2.1457
65536.8,75595,3219.8,1604.25,2.14875
29306.6,39237.6,54.4,413.85,2.14875
56489.7,38946.5,22.1,631.47,2.14977
50634.3,65252.5,66.3,654.72,2.1518
48747.7,77924.7,191.25,895.59,2.15485
62545.9,62169.6,13.6,863.04,2.15485
62486.6,50804,542.3,766.32,2.16095
41843.1,45722.5,51,637.05,2.16095
71142.7,39687.8,105.4,751.44,2.16095
36792.7,41695.6,119,941.16,2.17519
70722.4,53568,-6.8,717.96,2.18943
74924.4,48970.1,265.2,507.78,2.19248
80299.6,65777,73.95,769.11,2.19654
44775.6,50474.8,-17,1288.05,2.2057
82140.2,67580.3,109.65,728.19,2.20671
61684,47164,117.3,545.91,2.2118
70139.4,49385.8,33.15,802.59,2.21485
90643,82454.7,25001.1,1093.68,2.2179
30133,62810.3,19522.8,991.38,2.22298
54385.2,38054.7,17,341.31,2.22298
51332.6,61995.7,21735.4,1453.59,2.22705
84120.8,71543,182.75,783.99,2.2301
56239.3,55429.9,84.15,23118.9,2.23519
76653.7,69633.8,47.6,867.69,2.23824
56684.9,55439.2,71.4,827.7,2.24027
106881,80945.3,64.6,963.48,2.24434
85751.3,68263.9,59.5,876.99,2.26061
46379.3,55675.4,23.8,508.71,2.26264
46580.8,64881.4,3021.75,842.58,2.26773
67547.4,85308,129.2,788.64,2.27485
33733,56415.7,7361.85,580.32,2.2779
47253.9,51717.3,92.65,613.8,2.27993
74667.6,79270.4,3.4,899.31,2.28095
97805.2,50273.9,52.7,624.03,2.28095
38601.8,45979.2,52.7,465.93,2.284
59866.2,67449.2,170,830.49,2.2901
39567.2,64216.5,3779.95,827.7,2.2901
56152.4,46465.6,16381.2,596.13,2.29214
63514.4,43002.3,12.75,559.86,2.29519
54861.6,49789.4,962.2,630.54,2.2962
54283.3,71377.5,67.15,852.81,2.30027
55651.6,74515.3,12163.5,937.44,2.30129
55904.4,40796.3,620.5,1015.56,2.30332
78190.2,65981.6,8.5,611.01,2.32163
55868.8,65740.8,25.5,720.75,2.32773
52591.1,44102.5,32.3,710.52,2.33179
47692.3,56795.1,515.1,583.11,2.33383
52383.3,73818.8,39.1,1095.54,2.33485
51515.9,45783,129.2,600.78,2.33586
73436,66279.2,77.35,1076.01,2.3379
98004.2,87128,84.15,897.45,2.33891
45458.2,41823,109.65,623.1,2.34298
51989.9,84735.1,76.5,963.48,2.34501
71986.4,55619.6,268.6,850.02,2.34501
78301.6,61303.7,145.35,821.19,2.35722
45238.6,72236.8,1242.7,842.58,2.36027
55560.7,42312.2,13.6,472.44,2.3623
82593.7,61168,54.4,963.48,2.36535
50278,61672,27.2,975.57,2.36535
34997.8,44867.9,14305.5,977.43,2.36942
44578.9,47990.8,59.5,648.21,2.37349
44977.1,65136.3,257.55,818.4,2.37756
71370.2,76452.5,34879.8,1155.06,2.38569
61609.7,54150.2,35111.8,688.2,2.38976
55012.4,55857.7,8.5,673.32,2.38976
49341,60006.4,14800.2,715.17,2.39179
51463.8,70969.2,93.5,681.69,2.39383
71772.3,71139.4,9237.8,1013.7,2.40806
66104,51283,51.85,685.41,2.41722
44465.2,35827.3,9.35,424.08,2.41925
41292.5,29520.1,27.2,345.96,2.42027
55184.7,55609.4,635.8,835.14,2.42433
28957.5,46062,86.7,504.06,2.4284
66735.2,47866.2,79.9,572.88,2.4284
36665.5,44125.7,52.7,607.29,2.42942
49034.5,53016.5,2464.15,550.56,2.43044
46696.9,41703.1,60.35,614.73,2.43755
42186,46157.8,182.75,585.9,2.45383
77476.9,81473.6,810.9,1062.06,2.45688
65866.2,35579,2.55,436.17,2.45891
60852.9,59309.8,26.35,988.59,2.45891
55905.1,46482.3,26.35,462.21,2.46298
56660.4,45425.9,31.45,694.71,2.4701
51792.4,31671.2,45.9,531.96,2.47213
69303.5,65843.1,76.5,971.85,2.47315
41812.3,46223.8,161.5,418.5,2.48026
33913.9,63271.6,4523.7,576.6,2.48332
80587.9,58630,399.5,775.62,2.48535
59608.7,56398,20291.2,1905.57,2.48637
56586.9,55617.7,35.7,518.01,2.4945
56160.3,74773.9,72.25,1000.68,2.49654
44447,34902.9,10.2,436.17,2.49654
60275.4,51295.1,22.95,553.35,2.49857
65749.3,46978,18.7,748.65,2.50264
53773.7,61024.7,11.9,1060.2,2.50264
86964.8,66286.7,62.05,867.69,2.50365
37323.6,63657.6,767.55,821.19,2.50467
81139.3,82145,2568.7,1029.51,2.50569
71384.4,64187.7,11.05,823.05,2.50671
39616.1,53183.9,15424.1,631.47,2.50772
29459.1,47459.8,48.45,633.33,2.50772
45463.7,72218.2,94.35,858.39,2.50976
42378.8,47564.9,31.45,459.42,2.51077
80979,72580.9,46.75,1041.6,2.51179
73343.6,60017.6,26.35,768.18,2.51281
48550.2,46928.7,4594.25,537.54,2.51484
