"FSC-A","SSC-A","APC-A","FITC-A","Time"
67414.6,73403,38.25,952.32,1.31028
38504.6,54447.8,13.6,671.46,1.3123
55150.7,40987.9,11.9,607.29,1.31634
62993,55205.7,62.9,723.54,1.31836
38379.8,35912.9,50.15,478.02,1.32542
82611.1,67648.2,28.9,946.74,1.33148
42720.8,38920.5,11.9,599.85,1.33653
48377.2,28740.7,28.9,850.02,1.33653
57153.3,56941.1,6.8,726.33,1.33653
59013.8,48881.7,-1.7,550.56,1.33855
75277.5,77367.6,58.65,1226.67,1.34157
48164.7,47972.2,28.9,583.11,1.34561
67187.9,57376.4,28.05,860.25,1.34662
53329.7,57992.9,17.85,607.29,1.34965
44979.4,58586.3,13.6,758.88,1.35066
47455.3,46057.3,34.85,677.97,1.3547
76995,65026.5,-25.5,1037.88,1.3547
75564.3,81865.1,34.85,1142.97,1.35571
53012.2,70129.4,43.35,844.44,1.35773
23984.4,40465.2,-7.65,460.35,1.36176
86720.7,70220.6,28.05,819.33,1.36883
42170.2,73736,5.95,844.44,1.37489
80040.4,86542.1,66.3,863.97,1.37993
67153.2,46135.4,3.4,630.54,1.38801
50051.2,60382.1,27.2,551.49,1.39508
34387.1,49958.7,22.1,638.91,1.39911
56244.1,40760,38.25,523.59,1.40315
73639.1,53449.9,35.7,558.93,1.40719
47948.3,46526,-10.2,572.88,1.40719
47991.7,54711.9,25.5,624.03,1.40921
49971.5,38571.8,-13.6,524.52,1.41224
60674.4,54242.2,17,750.51,1.41425
102573,78576.6,8.5,849.09,1.41425
63778.3,70498.6,21.25,953.25,1.41526
79325.5,67259.5,14.45,929.07,1.41627
57737.9,54036.7,4.25,754.23,1.42031
65325.1,61610.6,19.55,696.57,1.42233
49987.2,44685.6,15.3,462.21,1.42334
43545.6,48306.1,39.95,605.43,1.43142
39646.9,35775.2,12.75,706.8,1.43243
44957.3,70511.7,33.15,824.91,1.43243
41878.7,57850.7,16.15,1466.61,1.43545
59737.4,87486,56.95,1055.55,1.43949
73823.9,81779.5,46.75,1092.75,1.44151
66740.8,81377.8,20.4,1132.74,1.44454
45629.6,45122.7,11.9,567.3,1.44656
42558.9,50213.5,11.05,460.35,1.44959
72601.8,55069.9,13.6,870.48,1.44959
30368.4,33407.5,-10.2,363.63,1.45362
38552.8,46290.8,-11.9,663.09,1.45362
66677.6,73997.3,28.9,1023.93,1.45665
43008.4,50154.9,3.4,942.09,1.45766
77236.7,59910.6,28.9,1105.77,1.4617
51557,51721.9,18.7,842.58,1.46675
35907.9,49918.7,13.6,601.71,1.46877
53785.6,72905.5,-6.8,787.71,1.47482
69596.6,75229.6,43.35,1014.63,1.47987
61472.3,61952.9,37.4,775.62,1.4829
48584.2,46696.2,9.35,827.7,1.48694
54745.4,67103.2,39.1,876.99,1.49097
43062.9,63094.9,26.35,755.16,1.49602
44738.5,53343.9,36.55,764.46,1.49703
52928.4,62605.7,56.1,937.44,1.49804
71352,88020.8,7.65,859.32,1.49905
44903.6,76419,-3.4,843.51,1.50309
47709.7,44820.4,39.95,592.41,1.50813
61784.3,87188.4,89.25,961.62,1.50813
40609.2,36765.7,56.1,597.06,1.51116
81834.5,57955.7,64.6,772.83,1.51621
68822.4,60345.8,27.2,920.7,1.51823
44203.7,45072.4,17,624.03,1.51823
76427.8,38237.9,45.05,561.72,1.52126
47558.8,43582.6,43.35,542.19,1.52227
81951.4,66828.9,64.6,909.54,1.52731
42972.8,42103.9,61.2,600.78,1.52933
69713.6,68706.5,10.2,1073.22,1.53539
79267,61098.2,22.1,914.19,1.5364
53584.1,49649.9,13.6,770.04,1.53943
73990.6,55436.4,17,678.9,1.54044
56399.7,73625.3,34.85,908.61,1.54044
42751.6,46173.6,19.55,547.77,1.54145
70128.3,52735.7,-3.4,735.63,1.54548
59643.4,47733.2,17,744.93,1.54851
57186.5,44420.5,17,547.77,1.55053
60683.1,68827.4,52.7,865.83,1.5576
57167.6,62198.4,13.6,732.84,1.5576
39292.2,50079.6,-0.85,717.96,1.56063
45852.4,46259.1,16.15,598.92,1.57072
40935.4,32255.2,-22.95,308.76,1.57577
57793.2,59653.9,42.5,779.34,1.57678
45240.9,55338.7,7.65,727.26,1.57779
78410.7,79319.7,48.45,1054.62,1.57981
50503.9,40672.6,0.85,392.46,1.59192
60156.1,66525.7,6.8,773.76,1.59293
45763.9,46524.2,22.95,682.62,1.59596
55362.4,37164.7,13.6,435.24,1.59596
78541,75579.2,30.6,930,1.60302
47268.9,66838.2,34.85,829.56,1.61211
50416.2,47483.9,55.25,682.62,1.61312
102305,71212,41.65,872.34,1.6222
60352.8,45983.9,56.95,607.29,1.62523
56190.3,63871.5,19.55,770.97,1.62523
57081.5,85855.7,24.65,1050.9,1.62624
54281.7,64377.4,46.75,787.71,1.62725
50318.3,44905.1,24.65,440.82,1.6323
48299.8,49438.8,39.1,592.41,1.63533
71550.3,71858.3,28.05,975.57,1.63836
60735.2,64205.3,73.1,751.44,1.63936
38179.1,35427.4,31.45,416.64,1.6434
83285,74978.5,51.85,925.35,1.64845
43099.2,56345,38.25,730.05,1.64946
46363.5,60615.5,-24.65,674.25,1.6535
56312,41711.4,54.4,640.77,1.65552
50252.7,47523.9,34.85,697.5,1.65854
50421,51787.1,-1.7,824.91,1.67571
36152,41912.3,34.85,433.38,1.68075
37677.5,54817,17.85,717.96,1.68479
86730.9,59224.3,7.65,776.55,1.68681
71323.6,53180.2,29.75,629.61,1.69287
42257.1,52203.7,21.25,606.36,1.69388
56205.3,47046.8,3.4,753.3,1.69589
58396.8,58201.3,-21.25,825.84,1.70296
72060.6,63903.1,21.25,830.49,1.70296
50352.2,58136.2,-15.3,711.45,1.707
48923.9,43469.1,22.1,564.51,1.70902
40645.5,45204.5,-2.55,637.98,1.71003
52518.4,51581.5,-0.85,639.84,1.71104
51553.8,41816.5,83.3,624.03,1.71306
43698.1,59742.3,46.75,827.7,1.71709
38424,41728.2,19.55,510.57,1.7181
64084.8,50770.6,30.6,716.1,1.72214
49161.7,56531,19.55,753.3,1.72416
41592.7,52814.7,45.05,876.99,1.72416
39108.9,42758.6,-11.05,480.81,1.72618
57106.7,76427.4,66.3,1039.74,1.72921
48180.5,47192.9,-3.4,526.38,1.73022
44925.7,45576.5,11.05,539.4,1.73425
53678.9,36446.7,11.9,697.5,1.73627
58953.8,63511.6,-27.2,1328.04,1.73627
61234.5,51532.2,10.2,521.73,1.74031
71277,46355.9,-0.85,544.05,1.74334
54504.5,37095.8,30.6,571.95,1.74435
55454.8,44869.7,-5.95,496.62,1.7494
68291.6,83620,11.9,976.5,1.7494
59335.3,60601.6,60.35,958.83,1.75141
71675.9,67926.3,-5.95,942.09,1.75747
80369.9,59705.1,42.5,783.06,1.76353
71728.1,48375.8,18.7,630.54,1.76454
69578.5,66704.2,32.3,807.24,1.76757
43687,44339.6,28.9,517.08,1.76757
54601.6,70184.3,-12.75,807.24,1.76858
56473.9,74629.7,6.8,995.1,1.7716
36307.6,45519.8,16.15,451.98,1.77463
58294.9,71923.4,22.1,909.54,1.77463
46901.5,44168.5,29.75,489.18,1.78271
52656.7,63268.8,9.35,712.38,1.78372
64355.8,75472.3,8.5,874.2,1.78473
43335.5,50665.5,34,442.68,1.78977
47185.1,61363.3,37.4,879.78,1.79482
52741.2,63922.6,23.8,850.02,1.79785
54277.7,51549,39.1,795.15,1.79886
33052.8,33063.4,-4.25,354.33,1.79987
81366.8,84342.6,0.85,1238.76,1.80189
70609.4,75916.8,61.2,1003.47,1.8029
60084.2,63196.3,37.4,823.98,1.81097
71165.6,88769.4,50.15,1278.75,1.814
51753.7,61061,23.8,836.07,1.814
43287.3,39849.6,34,454.77,1.81602
59427.8,62243,72.25,1076.01,1.81602
46437.8,38371.8,13.6,668.67,1.82006
67373.6,54611.5,20.4,700.29,1.8241
71784.9,57622.8,37.4,793.29,1.82511
57371.4,43231.1,0.85,672.39,1.82712
59971.3,73931.3,9.35,1002.54,1.82813
68846.1,81414.1,39.95,1629.36,1.83015
69095,72283.3,4.25,915.12,1.83116
61531.5,49624.8,16.15,672.39,1.83621
63783.8,81930.2,56.1,1174.59,1.84529
71323.6,51728.5,34.85,699.36,1.84933
56522.9,51035.6,-4.25,794.22,1.85539
36238.1,44741.4,53.55,549.63,1.8564
46716.7,34763.4,3.4,588.69,1.85842
42743.7,47889.4,46.75,526.38,1.85943
40053,37124.7,19.55,514.29,1.86044
71865.5,64014.7,28.05,779.34,1.86649
46907,56061.3,28.05,636.12,1.86851
46978.9,47947.1,22.95,722.61,1.87558
81086.4,82240.8,5.1,1128.09,1.88264
48528.9,44272.6,33.15,713.31,1.88466
75653.6,73228.2,65.45,1087.17,1.88567
52415.7,63929.1,64.6,590.55,1.89173
56297.8,47755.5,28.05,575.67,1.89173
50438.3,45813.7,80.75,639.84,1.89476
40636.8,34618.3,56.1,577.53,1.89577
52630.6,67560.8,32.3,847.23,1.90586
46723.8,63433.4,-0.85,792.36,1.90586
69080.8,52228.8,-9.35,795.15,1.91697
38205.2,56648.2,9.35,628.68,1.91697
62097.2,75622,12.75,809.1,1.92201
52016,66552.7,-21.25,798.87,1.92706
82853.6,69631,58.65,886.29,1.93413
80140.8,78543.1,43.35,998.82,1.93514
45940.1,43359.4,7.65,692.85,1.93817
64340.8,80573.3,56.1,1129.95,1.9422
63220.5,85836.2,58.65,1116.93,1.94624
72629.4,68918.6,28.9,892.8,1.94725
62559.3,70994.3,2.55,1031.37,1.95129
79919.6,69159.5,23.8,975.57,1.9523
64907.2,66755.4,35.7,943.02,1.95432
43748.6,34003.6,25.5,608.22,1.95634
56855.5,69856,77.35,821.19,1.96138
48525.8,82582.1,11.05,908.61,1.96643
60017.9,66164.9,7.65,1079.73,1.97249
87727.9,79296.5,59.5,849.09,1.97552
66919.3,56185,55.25,711.45,1.97753
42656.8,44173.1,8.5,570.09,1.98056
55484.1,57532.6,30.6,881.64,1.98662
61481.8,50179.1,46.75,974.64,1.98662
48062,43761.1,46.75,571.02,1.98763
41693,66078.4,27.2,844.44,1.99268
41601.4,46204.3,26.35,589.62,1.99469
55686.3,58994.6,-3.4,618.45,2.0169
51064,51549.9,22.95,518.94,2.01892
66122.2,49515.1,4.25,731.91,2.02296
45118.5,41684.5,12.75,592.41,2.02296
27511,48878,16.15,592.41,2.027
54204.3,56936.5,14.45,853.74,2.03003
40828,43046,42.5,687.27,2.03709
28200.6,49791.3,17,686.34,2.04113
58851.1,43140.8,1.7,472.44,2.04416
72626.3,59269.8,56.1,856.53,2.04416
64111.7,83207.1,20.4,1139.25,2.04517
57238.7,56934.6,68.85,663.09,2.04517
80356.4,72479.5,29.75,842.58,2.04618
72021.9,54422.7,45.05,837.93,2.04719
51747.4,46899,22.95,584.04,2.04921
58907.1,64086.3,45.05,978.36,2.05223
89620,83142,56.1,978.36,2.05324
65137.9,57460.1,-29.75,1084.38,2.05526
68047.4,61315.8,37.4,965.34,2.0593
49740,36673.6,34.85,543.12,2.06536
60838.7,45669.5,48.45,725.4,2.06637
64325.8,70340.5,62.05,828.63,2.07343
54707.5,50262.8,28.9,624.96,2.07444
43492.7,44369.4,48.45,544.05,2.0805
42880.4,48450.2,31.45,757.95,2.08151
91298.7,81678.2,46.75,982.08,2.08454
65933.4,56166.4,30.6,757.95,2.08555
46338.2,50010.8,21.25,583.11,2.08757
56135.8,83918.5,59.5,987.66,2.09261
51629.7,65695.2,31.45,817.47,2.09564
39974.8,39858.9,6.8,644.49,2.1017
31231.1,35560.4,14.45,855.6,2.10473
58644.1,62482.1,23.8,662.16,2.11078
50760.7,55489.4,68,820.26,2.1128
63241.9,59718.1,21.25,794.22,2.1128
72875.9,59702.3,11.05,912.33,2.11684
67315.9,52187.9,4.25,792.36,2.11684
54253.2,52133,9.35,645.42,2.12189
50376.7,57055.5,22.95,651,2.1229
32789.7,46434.9,38.25,592.41,2.12492
25243.7,55695.8,-9.35,682.62,2.12592
53736.6,46092.7,24.65,626.82,2.12592
63543.7,61623.7,45.9,939.3,2.12794
42193.1,63519.9,24.65,854.67,2.13299
52456.8,70883.7,87.55,906.75,2.13905
60269.9,46636.7,61.2,718.89,2.14611
53941.2,47709,13.6,585.9,2.14914
45439.2,43768.6,15.3,610.08,2.15015
58975.1,54546.4,44.2,1061.13,2.15217
53599.1,54081.4,34.85,794.22,2.15419
62167.5,46703.7,47.6,546.84,2.16227
100541,74520.9,44.2,741.21,2.16832
53805.3,42205.3,-0.85,573.81,2.17135
45068.7,40418.7,5.1,555.21,2.18851
51707.9,38462,47.6,511.5,2.19659
57823.3,52958.9,49.3,670.53,2.20062
48731.2,43054.4,9.35,672.39,2.20365
41041.3,49790.3,17.85,1244.34,2.20365
64009.8,45754.1,29.75,728.19,2.20567
59267.4,63913.3,-5.95,703.08,2.22384
48742.2,63925.4,-19.55,930,2.22586
48521,60796.9,51.85,738.42,2.23293
39287.5,50163.3,39.95,555.21,2.23293
43298.3,47516.5,62.9,843.51,2.23898
82634.8,74268.9,27.2,978.36,2.23898
40933.9,51961.9,-8.5,551.49,2.241
66717.9,56532.8,-26.35,599.85,2.24605
43032.1,67524.5,54.4,663.09,2.2511
37690.9,35009.9,14.45,568.23,2.26624
41007.3,54339,0.85,1133.67,2.26927
44763,50592,47.6,784.92,2.27129
57416.4,58338.9,19.55,783.99,2.27533
54457.1,39645,14.45,458.49,2.27533
72275.5,88011.5,42.5,1029.51,2.27734
44545.7,37433.4,-5.1,332.94,2.28744
73267.8,66057.9,-12.75,897.45,2.29249
69204.8,36545.3,-22.1,450.12,2.29652
45843.7,39452.5,56.95,548.7,2.29753
48158.4,34856.4,44.2,472.44,2.3046
77566.9,67097.6,92.65,956.97,2.30561
62201.4,60889,62.9,795.15,2.30662
53542.2,44773,5.1,624.03,2.31167
76177.3,55765.6,25.5,774.69,2.31469
39816.8,44406.6,31.45,438.96,2.3157
50673,38319.7,39.1,554.28,2.32075
50515,51477.4,-11.9,1358.73,2.32782
40189.7,41732.8,20.4,544.98,2.32984
55720.3,76185.6,3.4,954.18,2.34195
31400.1,37906.8,28.9,478.02,2.35507
54705.9,41167.4,37.4,501.27,2.35709
45785.2,37253.9,-12.75,542.19,2.3581
99827.6,67445.5,17,757.95,2.36012
90848.4,62565.8,52.7,888.15,2.36719
71156.1,51932.1,34.85,711.45,2.37425
74656.6,67221.3,28.9,1116.93,2.37829
38358.4,37846.4,51.85,600.78,2.38334
50039.4,51354.6,52.7,774.69,2.38334
74236.3,66341.5,58.65,898.38,2.38738
65825.2,50958.4,22.95,684.48,2.39444
34289.9,63266,6.8,689.13,2.4005
75415,65932.4,34,888.15,2.40151
44476.2,49433.2,57.8,667.74,2.40353
62169.8,49561.6,48.45,554.28,2.40555
49613.6,47913.6,53.55,638.91,2.40756
49124.6,48497.6,-4.25,533.82,2.41261
76138.6,42292.7,36.55,521.73,2.41463
64888.2,59129.4,33.15,755.16,2.41867
63883.4,60072.4,42.5,739.35,2.42069
53101.4,52807.3,32.3,792.36,2.42674
40282.9,47932.2,47.6,633.33,2.42876
74989.2,52821.2,80.75,843.51,2.43583
52531.8,44190.8,15.3,648.21,2.43684
86894.5,62644.8,46.75,753.3,2.43785
58189,45337.5,9.35,466.86,2.44189
48457,67667.7,21.25,752.37,2.44794
51223.6,60475.1,24.65,1209,2.45198
46621.9,47422.6,13.6,662.16,2.454
52095,43205.9,11.05,428.73,2.45602
69561.1,72367,26.35,884.43,2.46006
