"FSC-A","SSC-A","APC-A","FITC-A","Time"
25213.6,53938.1,36.55,609.15,0.847892
51755.3,49490.9,5.1,491.97,0.850986
75574.6,59312.6,36.55,683.55,0.852018
47452.1,33895.7,38.25,404.55,0.853049
84729.9,81152.7,147.9,938.37,0.854081
56865.8,36955.4,108.8,530.1,0.857175
55678.4,48838.9,1334.5,545.91,0.86027
25077.8,43883,20.4,585.9,0.864396
79603.6,51481.1,59.5,671.46,0.869553
80001.7,80569.6,136.85,1278.75,0.871616
50471.5,55754.4,26.35,690.99,0.873679
90568.8,54519.4,87.55,921.63,0.876774
57587.1,41410.1,34.85,513.36,0.876774
64637,75028.7,25566.3,824.91,0.879868
69447.3,51763.8,54.4,832.35,0.8809
57651,44557.2,59.5,911.4,0.88812
45115.3,40762.8,48.45,737.49,0.891215
68348.4,68339.2,5.1,826.77,0.897404
73610.6,72096.4,117.3,732.84,0.900498
43414.5,61247.9,18.7,849.09,0.905656
62547.5,44485.6,-5.95,658.44,0.90875
73936.9,63870.5,175.95,991.38,0.910813
50772.5,52418.5,27.2,819.33,0.910813
36811.6,47270,65.45,592.41,0.911845
61695.1,70049.5,103.7,844.44,0.915971
52689.1,61900.8,26.35,847.23,0.926286
54340.9,52498.5,34,722.61,0.928349
47731,40727.5,42.5,675.18,0.932475
66538.5,67834.2,36.55,823.98,0.936601
49473.8,52090.2,14.45,769.11,0.941758
56019.7,67626.8,38.25,1079.73,0.944853
76530.5,52206.5,25.5,803.52,0.952073
42415.9,59417.7,28.9,635.19,0.953105
36314.7,45785.8,20.4,586.83,0.954136
48284,40698.7,1.7,531.96,0.959294
52099.7,48987.8,5.95,622.17,0.961357
47762.6,41445.4,24.65,395.25,0.962388
60649.1,53804.2,14.45,697.5,0.966514
67814.4,39002.3,28.05,633.33,0.974766
66920.9,48197.2,38.25,617.52,0.980955
76301.4,66183.5,39.95,845.37,0.981986
74289.2,67166.5,44.2,716.1,0.984049
58533.5,55512.6,-5.1,805.38,0.986112
69125,68387.5,12.75,919.77,0.988176
49570.1,43674.7,-12.75,613.8,0.990238
73931.4,63480.9,28.05,900.24,0.99127
39746.5,46698.1,48.45,432.45,0.993333
56718.1,60431.4,20902.4,987.66,0.994365
73666.7,59552.6,74.8,695.64,0.995396
79435.3,75016.6,-11.05,1104.84,0.999522
85342.9,65200.4,-47.6,1034.16,1.00262
80508.9,55692.1,22.1,847.23,1.00468
71681.4,65174.4,115.6,1025.79,1.00881
67970,67220.4,58.65,642.63,1.01293
39709.4,43174.3,29.75,716.1,1.01293
56127.9,79238.8,674.05,807.24,1.01293
52369.9,54697,53.55,621.24,1.01396
63709.6,56761.6,47.6,718.89,1.01499
44530.7,35758.5,66.3,451.05,1.02118
58128.2,42921.4,137.7,420.36,1.02428
57017.5,38690.8,14.45,593.34,1.02944
60533,46472.1,-20.4,499.41,1.02944
64485.3,53488.9,28.05,793.29,1.03666
43504.5,47150.1,43.35,703.08,1.04078
39082.9,31741.8,10.2,281.79,1.04491
52095,33147.1,-11.9,461.28,1.04594
69078.4,52022.3,21.25,671.46,1.05625
70922.2,61019.2,9.35,956.04,1.05832
33605,50802.2,1032.75,899.31,1.06038
88695.7,51000.3,30.6,744.93,1.06244
84145.3,55751.6,16.15,585.9,1.06554
68632.8,47097.1,25.5,632.4,1.0676
66925.6,51718.2,55.25,533.82,1.0676
97205.6,52633.4,102,909.54,1.06966
71066,37999.8,12.75,493.83,1.07482
77540.1,77978.6,-17,847.23,1.07585
55139.6,46289.8,5.95,668.67,1.07895
73865,58500.7,41.65,667.74,1.07998
54630.1,63599.9,34,890.94,1.08101
62487.4,46431.2,45.05,690.06,1.08101
49956.4,48266.1,28.9,564.51,1.08307
56288.3,55126.7,4.25,796.08,1.0841
35934.7,56699.3,33.15,568.23,1.08514
70232.6,46018.3,46.75,589.62,1.09133
65186.9,57613.5,41.65,611.01,1.09855
73298.6,50551.1,41.65,747.72,1.09958
66913.8,59522.8,18.7,657.51,1.11196
43410.5,64106.8,28.9,803.52,1.11608
59981.5,40668,-5.1,611.01,1.11711
67574.2,62772.2,11.05,668.67,1.11711
62778.9,78828.7,53.55,946.74,1.11918
92095,68642.4,8069.9,1200.63,1.12124
57643.1,45646.3,25.5,581.25,1.12227
50707.7,46450.7,3.4,670.53,1.1233
32675.2,59172.2,23.8,679.83,1.1233
94472.9,77345.3,57.8,767.25,1.1264
64063.5,55983.2,43.35,974.64,1.12846
57242.6,41054.9,8.5,529.17,1.12846
92802.1,63361.8,76.5,769.11,1.12949
44107.3,53046.3,-0.85,755.16,1.13259
75233.3,64369.9,16.15,824.91,1.13362
54101.6,54268.3,39.95,717.03,1.13465
71354.4,80614.3,112.2,890.94,1.13671
49171.2,66800,56.95,797.01,1.14393
77545.6,62245.8,317.05,630.54,1.14496
33892.6,52311.6,10172.8,653.79,1.15115
54540.8,50431.1,39.95,640.77,1.15425
44995.2,50744.5,18.7,535.68,1.1594
91575.2,74663.2,61.2,905.82,1.16147
52520,50673.8,28.05,692.85,1.1625
114021,70181.5,62.05,1063.92,1.16353
74997.1,59915.2,225.25,698.43,1.16456
35630.6,41614.7,103.7,590.55,1.16559
80505.7,79106.7,42.5,832.35,1.17385
66131.7,48732.9,45.05,571.02,1.17591
88031.3,77709.9,3530.05,1004.4,1.179
56988.2,51563.9,22.95,637.98,1.1821
45195.9,52471.5,7.65,751.44,1.18622
45359.4,42282.4,1.7,423.15,1.18725
44884.6,49339.3,62.05,649.14,1.19138
69512.1,58604.9,12.75,835.14,1.19138
72794.6,74270.7,39.95,868.62,1.19241
65072.3,83457.3,85.85,703.08,1.1986
49962.8,60082.7,315.35,819.33,1.1986
48708.2,79335.5,161.5,839.79,1.2017
78820.7,81786.1,29.75,1013.7,1.20273
36690,60843.4,9.35,694.71,1.20685
79209.4,70318.2,2.55,669.6,1.21304
37268.2,44914.4,51.85,608.22,1.21717
72439.1,61144.7,57.8,1076.01,1.22336
65656.9,44649.3,40.8,540.33,1.22336
64415,48588.8,39.95,621.24,1.22955
61161.8,43386.4,141.95,708.66,1.23058
42013.8,62451.4,44701.5,904.89,1.23161
47662.3,43072,41.65,558.93,1.23367
97358,61945.4,23.8,942.09,1.2347
46419.6,56984.8,30945.1,2408.7,1.2378
69076.8,81266.2,11.05,953.25,1.23883
57621.8,70981.3,2.55,988.59,1.24089
58805.2,65951.9,113.05,962.55,1.24296
69256.9,69220.8,17,961.62,1.24502
42946,47486.7,6.8,559.86,1.24914
78048.1,74262.4,68,899.31,1.24914
71878.9,62539.7,24.65,751.44,1.24914
54632.5,45178.5,56.95,639.84,1.25018
56839.7,43256.2,3.4,520.8,1.25121
66446.1,51202.1,36.55,725.4,1.2543
78882.3,49274.2,23.8,812.82,1.2543
29023.8,54535.2,29.75,635.19,1.25533
37338.6,46191.2,31.45,536.61,1.25637
41978.2,42765.1,14.45,652.86,1.25637
63037.3,89104.2,12.75,919.77,1.25843
66734.5,53591.2,-9.35,561.72,1.25946
82991.9,72589.3,400.35,982.08,1.26359
63666.9,56066.9,22.95,564.51,1.27184
77910.6,56837.9,29.75,730.98,1.27287
58030.2,81890.2,345.1,1091.82,1.27493
40139.9,38229.5,34,468.72,1.27906
48054.9,46440.5,22.95,737.49,1.27906
57073.6,69418.9,24135.8,955.11,1.28937
47562,54294.3,-5.1,569.16,1.2904
70043.8,50514.8,13.6,766.32,1.29247
67342,83285.2,331.5,994.17,1.29659
54049.4,35965.9,10761.9,786.78,1.29969
81193,65258.1,24.65,544.05,1.30278
59539.9,58683.9,39.95,714.24,1.30485
57858.8,59925.5,6.8,966.27,1.30691
73045,46950.1,-2.55,613.8,1.30691
49201.2,51799.1,33.15,716.1,1.30691
67118.4,62443.9,62.05,618.45,1.30897
57316.9,37362.8,39.1,555.21,1.30897
51075.1,53528,22.1,863.97,1.31103
41994.8,60645.3,11957,860.25,1.31722
55336.3,48348.8,0.85,615.66,1.31929
58649.6,62726.6,113.05,709.59,1.32032
53377.9,42395.9,32.3,563.58,1.32238
70765,53473.1,86.7,627.75,1.32548
46802,35851.5,31.45,417.57,1.32857
75711.2,65923,17,753.3,1.33166
45907.7,75114.2,31.45,812.82,1.33166
72679.2,59953.4,21.25,686.34,1.33373
36251.5,37508.8,9647.5,457.56,1.33579
49027.4,76398.6,41.65,752.37,1.33785
54577.9,30957.8,12.75,355.26,1.33888
63280.6,68668.4,25.5,1053.69,1.33992
59245.3,88872.7,58.65,943.02,1.34198
55063,68396.9,40.8,916.05,1.34301
37225.6,33662.3,15.3,562.65,1.35333
40665.2,34432.3,19.55,333.87,1.35848
87625.2,81335,52.7,1163.43,1.35951
70996.5,80433.8,143.65,930.93,1.36467
80122.6,54185.5,-29.75,881.64,1.37396
77172.7,44988.8,-3.4,620.31,1.37499
53001.1,48546.9,10.2,661.23,1.38014
56325.4,48643.6,809.2,610.08,1.38324
54216.9,61160.5,-2.55,829.56,1.38633
39556.1,37361.8,-0.85,572.88,1.39149
35768,46390.3,14042,773.76,1.39562
28752.8,49263,2520.25,482.67,1.39768
69741.2,82724.4,49.3,1027.65,1.39871
53564.4,66263.4,9611.8,967.2,1.40181
48803,46898,59.5,454.77,1.40387
57677.1,54464.5,38.25,626.82,1.4049
75607,69570.5,391,719.82,1.40696
79535.6,53251.8,30.6,854.67,1.408
43156.1,46007.1,25.5,558.93,1.41522
49042.4,44899.5,56.95,853.74,1.41522
110075,78985.8,59.5,1179.24,1.41522
64697.8,38101.2,3.4,513.36,1.4214
30899.3,51658.7,63.75,568.23,1.42347
84107.4,78167.4,214.2,953.25,1.42656
63605.3,42978.1,7.65,481.74,1.43172
56060.8,50302.8,-1.7,525.45,1.43378
43537.7,40237.4,62.05,448.26,1.4441
54369.4,60399.8,-23.8,778.41,1.44926
64764.2,71004.6,184.45,881.64,1.45132
43518.7,36227.2,34,544.05,1.45235
75338.4,72412.6,33.15,950.46,1.45338
40364.3,47659.7,20317.6,3816.72,1.45648
32587.5,51346.2,-2.55,684.48,1.45751
102759,77416,13605.1,3847.41,1.46163
76780.1,48850.1,43.35,766.32,1.46266
54870.2,51041.2,26.35,539.4,1.47298
47779.2,53467.6,10686.2,518.01,1.47298
49152.2,41385.9,42.5,473.37,1.47401
63617.9,44129.4,22.1,578.46,1.4802
46098.1,41628.7,62.9,623.1,1.48123
61294.5,49191.4,38.25,530.1,1.48123
69558.7,39878.4,73.1,500.34,1.48123
72840.4,37558.1,48.45,597.99,1.48433
89981,66994.4,6787.25,856.53,1.48845
63899.2,60716.9,-25.5,699.36,1.49258
92773.7,67598.9,1082.05,2309.19,1.49361
59315.6,57965,-5.1,615.66,1.50083
41042.9,33912.4,17,446.4,1.50083
71276.2,70878.1,39.95,1063.92,1.50289
67755.9,65242.3,650.25,801.66,1.50496
83539.3,77131.4,335.75,1046.25,1.50496
71252.5,59804.6,32.3,784.92,1.50702
54909.7,54350.1,25.5,761.67,1.50805
56756,68280.6,45.9,979.29,1.51115
60127.7,61135.4,226.1,853.74,1.51424
51269.4,53242.5,38.25,552.42,1.51424
41305.2,27917.7,37.4,454.77,1.51527
56752.8,77551.8,13.6,991.38,1.5194
52967.9,43136.2,19.55,630.54,1.53281
43138.7,52226.9,66.3,500.34,1.53281
63930,71948.5,7553.1,953.25,1.53487
60168,51306.2,22.1,659.37,1.5359
57938.6,42893.5,51,579.39,1.539
55288.2,65628.2,8361.45,755.16,1.54106
53177.3,35716.6,54.4,545.91,1.54209
41565.1,56016.7,57.8,699.36,1.54415
43217,37293,47.6,432.45,1.54622
55505.4,51123,103.7,608.22,1.54828
35809.9,34964.3,34.85,443.61,1.55034
92390.5,78933.8,39.95,995.1,1.55344
95790.7,88072.9,70.55,1265.73,1.55447
61796.2,68779.1,-2.55,677.97,1.55447
38499.1,40241.1,-21.25,559.86,1.55756
64147.2,75387.7,90.95,752.37,1.55859
63324.8,56237.1,85.85,1540.08,1.56478
51737.1,66856.8,18091.4,942.09,1.56891
62466.1,41868.6,23.8,798.87,1.56994
49785,62477.4,-7.65,852.81,1.57613
64478.2,48374.9,5.95,946.74,1.58129
41734.1,55252.2,17,585.9,1.59057
63522.3,46375.4,142.8,900.24,1.59057
46303.5,35268.4,30.6,689.13,1.59882
66726.6,75684.3,-1.7,828.63,1.60089
59861.5,56634.2,3796.95,792.36,1.60501
92953,69203.2,29.75,1060.2,1.60501
68888.8,48494.9,39.1,833.28,1.60604
35664.6,40315.5,68.85,619.38,1.60914
79152.5,79564.3,34,931.86,1.61326
49330.8,40483.8,278.8,353.4,1.61636
60347.3,54160.4,19.55,920.7,1.61739
85561,75144.9,443.7,789.57,1.61945
40249.7,41871.4,128.35,472.44,1.62152
52048.4,47859.7,14.45,712.38,1.62255
75727.8,36072.8,35.7,498.48,1.62564
37705.1,42617.2,73.1,587.76,1.62667
44996.8,52461.3,66.3,558,1.6277
79037.1,62174.2,-13.6,810.03,1.6277
29602.1,47778.8,56.95,435.24,1.62874
51834.3,62816.9,28.9,741.21,1.62977
58078.4,70402.9,3696.65,875.13,1.63183
46728.5,38791.2,119,529.17,1.63389
41092.6,61999.4,15.3,897.45,1.63389
66496.7,50380,1168.75,685.41,1.63493
37782.5,42449.9,0,529.17,1.63596
51050.6,54162.3,121.55,575.67,1.63699
60187.7,70244.8,5.1,611.94,1.63699
36287.1,44842.7,5970.4,627.75,1.64008
35587.1,46828.3,-22.95,3236.4,1.64008
72456.4,73090.6,54.4,807.24,1.64215
58309.1,59096.9,37.4,720.75,1.64524
62768.7,48241.9,23.8,718.89,1.6473
56219.6,57211.7,17,833.28,1.64937
47521.7,51385.3,13.6,578.46,1.65143
71290.4,69123.2,34,720.75,1.65349
47940.4,58680.2,33.15,504.06,1.65349
69924.5,72708.3,-2.55,903.03,1.65659
59537.6,49776.4,-25.5,670.53,1.65762
55576.5,75943.8,17,780.27,1.65968
48152.9,37473.4,-2.55,386.88,1.65968
48284.8,39353.9,17.85,484.53,1.66484
61039.4,63087.5,45.05,729.12,1.66587
52324.9,49427.6,16.15,566.37,1.6669
49135.6,32324,73.95,427.8,1.66793
74223.7,84276.6,36.55,1125.3,1.67412
38152.3,56158.1,8530.6,738.42,1.67722
46226.1,28592.8,-30.6,500.34,1.67928
47701.8,33673.4,4101.25,7244.7,1.67928
49679.9,50332.5,62.05,472.44,1.69166
41000.2,54317.6,13.6,624.03,1.69681
47537.5,49447.2,51,672.39,1.703
54890,45718.8,43356.8,667.74,1.70404
87334.5,86714.1,-0.85,1207.14,1.70507
75404.7,63112.6,126.65,907.68,1.70816
54784.9,56381.2,73.1,490.11,1.71229
42789.6,38062.1,11.9,460.35,1.71435
62869,62920.1,55.25,883.5,1.71641
58309.1,51635.5,58.65,730.98,1.71848
72402.7,64202.6,76.5,815.61,1.72467
113422,64538.3,45.9,730.05,1.7257
71254.8,51696.8,8674.25,1490.79,1.72673
50314.3,46833.9,4178.6,622.17,1.72879
57913.3,49547.6,20.4,797.01,1.72879
76015.4,65644,-27.2,969.99,1.73292
87104.6,77404.8,24896.5,931.86,1.73395
59667.1,66391.8,91.8,981.15,1.73911
67106.6,60498.4,36.55,1093.68,1.74014
54683,80466.4,123.25,949.53,1.7422
69432.3,63339.5,-3.4,742.14,1.74633
50967.6,47152.9,55.25,663.09,1.74736
43710.7,50004.2,1568.25,556.14,1.75252
62401.3,74525.5,46.75,839.79,1.7618
60655.4,54833.7,56.1,704.94,1.76489
67443.9,67206.5,37.4,664.95,1.77418
51011.1,41600.8,24331.2,546.84,1.77624
53934.1,54808.6,-6.8,606.36,1.77933
71175.8,44796.2,39.1,614.73,1.78037
43323.6,41572.9,11.05,424.08,1.7814
55443.8,57176.4,-19.55,527.31,1.78243
55435.9,50309.3,6.8,626.82,1.78449
42731.9,44470.7,33.15,409.2,1.78759
47051.6,39833.8,2.55,554.28,1.79274
67643.8,55369.4,20.4,584.04,1.79378
42185.2,39774.2,14.45,523.59,1.79378
54785.7,51283.9,49.3,608.22,1.79584
102113,68968.8,49.3,746.79,1.79893
50322.2,34052.9,28.9,522.66,1.79893
51224.4,48092.2,205.7,501.27,1.80306
46976.6,41275.3,15.3,667.74,1.80409
79559.3,55547,188.7,770.97,1.80512
73404.4,61676.7,22.95,812.82,1.80615
90039.5,53452.7,20.4,661.23,1.80615
44241.6,36247.7,54.4,544.05,1.80822
75828.1,51124.9,0,651.93,1.80925
42761.9,58597.4,-19.55,771.9,1.81131
36499.6,34756.9,33.15,444.54,1.81234
66763.7,56146,62.9,851.88,1.81234
75430.8,67722.6,16.15,730.05,1.81337
41298,53945.6,66.3,643.56,1.81441
39097.1,52244.6,29.75,511.5,1.81544
63220.5,53389.4,8.5,796.08,1.81544
50383,65137.2,54.4,838.86,1.82059
70108.6,83009.9,6193.1,986.73,1.82472
65181.3,55105.3,22.95,703.08,1.82575
53987.8,51049.6,10509.4,813.75,1.84019
47701.8,29989.7,2.55,426.87,1.84535
61291.4,47683,61.2,541.26,1.84638
49545.6,40480.1,-0.85,228.78,1.84948
39693.6,47284,22.1,697.5,1.84948
92321,54732.4,32.3,736.56,1.8567
75546.9,56817.4,5.95,938.37,1.85876
50540.2,40089.5,-9.35,379.44,1.86082
85093.3,82989.5,27.2,1038.81,1.86185
51440.9,62224.4,1388.05,758.88,1.87011
82292.7,63253,48.45,791.43,1.8732
53745.3,42889.7,42.5,573.81,1.8763
62002.4,50043.3,18.7,613.8,1.88558
52688.3,59208.4,55.25,909.54,1.88661
35932.4,68167.1,25.5,895.59,1.88971
107636,77816.8,612.85,1011.84,1.88971
72235.2,52858.4,37.4,766.32,1.89177
40628.9,75764.3,42.5,779.34,1.8928
36628.4,62294.2,54.4,752.37,1.89383
50064.7,56352.4,12087.9,845.37,1.89796
40250.5,57011.8,5.1,504.06,1.90002
84575,70524.7,66.3,774.69,1.90208
67653.2,62146.3,-10.2,744,1.90311
35775.9,51220.7,35.7,589.62,1.90621
45829.5,46102,17.85,496.62,1.91034
64548.5,49915.9,39.1,575.67,1.91343
52015.2,50295.3,-4.25,1185.75,1.91652
78748.8,58041.3,43.35,990.45,1.92168
41369.1,51287.6,42.5,608.22,1.92787
68884.8,64629.4,15004.2,4365.42,1.93097
59879.6,47523,-44.2,475.23,1.93303
78359.3,74695.7,-15.3,939.3,1.93819
77604.1,52173,39.95,603.57,1.94231
72672.9,72394.9,23.8,878.85,1.94334
48381.2,55822.3,14.45,754.23,1.94747
76897.8,54804.9,22.1,766.32,1.9485
76088.9,81864.2,45.05,1109.49,1.95263
59973.6,55924.6,68,826.77,1.95572
47054,38963.3,51.85,561.72,1.95778
48078.6,68515.9,-29.75,957.9,1.9681
51208.6,40851.2,86.7,650.07,1.97016
66494.3,34585.8,28.9,542.19,1.97016
59287.9,56886.2,56.95,816.54,1.97429
46140,59293.1,20485,685.41,1.97945
26690.9,43097.1,19.55,571.02,1.98151
47398.4,33259.6,-5.1,553.35,1.9846
61587.6,75910.3,-1.7,811.89,1.98563
74537.3,73621.6,72.25,819.33,1.9877
39049.7,58634.6,39.1,872.34,1.98873
56418.6,47274.7,75.65,833.28,1.98976
80808.3,73743.4,47.6,904.89,1.99079
83717.9,52514.3,48.45,797.01,1.99079
56749.7,73793.6,50.15,961.62,1.99285
82859.1,49209.1,43.35,578.46,1.99285
50026.8,48235.4,7.65,743.07,1.99389
45819.2,62697.8,12.75,747.72,1.99595
39702.2,38722.4,8.5,497.55,2.0042
55654.7,48550.6,52.7,744.93,2.0042
72600.2,80419.9,39.95,858.39,2.0073
53058.8,56495.6,104.55,596.13,2.00936
87669.5,80157.6,12.75,1155.06,2.01555
31826.7,60444.4,43.35,788.64,2.02896
27059.9,42984.6,37.4,574.74,2.02896
100379,65383.7,0,773.76,2.03102
60717.8,56859.3,5.95,803.52,2.03618
49477.7,72287,56.95,916.98,2.03721
83992,75175.6,22.95,837,2.04134
42562.8,40904.2,48.45,562.65,2.04649
72328.5,62342.6,99.45,492.9,2.04959
37380.4,37388.8,-3.4,531.96,2.04959
52945.8,64265.8,-28.9,808.17,2.05268
41697,48020.6,-0.85,458.49,2.05268
41326.5,54126,36.55,626.82,2.05371
53550.9,36417.9,11.05,427.8,2.05578
38946.2,52969.1,38.25,513.36,2.05578
81667.8,56949.5,138.55,748.65,2.05784
44443,35525.1,532.95,467.79,2.05784
93613.4,62690.4,17,843.51,2.0599
75431.6,69515.6,9316,924.42,2.06093
71705.9,70484.7,73.95,644.49,2.063
87372.4,57864.6,51.85,883.5,2.06609
39342,41947.6,38.25,616.59,2.06919
69633,66748,7.65,752.37,2.07022
54573.2,43229.2,30.6,631.47,2.07125
87470.4,64615.5,35.7,739.35,2.07537
72259.7,68003.5,149.6,850.02,2.07744
100888,79316.9,14.45,1078.8,2.08156
45688.1,41685.4,12674.4,1449.87,2.08363
83987.3,56155.3,2576.35,749.58,2.09704
25735,38907.5,51,479.88,2.09807
50552.9,45724.4,44.2,385.02,2.10426
56857.9,63663.2,38.25,757.02,2.10941
46568.9,50961.2,36.55,891.87,2.10941
72605.7,82517,47.6,1060.2,2.11251
52837.6,50159.6,46.75,535.68,2.1187
61486.5,72030.4,35.7,1075.08,2.12386
64471.1,79121.6,29.75,978.36,2.1383
60162.5,66047.7,19983.5,708.66,2.14552
76615,71142.2,36.55,715.17,2.14655
41071.3,48027.1,299.2,512.43,2.14655
64745.2,80206.9,17,981.15,2.15067
30900.1,34158.9,18512.2,414.78,2.15171
61833.3,57742.8,24.65,793.29,2.15686
52102.9,31857.2,59.5,598.92,2.16408
82750.9,61678.5,7.65,836.07,2.16408
24265.6,32686.7,83.3,723.54,2.17234
55264.5,55654,188.7,703.08,2.17543
71365.4,43716.5,83.3,590.55,2.17646
55192.6,52648.2,23.8,586.83,2.18368
46933.1,38289,14.45,411.99,2.19297
68534.9,52286.5,14.45,674.25,2.194
55144.4,37214.9,-33.15,383.16,2.194
52197.7,52763.6,10.2,783.06,2.19812
75229.3,81475.4,4471.85,1044.39,2.20225
54290.4,59013.2,5.1,845.37,2.20431
37068.4,31757.6,-9.35,673.32,2.20534
59660.8,55281.1,197.2,726.33,2.20844
88935,68539.1,22.95,957.9,2.2105
46883.3,45821.1,24338.9,591.48,2.21875
76127.6,80327.8,56.95,936.51,2.22082
55877.5,45467.7,29258.7,642.63,2.22494
61857.8,64169.1,34.85,832.35,2.22494
87699.5,77905.2,5961.05,970.92,2.22597
43198.8,27435,24.65,363.63,2.22597
66338.7,55440.1,39.95,505.92,2.22597
45488.2,49916.8,5.95,709.59,2.2301
106136,80963,-1.7,1178.31,2.23319
85019.8,53042.6,98.6,850.02,2.23629
77234.4,61689.7,31.45,628.68,2.24041
60745.5,52965.4,45.05,678.9,2.24145
86977.4,51942.4,39.1,601.71,2.24248
40259.2,46688.8,14.45,382.23,2.24557
36211.2,57601.4,38.25,838.86,2.24763
