"FSC-A","SSC-A","APC-A","FITC-A","Time"
37981.6,30456.6,33.15,510.57,0.913092
76321.9,76999.4,36.55,936.51,0.913092
57207.9,34692.7,21.25,601.71,0.914102
43836.3,52840.7,-0.85,518.94,0.915112
43296.7,46183.8,21.25,617.52,0.921172
55580.5,51001.2,7.65,534.75,0.925213
44513.3,47073.8,-36.55,869.55,0.925213
66796.1,61923.1,21.25,754.23,0.925213
50834.9,39120.4,2.55,557.07,0.927233
53334.5,42841.4,46.75,548.7,0.929253
77688.6,70904.1,-13.6,896.52,0.929253
80855.7,85356.3,14.45,1170.87,0.929253
68574.4,51781.5,3.4,787.71,0.935313
60028.9,47470.9,-7.65,583.11,0.938344
62472.4,67220.4,10.2,922.56,0.939354
56479.5,28282.2,65.45,485.46,0.940364
44066.2,33302.4,42.5,480.81,0.940364
49993.6,65410.6,24.65,759.81,0.941374
45269.4,49940.1,15.3,688.2,0.942384
58554.8,50624.6,2.55,675.18,0.950464
68747.4,55977.6,29.75,871.41,0.954504
82657.7,78603.6,9.35,1567.98,0.957535
70688.4,83247.1,-22.1,964.41,0.958545
54244.6,36118.4,16.15,595.2,0.960565
42595.2,41513.3,24.65,531.96,0.960565
40820.9,46630.2,42.5,583.11,0.963595
65155.2,59492.1,29.75,905.82,0.967635
68722.9,55568.4,19.55,650.07,0.969655
57019,55363.8,20.4,608.22,0.969655
38702.1,61198.7,-22.95,762.6,0.973696
51235.5,56173.9,-13.6,394.32,0.976726
76454.6,62587.1,62.05,929.07,0.981776
51733.9,42823.7,20.4,461.28,0.982786
62158,54258.1,26.35,789.57,0.989856
55232.1,69269.2,44.2,957.9,0.992887
69879.5,51324.8,23.8,828.63,0.995917
51982,51081.2,8.5,660.3,0.995917
61958.1,51202.1,55.25,641.7,0.999957
48946.8,37692,16.15,405.48,0.999957
55293.7,41859.3,24.65,595.2,1.00097
63715.9,72998.5,51,701.22,1.00602
93690.8,68343.8,46.75,1076.94,1.00602
78626.3,70806.5,28.9,937.44,1.00905
45441.6,52199,56.95,560.79,1.01107
42583.4,57262.9,-11.05,728.19,1.01309
30215.9,52200.9,39.95,704.94,1.0141
40699.2,46858.1,24.65,580.32,1.01915
72328.5,56403.6,24.65,847.23,1.02218
89835.6,74008.5,4.25,1001.61,1.0242
70313.2,78489.2,45.05,950.46,1.02925
49109.6,49463.9,56.1,585.9,1.03329
68844.6,52623.1,35.7,665.88,1.03632
50022,61536.2,22.1,841.65,1.03733
51899.1,35749.2,17,403.62,1.03834
42150.4,59172.2,35.7,739.35,1.03935
36756.3,47637.4,73.1,625.89,1.04238
54287.2,57353.1,12.75,889.08,1.04743
47009,66513.6,28.9,1052.76,1.04844
59231.8,69414.3,38.25,773.76,1.05147
62872.2,79376.4,16.15,1089.96,1.0545
47334.4,55952.5,6.8,743.07,1.05551
60726.5,55000.2,58.65,654.72,1.05753
109811,73911.8,84.15,1028.58,1.06056
53224.7,50065.6,-14.45,699.36,1.06561
51348.4,62824.3,10.2,711.45,1.06662
79429.8,65886.8,52.7,978.36,1.06965
73259.1,46086.1,-0.85,468.72,1.06965
44802.5,42443.3,13.6,634.26,1.06965
57339,64676.9,42.5,776.55,1.07167
47806.9,77096.1,0.85,1588.44,1.07369
56210.9,47161.2,36.55,613.8,1.07369
42736.6,42815.3,-4.25,1301.07,1.08884
65172.6,71782,11.9,909.54,1.09086
73093.2,54763.1,19.55,672.39,1.09389
48690.9,82333.8,69.7,763.53,1.09894
66638.1,70961.8,18.7,1079.73,1.09995
60164,59469.8,19.55,700.29,1.10399
47840.8,45115.2,26.35,510.57,1.11106
49247.8,51741.5,56.95,718.89,1.11611
72331.6,76812.4,93.5,889.08,1.11914
61412.2,48819.4,-37.4,593.34,1.12318
31878.9,56278.9,10.2,573.81,1.1252
89902.8,59600.9,41.65,798.87,1.12722
47411.1,50048.9,22.95,681.69,1.12722
45542.7,64884.2,31.45,713.31,1.13025
60664.9,76340.9,49.3,924.42,1.13025
49529.1,53079.8,26.35,681.69,1.13732
35327.2,47057.1,20.4,646.35,1.13732
96786.1,79590.3,68.85,1023,1.13833
49142,40983.2,7.65,471.51,1.1444
84782,46253.6,17,624.03,1.14642
62672.3,75531.8,59.5,995.1,1.14743
67208.5,61145.6,79.9,825.84,1.14844
34337.4,47905.2,29.75,680.76,1.14945
59658.4,59328.4,28.05,652.86,1.15046
48550.2,50353.9,67.15,597.06,1.15046
70752.4,76890.5,40.8,1062.06,1.15147
40752.2,61065.7,38.25,858.39,1.1545
49980.9,57793,39.95,676.11,1.15551
40934.6,35760.4,25.5,495.69,1.15955
56323.1,56034.4,29.75,765.39,1.16056
43510.8,36938.7,39.1,485.46,1.16157
76660.8,56326.4,0,841.65,1.1646
77218.6,74098.7,64.6,1061.13,1.1646
43175.9,37856.6,39.1,472.44,1.16561
36167.8,56993.2,68.85,672.39,1.16561
55789.8,56776.5,14.45,625.89,1.16662
52220.6,71117.1,84.15,631.47,1.16763
67056.8,59362.8,11.05,675.18,1.17975
43416.8,41044.6,35.7,575.67,1.19793
47131.4,59806.4,45.9,704.94,1.23126
57794.8,60393.3,7.65,901.17,1.2555
44497.5,44359.1,51,660.3,1.25752
46279.8,64550.4,57.8,1151.34,1.25954
84338,62459.7,39.1,881.64,1.26358
56372.8,60564.4,7.65,1016.49,1.27267
62064,67019.5,25.5,783.06,1.27368
47880.3,43567.7,11.9,308.76,1.27469
43062.1,51719.2,15.3,737.49,1.2757
40752.9,44557.2,73.95,627.75,1.27671
61311.9,69443.1,58.65,521.73,1.27671
56811.3,70367.5,5.1,581.25,1.28883
69902.4,63946.8,38.25,793.29,1.28883
73112.1,67530.1,-6.8,896.52,1.2959
91923.6,78392.5,21.25,900.24,1.29691
45903,40719.1,15.3,716.1,1.29691
30461.6,55007.6,68,756.09,1.30196
35926.8,45964.3,12.75,860.25,1.30297
32751,40876.3,15.3,347.82,1.30701
81320.2,63234.4,32.3,976.5,1.31105
53175.7,69819.8,-15.3,652.86,1.31409
70139.4,60915.9,22.1,692.85,1.31813
37946.9,69195.7,1.7,824.91,1.31813
53645.7,79232.3,2.55,977.43,1.31914
75250.7,48569.2,48.45,621.24,1.32419
60097.7,39284.1,31.45,558.93,1.32419
60465.8,72569.8,38.25,833.28,1.3252
84996.1,67330.1,63.75,763.53,1.32722
44740.1,61901.7,1.7,899.31,1.33126
62815.3,70166.6,12.75,855.6,1.33126
62666.8,39830,21.25,499.41,1.33328
71892.4,66399.2,-26.35,1004.4,1.33732
54928.7,46081.5,-10.2,561.72,1.34136
55164.9,59170.3,26.35,655.65,1.34338
78895.7,54388.3,33.15,642.63,1.34338
103444,68506.6,27.2,1219.23,1.34439
78520.5,76712.9,-26.35,975.57,1.35045
62062.4,61765,9.35,981.15,1.36257
55533.1,43696.1,-3.4,592.41,1.37671
57151.8,38588.5,-5.95,441.75,1.37974
93123.6,74326.5,11.05,1461.96,1.38176
76139.4,50831.9,16.15,740.28,1.39085
93860.7,75015.7,13.6,914.19,1.39287
47078.5,36087.7,17.85,505.92,1.39489
59134.7,86817.4,32.3,1186.68,1.3959
39957.4,55290.4,33.15,686.34,1.40095
84511.8,84697.9,56.95,1004.4,1.40196
56540.3,39711,39.95,652.86,1.40297
69949,57491.7,13.6,746.79,1.40903
78568.7,70913.4,26.35,1095.54,1.41105
70624.4,57107.6,10.2,541.26,1.41307
44959.7,53281.6,31.45,804.45,1.41408
71574,55177.8,44.2,701.22,1.4161
75610.1,53677.7,13.6,774.69,1.41812
65653,56418.4,29.75,677.97,1.42317
60704.4,68660,9.35,1076.01,1.43024
62323.1,74651.1,11.05,837,1.43226
55120.7,75464.9,-22.1,1208.07,1.44236
55993.6,48182.4,11.05,738.42,1.44741
64708.9,64226.7,2.55,864.9,1.45044
65109.4,78258.6,1.7,1101.12,1.45347
28067.9,43126.9,4.25,451.05,1.45448
47866.1,57374.5,39.1,819.33,1.45549
46919.7,60642.5,5.95,782.13,1.45852
50429.7,66538.7,39.1,747.72,1.46054
44386.9,51804.7,38.25,780.27,1.46357
36399.2,40677.3,76.5,592.41,1.46458
50195,59004.8,15.3,728.19,1.47468
68711,64415.5,17.85,866.76,1.47468
43224.1,46560.4,9.35,527.31,1.47771
44996.8,47083.1,32.3,487.32,1.47872
91473.3,58471,-17.85,1117.86,1.48175
57174.7,37318.1,34.85,460.35,1.48377
52651.9,78041.9,-1.7,1006.26,1.48781
88426.3,76492.5,68.85,1551.24,1.49489
58612.5,49149.6,15.3,752.37,1.50297
39916.3,53669.4,35.7,681.69,1.50802
99729.6,84778.8,63.75,1338.27,1.50903
41516.1,40056,11.05,392.46,1.52317
73377.6,46392.1,62.9,723.54,1.53024
54513.2,46234.9,8.5,693.78,1.53428
64708.9,62162.1,23.8,986.73,1.5363
73206.9,59461.4,22.95,869.55,1.53832
37201.1,52375.7,29.75,562.65,1.54034
62829.5,89134,35.7,1020.21,1.54337
37145,37634.3,20.4,478.95,1.54438
46207.9,44612.1,-6.8,410.13,1.54539
63053.1,48428.8,15.3,625.89,1.54741
50217.1,53438.7,25.5,683.55,1.55246
61877.5,47133.3,28.05,610.08,1.5565
53967.3,56373.8,82.45,732.84,1.56559
86547.7,69601.2,4.25,1204.35,1.56963
70818,71529.1,56.1,719.82,1.57266
61903.6,53063.9,16.15,683.55,1.57468
72085.1,63181.4,25.5,845.37,1.57468
32039.2,45754.1,51.85,557.07,1.57569
42327.4,47929.4,-1.7,674.25,1.5767
44127,49781,-4.25,533.82,1.57872
84441.5,70853.9,54.4,877.92,1.58074
49973.8,44817.6,39.95,506.85,1.58276
58373.1,80459,26.35,1259.22,1.58377
54726.5,72985.5,35.7,745.86,1.58478
57527.8,64587.6,34,891.87,1.58882
67995.3,63011.2,33.15,987.66,1.59185
64427.7,64795,28.05,797.01,1.60498
70757.9,65815.2,30.6,760.74,1.60801
89178.4,55965.5,18.7,757.95,1.61306
58352.6,66522.9,22.1,916.98,1.62013
44985,57199.7,21.25,757.02,1.62316
35343.8,53629.4,34,651,1.6272
39506.3,53228.6,56.95,791.43,1.63023
48276.9,51907.9,43.35,823.05,1.63023
63065.7,62019.8,18.7,897.45,1.63225
94298.4,66961.9,-7.65,811.89,1.63427
78360.1,61791.1,-4.25,863.97,1.64033
46564.2,46526,54.4,637.98,1.64235
109365,69345.5,48.45,878.85,1.64235
46659,46224.7,41.65,637.98,1.64437
37720.9,41746.8,39.1,567.3,1.65144
66996.7,81548,68,1027.65,1.66053
58469.5,50787.3,10.2,735.63,1.66862
71397,60765.3,43.35,836.07,1.66862
58059.5,78938.4,56.1,991.38,1.67266
73595.6,42646.1,38.25,512.43,1.67468
81802.1,70474.5,27.2,911.4,1.67468
73130.3,51602,56.1,665.88,1.67569
64425.3,57339.2,8.5,611.01,1.6767
36343.2,68941.8,17.85,679.83,1.68175
63215,58251.5,26.35,798.87,1.68276
66100.9,69219.9,53.55,858.39,1.68377
64559.6,51311.8,18.7,660.3,1.68983
58561.1,58911.8,-5.1,792.36,1.69084
64150.4,51124.9,38.25,609.15,1.69084
67330.9,59665.1,29.75,894.66,1.69488
86147.9,65942.6,-0.85,965.34,1.70094
42633.1,48789.7,56.1,755.16,1.70498
64347.1,70428.9,34,834.21,1.70801
46549.2,46207.1,1.7,405.48,1.71104
52494.7,39000.5,0.85,629.61,1.71104
33460.4,57118.7,53.55,535.68,1.71407
64850.3,83067.6,56.95,1070.43,1.71609
39348.3,45071.5,26.35,519.87,1.72417
40998.6,60982.9,-22.1,781.2,1.72518
51626.5,60418.4,81.6,749.58,1.7272
65243.7,87708.3,0,919.77,1.72922
96018.2,76925,73.1,917.91,1.73427
62572,72136.4,37.4,753.3,1.74134
40512.8,50148.4,17.85,684.48,1.74841
74367.4,80810.5,29.75,1184.82,1.75043
70725.5,51224.4,0.85,583.11,1.75346
30496.4,37088.4,31.45,456.63,1.75649
76231.1,62392.8,45.9,778.41,1.75851
48030.4,44456.8,51,635.19,1.75952
52611.6,81374.1,85.85,1068.57,1.76154
87141.7,63280,99.45,1023,1.77063
63014.4,51602.9,0,719.82,1.77265
64291,72329.8,55.25,897.45,1.77669
64886.7,60596,18.7,793.29,1.77669
48663.2,58199.4,5.95,720.75,1.77972
56270.9,51271.8,29.75,636.12,1.78174
62238.6,69011.6,42.5,831.42,1.78376
58169.3,49361.6,28.9,549.63,1.78376
45872.9,46153.1,29.75,481.74,1.78679
46252.1,60397,50.15,699.36,1.79386
47178,48557.2,45.05,651.93,1.79386
79598.8,79879.6,44.2,932.79,1.79386
62748.1,68554,6.8,810.96,1.7979
63890.5,36578.8,-11.9,591.48,1.79891
34149.3,49937.3,-9.35,346.89,1.79992
63804.4,67096.7,9.35,1041.6,1.80396
89080.4,75185.9,17.85,2121.33,1.80396
52024.7,41530.1,32.3,589.62,1.80699
61523.6,47193.8,-5.95,717.96,1.81002
36127.5,42368,17.85,705.87,1.83426
56280.4,46118.7,-13.6,764.46,1.84134
63855.7,43300.8,-2.55,537.54,1.84336
89489.6,66829.8,85.85,691.92,1.85952
37592.9,36755.5,52.7,583.11,1.86356
57617.9,31487,0.85,354.33,1.89689
82960.3,59778.5,1.7,704.94,1.90699
41579.3,49645.3,1.7,622.17,1.91002
58448.2,63591.5,39.1,935.58,1.91305
62444.8,52771,10.2,659.37,1.91709
46539.7,50048.9,-7.65,609.15,1.91911
62637.5,57191.3,13.6,640.77,1.92012
42542.3,48531.1,38.25,580.32,1.9282
53911.2,44045.7,-17,522.66,1.93224
47262.5,47956.4,9.35,606.36,1.93325
57060.1,44449.4,57.8,536.61,1.93527
43121.4,69302.7,17,570.09,1.9484
77403.4,53847.9,2.55,702.15,1.9484
31130,53345.7,-19.55,678.9,1.95143
69802.8,56508.7,-2.55,757.95,1.95143
41193.8,66701.5,49.3,660.3,1.95345
81916.7,57236.9,20.4,581.25,1.95446
82275.3,54548.2,10.2,697.5,1.95547
53146.5,54422.7,27.2,737.49,1.95648
54822.8,50194.9,10.2,692.85,1.95749
54449.2,65511.1,28.05,854.67,1.95951
48953.9,56859.3,33.15,723.54,1.95951
69511.3,45761.6,54.4,699.36,1.96355
25972,58470,35.7,735.63,1.96658
44658.7,48462.3,21.25,585.9,1.9686
74598.9,71411,7.65,812.82,1.97365
58057.9,44356.4,47.6,515.22,1.97971
33595.5,63673.4,46.75,735.63,1.98476
65118.1,70716.3,51.85,990.45,1.98476
108173,78431.5,45.9,986.73,1.98678
58468.7,71747.6,41.65,935.58,1.98981
76107,70468.9,39.1,1015.56,1.99082
55123.8,45892.7,-4.25,656.58,2.02113
53728.7,68485.2,-8.5,883.5,2.02416
36323.4,56419.4,39.95,707.73,2.02618
78455.7,66983.2,44.2,817.47,2.03325
84045.7,77982.4,30.6,1066.71,2.03325
54472.9,76942.6,-4.25,765.39,2.03628
70225.5,58502.6,16.15,651.93,2.03729
55599.4,44633.5,64.6,720.75,2.04941
47175.6,34133.8,58.65,591.48,2.05345
48551.8,47726.7,77.35,569.16,2.08072
56466,54080.4,28.9,842.58,2.08678
44176,41111.6,6.8,533.82,2.09385
42262.6,40322,27.2,469.65,2.09486
60730.5,83588.4,52.7,1026.72,2.09587
54832.3,57564.2,27.2,812.82,2.09789
93833.8,60415.6,-3.4,2076.69,2.10092
76205,71535.6,29.75,1135.53,2.10092
28075.8,35104.7,20.4,407.34,2.109
51902.2,72503.7,23.8,1212.72,2.11304
54945.3,48110.8,-2.55,669.6,2.11405
41031.8,51618.7,-23.8,516.15,2.11708
43217.7,58995.5,63.75,949.53,2.1191
51924.3,55653.1,36.55,1039.74,2.12617
59193.9,44800,16.15,595.2,2.12819
50107.3,44059.7,32.3,525.45,2.13425
42910.4,49055.6,26.35,722.61,2.14334
50223.5,47030.1,22.95,534.75,2.14738
55853.8,52351.6,-10.2,694.71,2.15344
55932.8,48105.2,38.25,774.69,2.15546
70361.4,68968.8,7.65,654.72,2.15647
42475.1,58163.1,6.8,1162.5,2.15647
41574.5,52189.7,6.8,1352.22,2.15748
52388.1,49408.1,0.85,887.22,2.16051
42464.1,39754.7,25.5,603.57,2.16859
54837.1,66932.1,-6.8,1032.3,2.17364
109070,67116.2,2.55,776.55,2.17364
42950.7,61405.1,38.25,652.86,2.18071
78652.4,71754.1,17,838.86,2.18273
64490.1,49742.9,59.5,698.43,2.18879
64261.8,55738.6,38.25,833.28,2.19385
44051.2,43055.3,16.15,633.33,2.19587
42584.9,43212.4,-1.7,493.83,2.19587
65940.5,45763.4,-5.95,523.59,2.20193
49701.3,59904.1,18.7,963.48,2.20395
67785.2,36634.6,14.45,478.02,2.20395
45358.6,60535.6,12.75,798.87,2.21001
41783.1,52680.8,34.85,703.08,2.21001
42132.3,41169.2,-4.25,528.24,2.21708
64785.5,68940,0,755.16,2.21708
81511.4,60197,17.85,663.09,2.21809
66066.1,46925.9,15.3,570.09,2.21809
50319.8,60495.6,1.7,665.88,2.22011
65874.1,57818.1,25.5,826.77,2.22415
55831.7,77303.5,11.9,907.68,2.22617
63254.5,53663.8,79.9,791.43,2.22819
31675.8,53380.1,6.8,627.75,2.23425
31090.5,47707.1,27.2,646.35,2.23425
37030.5,43536.1,0.85,438.96,2.23526
45057.7,67749.6,21.25,865.83,2.23829
60140.3,76480.4,62.05,710.52,2.24435
57541.2,54389.2,-9.35,745.86,2.24435
45140.6,47895,-5.95,441.75,2.25243
39022.1,39990,75.65,411.06,2.26758
50417,60895.5,39.1,620.31,2.27061
60633.3,71331,9.35,937.44,2.27162
35971.9,36432.8,62.9,498.48,2.27364
31248.5,35134.5,28.05,486.39,2.27566
85867.5,72437.7,34.85,981.15,2.28172
59501.2,63672.4,22.1,816.54,2.28778
35889.7,59925.5,0,801.66,2.28879
39513.4,31442.4,22.95,432.45,2.2898
48840.2,48286.5,6.8,553.35,2.29182
51702.3,44069.9,31.45,770.97,2.29889
66979.4,64973.5,5.95,869.55,2.29889
44089.9,68994.8,-21.25,786.78,2.2999
78462.8,71548.6,37.4,1242.48,2.30293
55187,42833.9,27.2,729.12,2.30293
100516,75797.8,22.95,999.75,2.30495
61133.4,47057.1,12.75,620.31,2.31
43909.8,43564.9,27.2,551.49,2.31505
35254.5,53568.9,11.9,516.15,2.31707
67566.3,56230.6,6.8,793.29,2.31909
78258.2,60823.9,-1.7,733.77,2.32212
56680.9,43343.6,-20.4,655.65,2.32212
63757.7,50406.9,29.75,683.55,2.32919
61530.7,40555.4,24.65,686.34,2.33323
73227.5,84280.3,22.1,848.16,2.33424
54518.7,73809.5,-3.4,678.9,2.34131
90945.6,69021.8,36.55,833.28,2.34939
60947.7,52873.3,-18.7,636.12,2.34939
71147.4,55883.7,26.35,744.93,2.35545
48415.9,43294.3,37.4,713.31,2.35646
67488.9,53734.5,30.6,725.4,2.35949
56658.8,74313.5,14.45,786.78,2.36151
52654.3,37112.6,27.2,524.52,2.36252
65917.6,78373.9,68,1036.02,2.36353
51542,67876,66.3,851.88,2.36353
34607.5,64555,33.15,682.62,2.36454
61490.4,76705.5,28.05,987.66,2.37061
45763.9,46900.8,37.4,757.95,2.37162
51629.7,48651.1,19.55,634.26,2.37566
89189.4,62766.6,23.8,711.45,2.37869
60788.9,47936.9,-5.1,440.82,2.37869
37574,42239.7,24.65,578.46,2.38172
41886.6,35321.4,31.45,391.53,2.38172
61966.8,63911.5,3.4,652.86,2.38576
80953.7,73486.7,28.9,858.39,2.3898
79294.7,69434.7,65.45,830.49,2.39081
54175.8,70225.2,31.45,1708.41,2.39182
49342.6,57722.3,8.5,555.21,2.39283
68442.4,62937.8,16.15,874.2,2.39889
46868.3,49699.2,7.65,734.7,2.3999
55432.7,40390.8,-1.7,539.4,2.40495
44525.2,36149.1,5.1,579.39,2.41505
57375.3,34626.7,-5.95,430.59,2.41606
49502.2,53200.7,25.5,710.52,2.41707
80640,50603.2,-4.25,821.19,2.42414
48582.6,51872.6,12.75,794.22,2.42717
73632,43941.6,20.4,611.01,2.43222
45985.9,52987.7,27.2,673.32,2.43323
63735.6,53508.5,0.85,620.31,2.43525
64411.1,44334,30.6,748.65,2.43525
72960.5,45080.8,75.65,563.58,2.4403
78880.7,62922.9,41.65,653.79,2.44131
82765.1,61613.4,66.3,753.3,2.44434
72586.8,64842.4,20.4,919.77,2.44434
55384.5,36610.4,54.4,451.05,2.45141
39235.4,55389.9,6.8,541.26,2.45545
51616.2,44403.8,27.2,645.42,2.45545
26595.4,48708.8,27.2,426.87,2.45646
46762.5,47831.8,24.65,636.12,2.45848
81294.2,65868.2,22.95,893.73,2.46454
79555.4,50741.7,-11.9,832.35,2.46959
60281.7,64854.5,17,827.7,2.4706
30291.8,45408.2,34.85,593.34,2.47868
82626.9,45026.9,12.75,704.94,2.48474
80527.9,67250.2,1.7,728.19,2.48878
46691.4,47414.2,33.15,778.41,2.4908
37570,38197.9,16.15,527.31,2.49282
46502.6,50247,34.85,904.89,2.49484
48149.7,42155,35.7,588.69,2.50292
73078.2,40082.1,36.55,545.91,2.50393
43007.6,28798.4,17.85,414.78,2.51302
40843,39558.5,39.95,565.44,2.51403
56156.4,60333.8,11.9,692.85,2.51807
63613.2,54867.2,34,930.93,2.51908
62337.3,46302.8,43.35,502.2,2.52312
37096.8,40126.7,23.8,588.69,2.52413
66959.6,71624.9,11.9,761.67,2.52514
69844.7,43788.1,-10.2,531.96,2.52514
80970.3,65646.8,-19.55,666.81,2.52918
32709.2,53387.6,-4.25,728.19,2.52918
53270.5,71424.9,39.95,940.23,2.53019
42979.9,53544.8,10.2,625.89,2.53019
40380.9,52319,18.7,749.58,2.53928
41921.4,61931.5,16.15,741.21,2.54232
30276.8,50777.1,20.4,504.99,2.57464
45714.9,64730.8,22.1,673.32,2.57666
52399.9,58290.5,39.1,628.68,2.58575
36461.7,50221.9,7.65,726.33,2.59888
96735.5,70262.4,-10.2,793.29,2.60191
94926.4,71062.2,37.4,780.27,2.60898
62866.6,48407.4,11.9,646.35,2.61201
60006.8,44547,14.45,551.49,2.61302
62867.4,87998.5,37.4,1175.52,2.62009
72123.8,72199.6,-6.8,1041.6,2.62514
61350.6,68520.5,24.65,831.42,2.62716
38202,35904.5,-28.9,451.05,2.62918
46550.8,46562.3,31.45,636.12,2.62918
38165.7,54544.5,13.6,1389.42,2.63221
54003.6,35673.9,26.35,570.09,2.63322
52900,51845.6,20.4,714.24,2.63423
98064.3,83129.9,22.95,976.5,2.64029
48270.6,41776.5,-2.55,562.65,2.6514
53555.7,61921.3,26.35,704.01,2.65443
55468.3,35835.7,39.95,535.68,2.66554
51954.4,75936.4,-2.55,886.29,2.66756
55790.6,45663.9,0,787.71,2.66756
65330.6,47040.3,29.75,622.17,2.66958
57880.9,67095.8,47.6,757.02,2.67261
33118.4,38513.2,32.3,491.04,2.67564
46410.1,34744.8,27.2,388.74,2.67665
63798.8,77425.3,44.2,1098.33,2.68069
81007.4,65030.2,87.55,704.94,2.68574
50176.1,55876.3,17,776.55,2.68574
89642.1,73581.6,6.8,947.67,2.68877
33153.1,34517.9,0,465,2.6918
45943.2,55606.6,36.55,796.08,2.69281
68244.1,66483.8,42.5,939.3,2.69685
59095.2,61324.2,56.95,744.93,2.69988
92217.5,58872.7,2.55,732.84,2.7019
55606.5,57399.6,25.5,694.71,2.70493
69328,85689.3,45.05,1069.5,2.70897
81193.8,60955,55.25,809.1,2.71403
